word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,4696,0,0,0,0,125.0
AM,1248,46.5,23.5,47.0,117.0,163.5
DOING,967,71.6,159.2,159.0,265.0,130.8
MY,500,78.0,125.0,140.5,187.5,109.5
MASTER,1029,44.2,148.2,145.5,275.5,148.2
S,920,0,0,0,0,47.0
IN,312,0.0,70.5,70.0,140.5,140.5
COMPUTER,1514,93.5,171.6,175.5,296.6,138.8
SCIENCE,2044,483.6,476.7,497.1,490.3,78.0
I,141,0,0,0,0,109.0
UB,468,0,0,0,0,46.5
AND,297,15.3,21.0,36.7,73.0,88.3
UB,2012,772.0,842.5,834.5,905.0,133.0
AND,951,7.8,31.0,39.0,62.2,54.5
AM,265,0.0,62.5,39.0,101.5,101.5
PRETTY,1123,106.8,161.3,158.5,239.3,96.3
ATISFIED,1716,212.8,261.4,267.1,315.8,111.0
WITH,531,82.0,74.2,85.8,187.0,148.0
THE,312,20.7,20.7,26.0,67.3,88.0
MY,484,85.5,140.5,132.5,187.5,102.0
DECISION,4415,163.0,208.1,209.6,272.0,114.3
I,687,0,0,0,0,110.0
THINK,812,56.2,118.6,121.8,196.6,99.8
ITS,546,36.7,83.3,73.0,119.7,83.0
AFFORDABILITY,5210,518.2,552.6,554.9,596.1,89.1
IS,156,0,0,0,0,55.0
GOOD,515,46.8,70.2,78.0,101.5,54.8
QUALITY,1919,66.9,162.7,164.9,283.0,138.1
OF,344,15.5,62.5,55.0,133.0,148.5
THE,250,20.7,20.7,31.3,72.7,93.3
IS,968,0,0,0,0,47.0
UNIVERSITY,2902,421.1,471.2,480.5,555.4,110.8
I,187,0,0,0,0,109.0
WOULD,687,40.4,115.4,109.2,215.4,125.0
RECOMMEND,4041,779.9,815.8,820.5,856.4,75.0
UB,1014,226.5,296.5,273.0,343.0,116.5
TO,203,31.0,23.5,31.5,86.0,117.0
A,234,0,0,0,0,109.0
HIGH,2901,374.5,374.5,374.2,374.2,82.0
SCHOOL,1623,182.3,249.7,252.3,319.7,88.2
GRADUATE,2558,283.9,357.3,341.5,414.9,112.3
ONLY,686,39.0,136.5,128.8,241.8,136.2
IF,452,93.5,156.0,156.0,218.5,125.0
THEY,624,50.5,105.2,109.2,195.0,117.0
CAN,390,31.3,67.3,67.7,166.3,140.3
DEAL,702,58.5,140.5,132.5,245.5,136.2
WITH,530,62.5,93.5,93.5,187.0,120.8
HARSH,2060,459.0,468.0,488.0,497.0,71.1
WEATHER,1919,131.8,169.9,176.9,228.8,69.2
THAT,562,39.0,85.8,62.5,109.2,70.2
THIS,531,27.2,78.0,78.0,128.8,78.2
PLACE,1217,124.8,209.0,202.8,287.0,103.0
HAS,1560,195.0,245.8,245.8,304.5,82.2
A,1404,0,0,0,0,46.5
LOT,983,36.3,78.0,72.7,114.3,78.0
OF,234,0,0,0,0,47.0
MY,437,78.0,125.0,132.5,179.5,101.5
FRIEND,1279,88.5,163.8,161.2,241.8,98.8
S,842,0,0,0,0,62.5
WOULD,624,40.4,74.8,78.0,156.0,103.0
NOT,671,119.7,182.0,182.0,244.3,93.7
BE,671,0,0,0,0,47.0
ABLE,671,35.2,85.8,97.5,156.0,97.5
TO,249,0.0,39.0,54.5,93.5,93.5
DEAL,858,82.0,144.2,167.8,277.0,160.0
WITH,1279,40.2,99.8,100.0,172.0,94.0
THIS,593,19.5,78.0,81.8,140.2,93.5
WEATHER,4352,343.2,390.1,383.0,429.9,104.1
I,1732,0,0,0,0,125.0
DO,234,8.0,47.0,31.0,86.0,94.0
GO,1248,10.3,41.3,52.0,83.0,72.7
TO,343,7.5,54.5,62.0,109.0,101.5
GYM,686,93.7,171.3,161.3,239.0,109.0
AND,312,5.3,31.3,41.3,78.0,83.3
TREK,3214,206.8,277.0,269.2,370.5,132.5
WHENEVER,3853,361.9,405.5,393.2,436.8,81.1
I,156,0,0,0,0,94.0
GET,515,67.7,119.3,114.3,228.7,161.3
THE,312,10.3,26.0,36.3,72.7,83.0
TIME,671,27.5,101.2,105.5,202.8,132.5
TO,218,39.0,39.0,23.5,101.5,140.5
DO,1295,179.5,249.5,257.5,327.5,148.0
SO,842,0.0,62.5,70.0,132.5,132.5
BUT,1139,244.3,275.7,291.0,322.3,78.0
IT,312,0,0,0,0,46.5
BECOMES,1357,238.4,289.6,289.6,358.7,127.1
