word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,4040,0,0,0,0,78.0
THWE,1794,25.0,40.6,37.4,53.0,28.0
E,1029,0,0,0,0,125.0
MAJOR,3229,490.0,564.8,561.6,636.4,93.4
REASON,1092,78.2,145.7,150.8,218.3,85.7
OR,297,8.0,62.0,15.5,85.5,93.5
ME,234,8.0,70.5,47.0,109.5,101.5
CHOOSING,1825,136.6,202.8,206.6,280.5,87.5
UB,827,234.0,273.0,265.5,304.5,70.5
WAS,2418,15.5,33.7,31.2,49.3,33.8
THAT,515,58.5,85.5,62.8,89.8,70.0
I,1076,0,0,0,0,31.0
T,437,0,0,0,0,63.0
OFFERS,2309,76.0,115.0,111.2,150.2,46.9
LOT,2278,88.3,130.0,125.0,166.7,62.7
OF,187,0,0,0,0,31.0
GOOD,577,78.2,121.0,121.0,163.8,62.2
COURSES,1139,78.0,109.1,120.4,169.3,73.4
IN,328,39.0,78.0,78.0,117.0,78.0
COMPUTER,2059,140.2,196.9,195.0,251.6,66.4
SCIENCE,2013,232.2,244.3,235.8,247.9,36.4
STREA,1092,122.0,190.2,187.2,255.4,90.0
M,484,0,0,0,0,78.0
ALS,920,166.3,187.3,187.0,208.0,41.7
O,1248,0,0,0,0,20.7
THE,328,31.0,52.0,52.0,73.0,42.0
FACULTY,1887,182.7,236.1,242.9,309.7,82.4
IS,796,0,0,0,0,20.7
VERY,1357,226.2,288.5,288.8,351.0,78.0
IT,3619,52.0,72.7,73.0,93.7,41.7
IS,187,0,0,0,0,31.0
HIGHLY,1186,176.7,202.7,205.2,231.2,62.5
REPUTED,1716,325.3,349.9,343.3,367.9,60.3
UNIVERSITY,2636,257.6,296.5,296.5,343.2,64.9
AND,328,5.3,20.7,41.7,67.7,73.0
I,1591,0,0,0,0,62.0
N,406,0,0,0,0,63.0
US,780,93.5,124.5,132.5,163.5,70.0
WITH,624,81.8,97.5,117.0,163.8,81.8
EXCELLENT,3759,468.0,479.8,478.3,490.1,39.0
FACULT,2028,173.7,245.1,242.9,314.3,87.0
Y,421,0,0,0,0,46.0
AND,327,10.3,15.7,36.3,62.3,72.7
AND,5211,12.6,3.0,21.8,37.4,50.0
INFRASTRUCTURE,3557,585.1,603.0,609.5,627.4,62.4
THE,1155,213.3,239.3,228.7,254.7,41.3
MOST,718,38.8,105.2,101.2,167.8,82.0
IMPORTANT,1732,173.2,202.9,223.7,256.7,74.7
QUALITY,2980,235.6,271.4,277.7,316.7,51.5
IN,328,39.0,78.0,78.0,117.0,78.0
UNVERSITY,1981,129.9,195.9,195.8,279.1,90.2
IS,234,15.5,85.5,47.0,117.0,101.5
THAT,609,74.2,89.8,70.5,86.0,66.5
PROVIDES,1248,60.4,122.9,122.9,193.1,82.0
STUDENTS,2060,109.2,119.8,111.0,128.4,55.6
GOOD,577,78.0,113.2,101.5,144.2,62.2
WITH,8268,70.0,113.2,128.8,179.5,82.0
GOOD,2808,59.2,96.8,87.4,125.0,53.2
COURSES,1638,205.3,227.3,236.3,276.3,91.3
IN,312,31.0,70.0,70.0,109.0,78.0
THE,344,36.7,57.3,62.7,83.3,46.7
STREAM,1092,70.2,135.2,150.8,236.5,114.3
THET,749,109.0,112.8,113.0,116.8,58.2
Y,998,0,0,0,0,39.0
WANT,702,81.8,121.0,128.5,206.8,101.5
TO,375,70.5,101.5,109.5,140.5,70.0
GRADUATE,1045,142.1,164.0,159.9,185.5,68.4
INIT,7379,3517.5,3525.5,3513.8,3521.8,70.2
QUALITY,1575,111.3,180.6,185.0,267.4,102.4
BUILD,873,65.4,131.0,124.8,190.4,81.2
THEIR,2262,228.0,259.4,251.6,286.8,37.1
KNOWLEDGE,1623,175.1,211.3,209.9,260.1,85.0
