word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,2168,0,0,0,0,125.0
HAVE,858,12.0,50.5,54.8,109.2,82.0
CHOSEN,1732,39.0,93.5,88.5,184.7,114.5
CHOSE,2247,40.6,99.8,93.6,215.2,143.4
UB,624,15.5,78.0,78.0,140.5,125.0
TO,1030,0,0,0,0,46.5
WORK,468,3.8,89.8,78.0,164.0,105.5
STUDY,1779,97.0,162.2,162.2,252.6,112.2
AT,328,46.5,101.5,93.5,148.5,102.0
UB,546,0.0,78.0,62.5,140.5,140.5
BECAUSE,3697,566.8,582.3,574.6,590.2,44.2
IT,187,0,0,0,0,62.0
IS,655,0,0,0,0,39.0
ONE,530,67.7,109.3,114.3,197.3,124.3
OF,1996,5.2,10.5,10.3,26.0,31.2
HE,188,0,0,0,0,62.0
FINEST,951,67.7,132.7,130.0,215.7,101.2
INSTITUTIONS,3681,146.9,135.3,132.7,141.8,59.8
IN,172,0,0,0,0,55.0
US,1201,23.5,78.0,78.0,132.5,109.0
OFTHAT,3541,24.2,21.2,19.9,25.5,31.3
OFFERS,1373,85.8,140.5,140.5,205.5,83.2
COMPUTER,1170,38.9,95.5,87.8,187.1,118.9
SCIENCE,2793,379.0,374.3,390.0,385.3,57.6
FACULTIES,6022,124.8,221.9,218.4,326.0,119.7
ARE,1935,13.3,6.7,15.7,35.7,49.0
GREAT,1919,53.0,134.0,128.0,240.2,134.2
N,265,0,0,0,0,125.0
D,358,0,0,0,0,156.0
EACH,562,27.5,85.8,82.0,140.2,81.8
YEAR,858,27.0,117.0,105.5,218.5,140.5
SIGNIFICANT,8736,349.4,377.5,374.3,402.3,63.3
NUMBER,827,44.2,85.7,80.7,132.5,67.5
OF,219,0,0,0,0,62.5
STUDENTS,1248,146.4,161.9,158.1,173.6,76.1
GET,296,0.0,62.3,31.0,93.3,93.3
PLACED,1217,75.3,127.3,130.0,202.7,90.8
IN,156,0,0,0,0,54.5
THE,811,83.0,124.7,130.0,171.7,88.7
TOP,468,26.0,104.0,72.7,182.0,135.3
COMPANIES,1529,85.0,154.3,154.3,268.6,128.1
EACH,608,46.5,128.8,120.8,203.0,101.8
YEAR,2855,231.2,291.2,291.2,361.5,91.2
ALSO,1232,140.2,218.2,230.2,308.2,113.2
THERE,608,43.8,96.8,87.4,140.4,71.6
ARE,296,21.0,26.0,46.7,93.7,114.7
I,11216,0,0,0,0,15.6
WOULD,562,9.4,68.8,62.4,128.2,81.4
SAY,421,15.7,78.0,78.0,161.0,119.3
I,452,0,0,0,0,109.0
AM,250,0,0,0,0,62.5
VERY,1966,22.3,55.7,51.1,106.9,69.0
MUCH,749,74.0,156.0,156.0,238.0,109.5
SATISFIED,1856,261.8,280.7,280.8,303.2,98.9
WITH,421,8.0,58.5,50.8,101.2,66.0
MY,327,0,0,0,0,54.5
DECISION,3416,169.6,228.2,198.8,265.1,105.2
ND,359,0,0,0,0,70.5
WOULD,452,6.4,62.4,56.2,125.0,84.4
RECOMMEND,1825,192.0,224.7,226.3,259.0,65.4
UB,2465,0.0,41.3,47.0,88.3,88.3
HIGH,921,113.0,90.0,93.2,85.8,89.8
SCHOOL,1778,184.7,262.7,249.5,327.5,93.5
I,484,0,0,0,0,94.0
AM,281,15.5,70.0,78.0,132.5,117.0
PRETTY,983,73.0,122.2,122.3,192.5,85.8
MUCH,578,35.0,109.2,113.2,195.0,113.0
CONFIDENT,1310,232.2,284.2,279.0,334.3,88.2
HAT,343,21.0,36.3,20.7,78.0,99.0
I,499,0,0,0,0,94.0
WOULD,515,15.8,78.0,68.6,143.6,90.6
RECOMMEND,1732,331.2,372.7,381.3,422.8,79.4
UB,999,15.5,101.5,70.0,156.0,140.5
TO,234,23.5,70.5,62.5,109.5,86.0
HIGH,858,89.8,82.0,93.5,85.8,70.2
SCHOOL,1591,83.2,135.2,130.0,197.7,80.7
RADUATES,2168,185.2,241.9,239.9,296.5,95.8
EMPLOYEES,1544,213.2,256.4,258.3,301.6,78.1
BECAUSE,3151,759.2,804.4,788.6,833.8,76.2
IT,156,0,0,0,0,62.5
IS,265,0,0,0,0,54.5
THE,265,15.7,52.0,46.7,83.0,67.3
PLACE,2215,158.1,207.1,205.0,254.0,62.4
WHERE,1248,168.4,227.6,205.8,265.0,74.8
YOU,437,41.7,78.0,67.7,156.0,124.7
THERE,1919,87.2,106.0,106.0,143.6,96.8
ARE,344,0,0,0,0,73.0
PLENTY,1045,57.2,140.3,148.2,236.7,109.3
OF,234,0,0,0,0,62.5
OPPORTUNITIESW,4228,331.6,350.0,351.0,373.3,52.5
O,171,0,0,0,0,110.0
NURTURE,2371,225.0,260.7,254.0,289.7,78.0
OURSELVES,1497,216.8,220.1,225.3,249.6,81.4
IN,842,62.0,109.0,109.0,156.0,94.0
MY,515,117.0,171.5,164.0,218.5,101.5
VIEW,655,23.2,93.5,101.5,202.8,132.5
THE,6287,9.4,28.2,28.0,46.8,37.4
MOST,436,23.5,70.2,66.2,136.5,93.5
IMPORTAN,1435,70.2,144.2,146.2,251.5,122.9
QUALITY,1264,31.3,104.9,113.7,196.4,105.0
IN,5569,21.0,36.3,20.7,78.0,99.0
UNIVERSITY,3057,461.6,513.5,516.0,567.9,79.2
IS,187,0,0,0,0,47.0
THE,234,10.3,46.7,31.0,67.3,57.0
DIVERSITY,1388,254.9,296.4,296.3,351.9,91.9
OF,172,0,0,0,0,54.5
COURSEWORK,1467,383.6,391.5,413.3,433.6,90.3
N,266,0,0,0,0,125.0
D,1514,0,0,0,0,140.0
UB,577,46.5,132.5,101.0,187.0,140.5
OFFERS,967,65.2,132.7,127.5,215.7,106.3
SUCH,484,15.2,97.5,97.5,179.8,105.8
DIVERSITY,2043,244.3,296.4,292.8,362.2,103.9
OVER,453,3.8,81.8,58.5,136.5,105.5
YEARS,2028,185.2,236.0,235.9,302.4,80.1
I,18798,0,0,0,0,109.0
N,1248,0,0,0,0,54.5
MY,297,0,0,0,0,39.0
VIEW,546,31.2,81.8,78.0,175.5,124.8
THE,1029,5.0,41.3,36.3,72.7,67.7
MOST,390,23.5,58.5,58.5,125.0,94.0
IMPORTANT,1685,45.3,92.1,96.7,168.5,85.8
QUALITY,1857,153.7,247.4,247.4,350.0,120.4
IN,281,0,0,0,0,54.5
UNIVERITY,4789,523.8,575.8,569.4,621.4,72.8
IS,171,0,0,0,0,70.0
HE,218,0,0,0,0,70.0
DIVERSITY,1420,216.4,245.9,254.8,305.1,95.4
OF,172,0,0,0,0,62.5
COURSEWORK,2122,756.6,786.3,792.5,822.2,89.0
AND,343,26.0,67.7,52.0,93.7,67.7
UB,530,39.0,109.0,101.5,171.5,132.5
OFFERS,2059,67.5,114.3,106.5,179.3,85.8
SUCH,562,23.2,101.2,101.5,179.5,101.5
IVERSITY,1061,142.2,163.8,161.9,202.9,78.1
OVER,734,86.0,148.2,140.5,202.8,93.5
YEARS,2761,150.1,181.4,181.2,232.0,64.4
WSSSDURING,52697,4031.1,4088.8,4088.7,4168.4,93.7
MY,327,54.5,109.0,109.0,163.5,109.0
FREE,1965,11.1,26.7,29.0,44.6,33.4
IME,375,36.3,57.3,57.3,151.0,135.3
I,390,0,0,0,0,125.0
LISTEN,827,26.2,106.5,109.3,215.7,129.8
O,125,0,0,0,0,109.0
INDIAN,1060,268.0,288.8,288.8,309.7,67.7
MUSIC,749,53.0,124.8,118.6,208.8,108.8
PLAY,639,58.5,140.2,117.0,198.8,89.5
GAMES,733,44.0,103.0,102.8,199.4,115.2
AND,358,15.7,47.0,57.0,88.3,72.7
TEX,656,78.0,109.3,114.7,198.0,135.3
FRIENDS,1139,53.6,136.0,138.1,242.9,122.6
ALSO,999,46.8,124.8,128.8,206.8,109.2
AM,780,21.0,47.0,57.3,83.3,62.3
I,110,0,0,0,0,110.0
LIKE,577,23.5,78.0,78.0,140.5,93.8
TO,234,8.0,62.5,62.5,117.0,109.0
WATCH,2793,120.9,165.8,173.5,218.4,62.4
MOVIES,748,36.2,88.5,85.7,169.0,104.0
WITH,609,39.0,121.0,113.2,195.2,101.5
IN,2340,0,0,0,0,36.3
THEATRE,1482,323.1,323.1,320.9,320.9,84.7
ITH,530,41.7,114.3,114.7,187.3,104.0
MY,359,0,0,0,0,54.5
FRIENDS,1108,44.6,136.0,133.7,234.0,115.9
DURING,1373,27.5,60.5,56.5,105.2,62.4
WEEKENDS,1794,96.7,117.0,116.9,152.8,64.0
I,6739,0,0,0,0,93.0
OULD,436,23.5,58.5,62.5,121.0,89.8
GO,234,0,0,0,0,70.0
TO,234,0.0,54.5,62.5,117.0,117.0
GYM,1357,78.0,145.7,150.7,218.3,104.0
DURING,609,33.8,75.3,72.8,140.3,88.3
WEEKDAY,2340,204.7,289.7,283.0,368.0,98.4
S,1965,0,0,0,0,54.5
ND,297,0,0,0,0,62.5
PLAY,1778,193.9,238.4,236.1,285.0,62.1
CRICKET,2122,253.4,290.5,282.8,327.6,84.0
BASKETS,1950,254.8,282.4,294.6,336.2,77.9
VIDEO,2699,265.1,317.9,319.9,380.4,76.1
BALL,1248,93.8,144.2,164.0,214.5,85.8
AND,483,26.0,73.0,83.0,130.0,104.0
BADMINTON,3042,251.1,321.3,301.0,371.2,92.0
ON,156,0,0,0,0,54.5
WEEKENDS,1295,187.1,220.4,220.4,269.1,87.8
CITY,2278,46.8,124.8,136.5,214.5,113.2
OF,172,0,0,0,0,54.5
BUFBUFFALO,6068,173.6,198.9,200.8,226.2,33.1
CITY,468,4.0,50.8,54.5,101.2,70.0
HOLD,811,47.0,136.5,132.5,222.0,116.8
MANY,624,42.8,117.0,121.0,202.8,113.0
ACTIVITIES,3182,497.8,539.0,531.7,581.5,76.5
HAS,3479,21.0,41.7,15.3,78.0,99.0
MANY,577,42.8,117.0,113.0,194.8,105.0
PLACES,920,69.8,127.3,130.0,213.2,101.3
OF,203,0,0,0,0,62.5
INTEREST,1232,271.0,278.8,271.1,294.4,97.4
AND,375,15.7,57.3,57.3,99.0,83.3
MY,359,78.0,117.0,125.0,164.0,86.0
PERSON,1061,88.5,137.8,140.3,216.0,96.5
AL,546,8.0,39.0,62.5,109.5,117.5
PREFERENCE,4461,234.0,248.5,255.2,269.7,45.7
WOULD,2012,293.2,380.8,374.4,474.0,118.2
BE,234,0,0,0,0,39.0
SHOPPING,1170,76.2,132.6,126.8,214.6,99.6
IN,203,23.5,39.0,31.5,94.0,117.5
TOPSA,951,59.4,140.4,143.6,249.8,134.4
AND,343,20.7,52.0,62.3,93.7,73.0
WALMART,1997,298.6,347.7,336.6,385.7,91.3
LPREDILECTION,15178,682.6,702.0,703.0,728.5,61.5
INDEED,2886,187.2,210.5,197.7,221.0,72.8
HERE,530,89.5,93.5,85.8,120.8,97.2
IS,234,0,0,0,0,62.5
A,374,0,0,0,0,140.0
GOOD,593,42.8,70.2,66.2,93.8,51.0
BALANCE,1076,106.9,138.3,146.9,178.3,87.1
OF,234,0,0,0,0,62.5
INDOOR,1077,88.3,117.0,124.8,184.5,85.7
AN,296,23.5,86.0,70.0,132.5,109.0
OUTDOOR,1685,260.6,271.7,278.4,289.6,58.0
ACTIVIES,1357,142.4,191.1,191.1,251.6,103.4
TIES,1389,25.2,78.0,81.2,140.4,78.0
IN,140,0,0,0,0,54.5
BUFFALO,4758,312.2,352.3,356.2,396.3,50.5
IF,624,0,0,0,0,47.0
WERE,499,50.8,74.2,85.8,109.2,58.5
GIVEN,827,65.4,134.2,140.4,228.0,112.6
CHANCE,1529,189.4,198.3,200.6,209.4,49.1
TO,218,0,0,0,0,54.5
CHANG,780,15.8,93.6,103.0,187.2,115.4
SOMETHING,936,22.6,88.4,84.9,181.9,107.3
IN,109,0,0,0,0,46.5
BUFFALO,1888,51.1,109.3,111.4,169.6,73.7
THAT,952,19.5,19.5,0.0,39.0,58.5
COULD,468,25.0,56.2,62.4,124.8,87.4
INCREASE,1045,126.5,163.8,160.0,224.2,120.8
SOCIAL,1014,51.8,148.3,145.5,242.0,112.0
ACTIVITIES,2340,375.7,412.6,412.7,455.3,68.2
I,156,0,0,0,0,110.0
WOULD,593,31.2,96.6,87.4,171.2,99.4
CONDUCT,2621,112.7,119.7,126.6,147.3,64.0
MAN,562,5.0,62.7,78.0,135.7,94.0
Y,436,0,0,0,0,110.0
SOCIAL,1123,72.8,166.5,169.0,262.7,111.8
EVENTS,951,91.0,124.8,119.5,153.3,91.0
FEAUTURING,3308,317.6,362.9,363.1,425.5,95.1
TURING,2262,46.8,96.3,91.0,166.5,93.7
SINGERS,967,135.9,142.9,142.6,198.4,95.9
CTORS,1514,102.8,174.8,174.6,259.0,106.2
ETC,718,62.3,104.0,130.0,203.0,140.7
CELEBRITIES,5023,635.4,672.3,668.0,704.9,86.5
LIKE,452,15.5,82.0,74.0,140.5,93.8
STH,69420,14695.3,14763.0,14794.0,14861.7,140.3
SCENE,1544,184.8,221.0,221.0,257.2,56.8
LOOKS,827,68.6,121.6,109.2,162.2,71.8
MORE,281,11.5,27.5,23.5,62.5,74.0
LIST,390,27.2,31.2,54.8,113.2,101.5
KE,780,0,0,0,0,54.5
CARNIVAL,2090,433.1,491.5,499.2,557.6,114.8
PEOPLE,3573,190.0,213.2,216.0,239.2,96.0
ARE,250,0,0,0,0,52.0
HAVING,593,28.8,75.3,70.2,163.7,117.0
FUND,514,35.2,97.5,105.2,183.0,105.0
ITH,343,5.0,36.3,36.3,67.7,62.7
THEIR,1560,78.0,148.3,145.5,221.2,91.2
BELOVED,1591,382.2,396.0,395.9,409.6,54.6
ONES,2169,54.8,74.2,78.0,168.0,121.2
ND,250,0,0,0,0,54.5
HAVING,655,26.0,80.5,75.3,166.5,112.0
