word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,1638,85.5,124.5,148.0,187.0,101.5
DECISION,1482,134.8,175.6,185.4,230.0,79.9
TO,374,8.0,47.0,54.5,93.5,85.5
CHOOSE,1030,88.5,150.8,156.0,218.3,80.5
UB,640,70.5,109.5,109.5,148.5,78.0
WAS,577,83.0,135.3,150.7,203.0,88.7
MAINLY,1311,117.0,176.8,179.5,239.3,72.8
BECAUSE,1498,361.0,403.3,398.9,441.1,75.7
I,375,0,0,0,0,78.0
FOUND,2558,80.7,130.0,130.0,179.3,62.3
A,93,0,0,0,0,78.0
LOT,437,31.3,57.3,57.3,83.3,52.0
OF,468,0,0,0,0,39.0
PEOPLE,2715,298.7,312.1,309.9,323.3,46.9
ACTIVE,2855,119.3,189.7,189.7,260.0,83.3
RESEARCHERS,2090,191.4,197.0,207.0,212.6,52.5
AND,437,57.3,109.3,114.7,166.7,83.3
RESEARCH,1560,161.9,175.5,181.4,195.0,68.2
GROUPS,1108,90.8,161.2,161.2,231.5,86.0
IN,390,62.5,93.5,101.5,132.5,70.0
TH,1233,421.0,460.0,468.0,507.0,86.0
E,468,0,0,0,0,93.0
AREA,718,144.2,156.0,128.5,140.2,74.0
THAT,671,74.0,78.0,81.8,85.8,66.0
I,374,0,0,0,0,78.0
WANT,858,81.8,136.5,144.5,199.2,78.2
TO,359,23.5,62.5,62.5,101.5,78.0
PURSUE,1311,351.2,379.7,387.7,416.2,72.8
MY,500,94.0,125.0,133.0,164.0,70.0
INTERESTS,3323,430.5,414.9,416.5,400.9,35.8
IN,562,78.0,109.0,125.0,156.0,78.0
LOW,1233,99.0,156.0,161.0,218.0,88.0
TUITION,1139,153.7,176.0,173.7,196.0,58.0
FEES,1217,222.2,265.2,265.2,308.2,66.5
ALSO,1342,124.8,179.2,183.2,245.8,86.0
ADDED,967,202.8,202.8,209.0,209.0,53.0
AN,312,8.0,47.0,39.0,78.0,70.0
ADVANTAGE,1607,197.7,223.8,221.9,248.0,60.7
OVER,717,85.8,148.2,156.0,218.5,85.8
OTHER,858,71.8,118.6,115.4,168.6,68.8
UNIVERSITIES,2558,534.4,542.1,537.1,544.8,58.7
THE,16380,88.0,145.3,156.0,213.3,94.0
COURSE,1311,93.5,166.3,169.0,241.8,91.2
STRUCTURE,1779,334.7,334.6,348.4,348.3,64.2
ISNT,1201,27.5,70.2,70.2,113.0,66.0
TOO,546,83.3,109.3,109.3,135.3,52.0
RIGID,967,93.6,93.6,96.8,96.8,50.0
AND,437,36.3,88.3,93.7,145.7,88.7
OFFERS,1232,127.2,182.0,179.3,234.2,67.8
FLEXIBILITY,2839,641.1,665.2,662.5,686.5,62.5
T,343,0,0,0,0,94.0
THE,406,10.3,31.3,41.7,62.7,52.3
O,1810,0,0,0,0,78.0
THE,437,57.3,109.0,109.3,161.0,83.0
STUDENTS,1997,138.5,132.6,140.4,150.2,68.2
THE,671,62.3,135.0,124.7,197.3,104.0
MAIN,734,58.5,109.2,109.2,175.5,85.8
INPORTANT,2059,443.9,456.1,462.9,475.1,62.4
QUALITY,1310,82.6,147.1,151.6,216.1,77.9
OF,374,0,0,0,0,46.5
UB,546,78.0,117.0,117.0,156.0,78.0
UB,656,78.0,117.0,117.0,156.0,78.0
THAT,686,78.0,74.0,85.8,81.8,70.0
I,374,0,0,0,0,78.0
CAN,483,36.3,104.0,98.7,166.3,88.3
THINK,998,78.2,146.6,152.8,221.2,90.2
OF,249,23.5,62.5,54.5,93.5,70.0
CURRENTLY,3962,351.8,419.6,421.1,488.9,81.6
IS,280,15.5,70.0,54.5,109.0,93.5
WHICI,31278,5140.2,5168.7,5168.8,5197.3,44.2
WOULD,842,68.6,134.2,143.4,215.4,100.0
SURELY,1326,106.8,176.8,176.8,246.8,85.5
RECOMMEND,3198,350.3,373.0,372.9,395.6,46.8
UB,1123,78.0,117.0,125.0,164.0,86.0
TO,344,8.0,31.0,39.0,78.0,86.0
GRADUATES,1545,188.9,235.7,228.8,279.1,81.7
ANS,359,36.0,73.0,88.3,135.3,83.3
D,1092,0,0,0,0,94.0
EMPLOYESS,2402,299.9,336.3,331.1,367.6,60.6
AS,312,62.5,93.5,101.5,132.5,70.0
I,343,0,0,0,0,63.0
HAVE,530,39.2,113.0,101.5,175.2,93.2
NO,452,78.0,117.0,117.0,156.0,78.0
IDEA,749,93.5,159.8,156.0,222.2,85.8
ABOUT,858,90.6,146.6,149.8,212.2,81.2
THE,468,5.3,31.3,46.7,72.7,67.3
UNDERGRADUATE,3931,861.5,873.5,876.0,888.0,56.6
SCHOOL,3401,111.7,166.5,174.2,229.0,73.0
I,343,0,0,0,0,78.0
CANT,1794,195.2,238.0,238.0,280.8,62.2
SAY,561,52.3,109.3,104.0,161.0,77.7
MUCH,2433,51.8,93.5,96.2,137.8,54.7
ABOUT,3105,370.0,430.1,419.0,479.1,73.6
IT,624,39.0,78.0,86.0,125.0,86.0
I,390,0,0,0,0,78.0
WOULD,811,68.6,140.4,143.4,215.2,93.6
LIKE,639,66.5,128.8,128.8,191.0,85.5
TO,343,7.5,39.0,54.5,86.0,78.5
LEANR,842,68.8,149.8,143.6,224.6,93.4
RN,1513,8.0,47.0,47.0,86.0,78.0
OR,265,39.0,78.0,78.0,117.0,78.0
PRACTICE,1888,351.0,392.0,388.0,429.0,66.2
DIFFERENT,1591,175.1,214.9,209.8,249.6,69.2
FORMS,843,72.0,146.8,146.6,221.4,96.6
OF,280,23.0,70.0,62.0,109.0,86.0
DANCE,1014,106.4,177.8,177.8,255.6,99.6
DURING,936,60.2,101.3,111.8,174.3,86.0
MY,514,101.0,140.0,140.0,179.0,78.0
SPARE,843,56.2,131.0,134.2,209.0,99.8
TIME,12558,50.5,120.8,117.0,187.2,93.8
