word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,145626,0,0,0,0,156.0
I,4415,0,0,0,0,109.0
CAME,1887,273.0,401.8,393.8,522.5,167.8
TO,437,23.5,70.5,93.5,140.5,117.0
UB,1139,265.5,312.0,320.0,366.5,101.0
TO,468,15.5,93.5,93.5,171.5,156.0
GET,858,93.3,171.3,187.0,265.0,119.7
A,312,0,0,0,0,140.0
GRADUATE,3635,325.6,370.5,384.1,429.0,99.5
GET,562,10.3,109.3,104.0,203.0,135.3
A,484,0,0,0,0,172.0
PERSURE,2980,205.1,238.6,218.4,251.9,86.9
LEARN,6162,271.6,408.8,405.6,542.8,171.4
SOME,1155,112.8,226.0,222.5,358.8,183.2
MORE,9813,58.8,136.5,124.8,257.5,171.8
ABOUT,1825,230.6,318.2,327.6,415.2,122.0
COMPUTER,1809,105.2,195.0,198.9,296.4,117.0
SCIENCE,1404,428.0,439.1,421.3,432.4,89.1
AND,452,0.0,41.3,52.0,93.3,93.3
TO,483,39.0,86.0,124.5,171.5,132.5
GET,717,41.7,130.0,130.0,218.3,119.3
THE,561,41.3,78.0,83.0,119.7,78.3
OPPOTUNITY,5866,1110.5,1134.0,1123.1,1146.6,64.0
CHANCE,1076,132.7,143.0,150.8,176.8,90.8
TO,562,70.5,179.5,148.5,257.5,187.0
WORK,1186,124.8,222.2,241.8,339.2,140.5
IN,1997,31.0,62.3,57.0,88.3,57.3
US,1467,117.0,163.5,164.0,210.5,93.5
YES,1981,119.3,218.3,182.0,281.0,125.0
I,406,0,0,0,0,93.0
I,8674,0,0,0,0,27.2
HAVE,702,42.8,148.0,132.5,237.8,128.8
TO,453,62.5,132.5,125.0,195.0,132.5
COME,21497,252.6,374.4,365.0,486.8,153.0
LIKE,10733,50.8,156.0,136.5,241.8,132.5
UB,702,62.5,109.0,109.5,156.0,93.5
AND,717,57.0,171.7,182.0,296.7,177.0
BUFFALO,2527,173.6,267.4,274.1,368.0,114.0
F,405,0,0,0,0,125.0
FAMUS,3120,355.4,474.4,477.4,596.4,150.2
OS,1373,0.0,62.5,46.5,109.0,109.0
US,1420,8.0,62.5,55.0,109.5,101.5
NAME,1810,31.2,93.5,93.5,187.2,125.0
AND,608,15.7,119.7,119.7,223.7,156.0
TEATHING,3011,468.1,526.5,524.5,582.9,103.2
TEACHING,11497,369.5,435.6,440.4,506.5,78.1
QUALITY,4727,256.3,387.9,401.1,532.7,158.3
YES,3760,308.8,368.2,358.8,418.2,84.4
UB,655,55.0,109.5,101.5,156.0,101.0
B,1201,0,0,0,0,109.0
HAS,998,135.3,254.7,234.0,353.3,171.3
GOOD,1826,234.0,308.2,292.5,366.8,105.5
TEACHINGQUALITY,4883,1161.7,1203.1,1199.1,1240.5,97.7
A,2964,0,0,0,0,188.0
ND,2262,39.0,109.5,101.0,171.5,132.5
THE,1092,182.3,286.0,281.0,384.7,155.7
LIFE,3931,118.6,206.0,193.4,280.8,112.2
EXPENSE,2309,260.7,287.7,296.3,323.3,82.7
IS,406,0.0,86.0,78.0,164.0,164.0
OK,1279,31.0,101.5,101.5,172.0,141.0
LOW,2153,52.0,130.0,114.7,192.7,114.7
LISTEN,5008,421.3,485.3,488.9,552.9,77.9
TO,10436,101.5,187.0,179.5,265.0,163.5
MUSIC,1232,93.6,190.2,187.2,283.8,121.6
AND,764,93.3,192.3,192.3,291.3,151.0
SEE,812,109.3,151.0,151.0,192.7,83.3
FILMS,2527,137.2,234.0,231.0,327.8,125.0
YES,1856,130.0,260.0,223.7,353.7,161.3
YES,858,62.3,109.3,88.3,135.3,73.0
I,390,0,0,0,0,78.0
LIKE,686,58.5,132.5,120.8,210.8,117.2
ART,13774,28.7,44.2,41.7,57.2,28.5
PLAYING,3369,278.8,368.5,372.4,462.1,103.4
SOCCOR,2464,345.8,377.0,371.8,403.0,99.0
OR,3229,47.0,101.5,86.0,140.5,93.5
UCOR,3728,70.0,156.0,152.0,238.0,105.5
COR,1856,67.3,135.3,145.3,213.3,114.7
FOOTBALL,4914,210.5,273.0,278.9,341.4,78.1
BUT,1139,99.3,187.3,182.0,270.0,129.3
UT,1373,78.0,133.0,117.0,172.0,94.0
I,359,0,0,0,0,109.0
AM,780,117.0,179.5,203.0,265.5,148.5
BUSY,890,89.8,175.5,183.5,269.2,113.2
WITHMY,4711,213.2,296.3,314.5,397.7,114.3
WORK,5834,69.0,113.7,127.0,171.7,71.4
SO,780,23.0,70.0,109.0,156.0,133.0
HAVE,967,117.0,206.8,195.0,284.8,109.2
LEE,920,104.0,145.7,150.7,192.3,88.3
SSTIME,2325,135.2,210.5,202.7,278.0,93.5
TO,1904,54.5,93.5,125.0,164.0,109.5
PLAY,1154,54.2,136.5,140.2,238.0,125.0
YES,998,109.0,182.0,176.7,249.7,114.7
THERE,3027,352.1,394.6,387.9,448.0,75.7
IS,452,23.5,117.0,93.5,187.0,163.5
MANY,874,62.8,124.8,132.8,218.2,116.8
ART,1451,327.7,405.7,426.3,504.3,124.7
ACTIVITIS,3307,466.2,511.3,513.1,558.2,90.2
TIES,11154,101.5,183.2,179.5,261.2,113.0
IN,390,54.5,101.0,101.5,148.0,93.5
FUBUFFALO,7738,99.4,151.8,154.6,207.1,62.4
UT,624,132.5,210.5,203.0,281.0,148.5
I,297,0,0,0,0,78.0
HAVE,561,31.2,89.5,85.8,144.0,77.8
MO,577,70.0,124.5,124.5,179.0,109.0
NO,1497,31.0,86.0,70.0,125.0,94.0
TIME,2184,409.5,503.2,491.2,585.0,124.8
TO,593,15.5,85.5,86.0,156.0,140.5
JOIN,1388,234.0,296.5,296.2,358.8,85.8
IN,905,31.0,78.0,62.5,109.5,78.5
THIS,967,62.5,160.0,148.0,245.5,128.5
PICTURE,1950,167.0,254.0,251.9,361.1,131.6
DESCRIB,9142,1165.4,1270.3,1274.9,1379.7,122.7
E,483,0,0,0,0,140.0
AOME,873,43.0,124.8,136.5,218.2,128.5
SOME,1872,51.0,144.2,148.2,241.5,128.2
ACTIVITIES,4400,520.5,554.5,564.5,598.5,68.1
IN,421,54.5,101.5,101.5,148.5,94.0
ON,1373,70.5,109.5,117.0,156.0,85.5
A,2543,0,0,0,0,109.0
SEA,1950,78.0,166.3,156.0,244.3,124.7
THERE,2355,166.5,192.5,163.8,200.2,106.5
IS,297,7.5,78.0,78.0,148.5,141.0
A,406,0,0,0,0,187.0
BIG,968,78.0,156.0,151.0,229.0,114.7
TRAVALLING,2511,230.8,283.9,274.6,327.7,82.8
ING,2777,52.0,125.0,114.3,187.3,93.7
SHIP,4149,66.2,156.0,163.8,261.5,140.8
STOPED,6365,881.2,998.3,1006.2,1123.3,145.8
P,3947,0,0,0,0,47.0
ED,1077,54.5,109.0,101.5,156.0,101.5
IN,780,117.0,195.0,187.0,265.0,148.0
TH,390,8.0,54.5,70.0,132.5,140.5
E,390,0,0,0,0,140.0
BAY,1124,15.7,73.0,88.7,166.7,119.7
