word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
YES,1654,114.7,166.7,166.7,218.7,78.0
I,421,0,0,0,0,78.0
AM,265,23.5,78.0,62.5,117.0,93.5
SATISFIED,7270,922.1,934.2,942.9,955.0,58.8
WITH,749,89.8,152.0,148.2,210.5,78.0
YES,2216,525.3,587.7,582.3,644.7,93.3
I,530,0,0,0,0,78.0
WOULD,1482,193.4,262.2,262.0,330.8,87.4
RECOMMEND,2808,693.3,727.9,731.4,766.0,64.1
UD,1029,164.0,203.0,203.0,242.0,78.0
B,749,0,0,0,0,109.0
TO,343,31.0,70.0,70.0,109.0,78.0
HIGH,1841,160.0,163.8,152.2,156.0,82.0
SCHOOL,2621,137.8,192.3,192.5,247.0,70.2
GRADUATES,3385,239.3,284.2,286.0,330.9,77.8
EMPLOYEES,16973,279.3,324.2,319.0,363.9,67.3
I,8408,0,0,0,0,93.0
CHOSE,1108,125.0,199.6,196.6,271.2,90.2
TO,686,148.0,187.0,187.0,226.0,78.0
COME,608,58.5,117.0,117.0,175.5,78.0
TO,375,54.5,93.5,86.0,125.0,70.5
ZUB,874,93.7,145.7,130.0,182.0,62.3
UB,2449,70.0,109.0,117.0,156.0,86.0
TO,406,55.0,94.0,94.0,133.0,78.0
LEARN,3260,327.4,383.6,386.8,443.0,75.0
MY,2808,85.5,117.0,140.0,171.5,86.0
DECISION,1607,177.6,206.8,214.6,243.8,66.2
TO,1061,367.0,413.5,413.5,460.0,93.0
COME,640,66.2,128.8,124.8,187.2,82.0
TO,359,46.5,85.5,78.0,117.0,70.5
UBI,14508,4191.0,4248.3,4253.7,4311.0,94.0
THINK,3245,332.8,395.2,397.8,460.2,75.3
ANY,733,99.0,156.0,161.3,218.3,88.3
IDEAL,1045,84.0,165.4,162.2,243.6,97.0
UNIVERSITY,3994,650.4,706.7,700.5,756.8,76.5
SHOULD,1420,148.0,215.7,213.2,280.8,78.2
EDUCATE,1576,280.7,312.1,309.7,341.1,60.3
STUDENTS,23462,167.8,179.4,179.4,191.0,64.4
IT,1077,164.0,203.0,203.0,242.0,78.0
PROVIDE,1497,98.0,169.3,169.3,240.6,82.4
S,405,0,0,0,0,94.0
GOOD,734,117.0,152.0,148.2,183.2,50.8
EDUCATION,1888,119.7,190.7,192.4,263.4,79.7
AT,406,31.0,78.0,78.0,125.0,94.0
AN,265,23.5,70.0,62.5,109.0,85.5
AFFORDABLE,3463,477.4,519.4,517.8,559.8,67.0
COST,1513,144.0,210.5,210.5,277.0,86.0
FOR,561,73.0,125.0,130.0,182.0,83.0
LIFE,4118,163.8,222.2,222.2,280.8,78.0
ABOUT,1357,177.8,237.2,240.2,299.6,75.0
LIFE,1419,117.0,175.5,171.5,230.0,74.0
I,421,0,0,0,0,78.0
PLAY,733,70.0,121.0,120.8,171.8,66.5
AND,515,67.7,119.7,119.7,171.7,78.0
FOLLOW,2090,377.0,390.0,390.0,403.0,52.0
SOCCER,3167,140.4,185.0,185.0,229.6,58.0
CRICKET,2777,222.9,256.3,260.6,294.0,71.1
TENNIS,2574,176.8,228.8,234.0,286.0,67.5
MANY,749,39.2,105.5,109.2,175.5,93.5
SPORTS,1232,236.8,265.2,260.0,288.3,70.0
LIKE,5101,54.8,113.0,113.0,171.2,77.8
I,702,0,0,0,0,78.0
WOULD,1076,118.6,184.0,190.4,255.8,84.2
LOVE,3837,168.8,205.3,205.3,241.8,49.5
TO,421,46.5,85.5,85.5,124.5,78.0
GO,842,265.0,304.0,304.0,343.0,78.0
TREKKING,2137,117.0,171.6,171.6,226.2,64.4
