word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,390,0,0,0,0,62.0
CHOSE,702,56.0,109.2,118.6,184.2,90.6
UB,655,70.0,101.5,101.0,132.5,62.5
BECAUSE,2168,423.3,452.3,467.9,496.9,78.0
OF,421,86.0,140.5,125.0,179.5,93.5
THE,327,15.7,72.7,78.0,135.0,93.3
RANGE,733,56.0,118.6,124.8,206.2,106.4
OF,390,47.0,93.5,78.0,124.5,77.5
COURSEWORKS,1887,421.2,453.9,440.9,473.6,70.8
THAT,1029,183.2,218.5,179.2,214.5,85.8
ARE,562,0.0,93.7,114.3,208.0,145.7
OFFERED,1466,171.6,198.4,193.9,220.7,75.7
AND,343,10.3,67.7,83.0,140.3,98.7
VARIOUSTHE,6584,210.5,291.7,293.3,380.7,98.3
FACULTY,1903,151.4,225.0,231.7,305.3,87.0
WHO,483,10.3,83.0,93.7,166.3,114.3
ARE,390,26.0,62.3,88.3,176.7,150.7
TEACHING,1076,52.6,117.0,122.8,218.1,110.9
THEM,2933,20.1,55.7,58.0,93.6,49.0
THE,827,67.7,119.7,125.0,177.0,83.3
MOST,2605,390.0,460.2,468.0,538.2,97.5
IMPORTANT,1732,178.6,230.7,230.4,286.1,88.4
QUALITYT,1529,167.5,206.8,212.5,267.2,86.0
O,2824,0,0,0,0,15.8
F,281,0,0,0,0,94.0
THE,375,36.7,88.3,88.7,140.3,83.0
UNIVERSITY,2839,407.2,457.1,461.9,521.2,90.6
IS,6271,288.5,335.5,327.5,374.5,86.0
THE,437,20.7,83.3,93.7,156.3,104.3
HAVING,1373,137.8,210.7,205.5,309.3,116.8
GOOD,1295,245.8,288.5,292.5,335.2,66.2
RESEARCH,2075,282.8,290.6,294.4,302.2,78.1
OPTIONS,1887,115.7,164.9,153.7,216.3,104.9
YE,764,62.5,132.5,86.0,156.0,93.5
S,374,0,0,0,0,93.0
I,234,0,0,0,0,62.0
WOULD,2372,265.3,303.1,305.4,343.3,51.3
RECOMMEND,2090,435.0,478.2,480.1,523.3,86.6
UB,968,23.0,31.5,70.5,125.0,148.0
TO,218,15.5,62.5,54.5,101.5,86.0
HIGH,1357,124.8,120.8,132.8,128.8,81.8
SCHOOL,1950,208.2,275.7,283.3,350.8,88.2
GRADUATES,3916,412.3,466.2,460.9,521.7,97.1
EMPLOYESS,4852,744.6,758.8,755.9,770.1,38.4
ES,796,55.0,94.0,101.5,140.5,85.5
BECAUSE,1747,421.3,454.7,461.3,494.7,80.3
THE,3697,759.3,842.3,832.0,915.0,124.7
GRADUATE,1841,278.8,335.4,319.9,384.2,101.4
STUGRADUATE,6115,754.0,772.2,759.2,777.4,75.4
DEGREE,1529,346.0,361.5,366.8,382.3,65.0
FROM,390,23.2,58.5,70.2,152.0,116.8
UB,2075,23.5,39.0,54.5,117.0,140.5
IS,468,101.5,156.0,132.5,187.0,85.5
VERY,655,39.2,113.0,121.0,210.8,121.0
