word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,531,0,0,0,0,46.5
FAVORITE,3744,339.4,442.6,436.8,563.5,144.2
CLASS,843,28.0,62.4,59.4,125.0,100.0
IN,312,0,0,0,0,93.5
COLLGHE,1139,95.7,127.1,138.1,187.3,73.6
IS,203,0,0,0,0,78.0
EGE,3151,0,0,0,0,41.7
IS,188,0,0,0,0,55.0
COMPUTER,4337,45.5,110.6,107.7,178.6,86.5
SECURITY,1809,52.6,152.1,150.2,249.8,117.1
AND,531,36.0,114.3,125.0,213.3,151.0
THE,3760,0,0,0,0,13.6
REASON,874,57.3,101.3,93.7,210.7,135.2
BEING,811,34.2,112.4,109.2,199.8,112.4
THAT,421,15.8,27.2,7.8,50.8,66.5
IT,874,0,0,0,0,31.5
IS,219,0,0,0,0,54.5
THE,328,41.7,78.0,67.7,104.0,62.3
MOST,514,23.2,81.8,66.2,140.2,101.2
PRACTICAL,1497,230.6,235.8,221.8,244.6,92.1
SUBJECT,2278,73.6,158.3,176.1,265.4,118.3
SECURITY,1684,46.6,136.5,136.5,234.1,113.1
IS,359,0,0,0,0,78.0
ALWAYS,1638,273.2,304.3,299.0,330.2,111.7
A,187,0,0,0,0,156.0
CONCERN,2870,102.2,114.3,112.8,135.3,64.1
ND,156,0,0,0,0,70.5
WILL,562,4.0,27.5,43.0,66.5,62.5
LSO,452,0.0,57.0,36.7,93.7,93.7
BE,327,7.5,62.5,62.0,117.0,109.5
IN,281,0,0,0,0,62.5
FUTURE,2372,214.9,246.1,241.0,272.2,45.1
AS,359,0,0,0,0,109.5
WELL,1513,156.0,206.8,237.8,304.0,120.8
THIS,1217,121.0,175.5,171.8,226.2,82.0
SUBJECT,2309,73.6,167.1,176.1,269.7,118.1
GIVES,889,53.2,103.0,106.0,168.6,84.4
US,202,0,0,0,0,62.0
THE,421,46.7,83.0,78.0,114.3,67.7
KNOWLOEDGE,2808,421.1,439.8,470.9,489.6,88.9
DGE,2012,88.3,145.3,150.7,218.3,109.3
BASE,827,35.0,152.2,144.2,269.5,152.5
REQUIRED,2418,181.4,204.6,216.4,255.4,99.5
FOR,312,5.3,41.7,41.7,78.0,72.7
FURTHER,1263,78.0,149.3,140.4,211.7,93.6
ENCHANCEMENTS,2839,175.3,198.1,195.6,232.8,90.1
INSTRUCTURE,8861,238.3,269.4,263.8,300.5,89.3
OR,3619,15.7,52.0,47.0,83.3,67.7
AN,188,0,0,0,0,86.0
HAVE,390,23.5,50.8,58.5,124.8,97.5
COMBINATION,1825,360.3,384.4,378.7,402.8,80.8
OF,343,0,0,0,0,54.5
SLIDES,1623,176.8,215.8,210.3,254.7,96.2
VIDEOS,4071,96.3,187.2,179.3,270.2,109.0
WHITEBOARD,3135,157.5,258.9,260.5,383.9,139.0
ETC,920,104.0,171.7,171.7,239.3,104.0
YES,858,10.3,52.0,52.0,93.7,83.3
MORE,1357,31.0,121.0,117.0,230.0,148.0
