word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,1482,0,0,0,0,70.0
HAVE,671,47.0,117.0,121.0,191.0,97.2
TARTED,3697,403.9,417.9,414.3,442.1,62.4
HERE,936,226.5,207.0,210.8,237.8,120.8
AT,390,15.5,78.0,93.5,156.0,140.5
UNIVERSITY,2231,227.5,287.1,310.3,397.7,148.1
AT,374,31.0,101.5,101.0,171.5,140.5
BUFFALO,3245,58.9,107.4,117.9,190.7,95.3
IN,390,62.5,109.5,101.5,148.5,86.0
FALL,1685,43.6,62.4,81.0,131.0,87.4
I,561,0,0,0,0,109.0
LIKE,734,74.5,152.2,140.5,218.2,97.2
ALL,484,72.7,104.0,109.3,140.7,68.0
THE,468,15.7,93.7,88.3,166.3,114.3
CLASSE,1700,166.5,226.2,223.7,283.3,72.7
ES,1810,41.7,73.0,72.7,104.0,62.3
AND,452,26.3,88.3,93.7,155.7,98.3
THE,468,31.3,99.0,99.0,166.7,104.0
PROFESSOR,2652,501.1,502.7,521.9,523.4,71.0
ARE,671,88.3,140.3,135.0,249.7,166.7
ND,328,8.0,62.5,47.0,101.5,93.5
SOME,624,46.8,120.8,120.8,202.8,109.2
OF,296,46.5,70.0,109.0,132.5,86.0
THE,1809,18.8,68.6,78.0,127.8,81.0
PROFESSORS,2371,393.0,385.3,403.9,411.8,76.4
ARE,437,21.0,83.3,93.7,198.0,161.7
NOT,484,26.0,62.3,109.3,166.3,135.0
GOOD,1279,193.6,234.0,230.8,271.2,59.0
THOUGH,6910,681.3,721.1,724.4,764.2,53.6
YES,718,93.7,161.3,166.3,234.0,104.0
YES,2637,114.3,161.3,166.7,213.7,78.3
I,483,0,0,0,0,47.0
LIKE,702,70.0,140.2,136.5,206.8,89.8
INTERACTING,2481,245.3,266.5,287.8,314.7,96.3
IN,764,62.5,86.0,109.0,132.5,70.0
THE,500,10.3,93.7,93.7,177.0,125.0
CLASS,3542,81.2,140.4,156.0,215.2,90.4
LABS,1279,109.2,191.2,191.0,273.0,105.2
ARE,639,78.0,124.7,114.3,233.7,181.7
GOOD,2262,174.2,202.8,200.2,228.8,41.7
TO,281,15.5,62.5,54.5,132.5,148.0
GAIN,718,35.0,120.8,125.0,210.8,113.2
SOME,578,31.0,113.0,117.0,199.0,109.5
EXPERIENCE,3198,461.6,510.0,499.2,547.6,82.8
IN,374,46.5,85.5,101.0,140.0,93.5
THE,484,41.3,93.7,98.7,151.0,88.7
HOME,1076,66.5,152.2,148.2,234.0,113.0
WORKS,1513,174.8,262.2,268.4,355.8,115.4
AND,858,150.7,228.7,234.0,312.0,119.7
QUIZZES,1576,140.4,191.6,196.1,247.3,64.6
WILL,1638,308.0,347.0,358.8,397.8,70.2
HELP,718,70.0,144.2,136.5,210.8,93.8
US,375,15.5,62.5,78.0,125.0,109.5
TO,780,0,0,0,0,62.0
GAIN,1232,163.5,253.5,261.2,351.2,121.2
THE,452,20.7,88.3,98.7,166.3,109.3
CONCEPS,4961,700.2,726.2,738.4,764.4,97.2
TO,1077,390.0,460.0,445.0,515.0,125.0
REAL,702,46.8,128.8,128.8,241.8,152.0
WORLS,1919,199.8,280.8,293.4,374.4,115.4
PROBLEMS,3370,260.1,357.1,358.8,455.8,109.1
ON,390,54.5,101.0,86.0,132.5,78.0
TH,1903,15.5,35.0,43.0,62.5,47.0
E,343,0,0,0,0,125.0
CLASS,1170,143.4,199.6,206.0,262.2,75.0
I,2418,0,0,0,0,172.0
AM,406,23.5,85.5,70.5,132.5,109.0
PLANNING,2450,243.4,268.4,276.2,301.2,59.4
TO,296,15.5,46.5,78.0,140.0,155.5
WORK,764,66.2,128.8,140.2,202.8,97.5
IN,343,31.0,70.0,85.5,124.5,93.5
HE,343,8.0,70.5,78.0,140.5,132.5
SOFTWARE,1825,87.8,198.9,200.9,331.5,144.2
INDUSTRY,3681,162.9,244.4,239.2,341.4,114.3
TO,359,31.0,125.0,85.5,179.5,148.5
GAIN,1061,136.2,214.5,218.5,296.8,105.8
EXPOSURE,3853,363.9,417.7,400.3,454.1,90.3
TO,359,8.0,101.5,78.0,171.5,163.5
REAL,639,39.0,109.2,120.8,222.5,144.5
WORLS,998,59.2,149.6,162.2,252.6,121.6
PROBLEMS,2777,202.8,292.9,298.1,391.8,107.6
AND,468,15.7,93.7,98.7,176.7,114.3
GAIN,718,27.5,109.2,132.8,214.5,124.8
MORE,780,62.2,120.8,152.0,273.0,179.5
INSIGHT,3370,733.0,780.0,775.4,822.4,89.1
IN,390,46.5,85.5,109.0,148.0,101.5
THE,436,36.0,104.0,93.3,161.3,94.0
PROBLEM,1592,58.1,167.1,167.1,294.1,144.9
S,843,0,0,0,0,54.5
THAT,593,136.8,144.5,113.2,121.0,77.8
THE,421,41.7,98.7,98.7,177.0,120.0
INDUSTRY,4165,329.2,404.1,402.5,493.0,101.4
IS,421,31.5,78.0,125.0,171.5,140.0
DOING,982,87.4,168.4,168.4,249.4,102.8
NOW,514,21.0,78.0,98.7,187.0,150.7
YES,764,72.7,145.3,145.7,218.3,104.0
I,1295,0,0,0,0,93.0
AM,359,23.5,86.0,62.5,125.0,101.5
CLS,889,99.0,156.0,171.7,260.0,140.3
OSE,1794,62.7,135.3,130.0,202.7,103.7
TO,437,23.5,117.0,101.5,195.0,171.5
MY,437,85.5,148.0,156.0,218.5,133.0
GOALS,1185,122.0,193.6,196.6,268.2,90.2
TO,390,15.5,101.5,101.5,187.5,172.0
ACHEIE,1420,218.5,260.0,244.5,286.0,109.2
VE,1529,62.0,23.5,39.0,124.5,186.5
IT,702,31.0,78.0,93.5,140.5,109.5
YES,873,88.3,156.0,156.0,223.7,99.0
UB,1513,382.5,437.0,429.0,483.5,101.0
IS,281,8.0,62.5,62.5,117.0,109.0
A,187,0,0,0,0,140.0
GREAT,811,56.2,121.8,106.0,221.6,134.2
SCHOOL,1497,130.0,205.3,205.3,280.7,93.5
WHICH,811,165.4,174.4,193.6,202.6,84.0
HEKPS,905,50.2,153.0,149.8,252.6,118.4
ELPS,2699,179.2,269.0,269.0,382.2,144.5
TO,358,15.5,39.0,54.5,109.0,124.5
INCLINE,1248,182.9,209.6,209.6,236.3,71.3
ME,281,23.5,78.0,70.0,124.5,101.0
TOWARDS,2340,220.7,312.0,305.3,450.0,162.4
MY,702,210.5,273.0,265.0,327.5,117.0
GOALS,2683,218.0,305.8,318.2,406.0,119.0
I,764,0,0,0,0,109.0
ALWASYS,1575,267.4,283.0,256.3,271.9,111.6
YS,4166,31.0,78.0,78.0,125.0,94.0
THINK,1123,71.6,159.2,159.2,315.2,187.2
IT,406,8.0,39.0,62.5,109.5,117.5
IS,297,31.0,70.0,62.5,101.5,70.5
A,219,0,0,0,0,187.0
COMBINATION,2371,516.3,551.6,568.5,603.9,104.8
OF,421,54.5,124.5,117.0,187.0,132.5
BOTH,1466,160.0,245.8,265.2,351.0,120.8
LUCK,2184,285.8,327.5,330.3,377.0,65.0
AND,1076,15.8,70.2,74.2,128.8,85.8
HARDWORK,1825,292.6,358.9,337.5,403.8,97.5
TO,328,8.0,85.5,62.5,156.0,164.0
SUCCESS,3993,584.1,601.9,604.0,621.7,55.4
IN,375,39.0,85.5,94.0,140.5,101.5
ANY,577,62.3,156.0,135.0,228.7,130.0
FILED,1372,159.4,240.2,234.0,314.8,99.4
IT,1576,476.0,569.5,538.5,632.0,156.0
IS,608,156.0,226.0,210.5,280.5,124.5
