word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,1014,179.5,211.0,249.5,281.0,101.5
FAVORITE,2231,173.8,259.4,261.2,346.9,99.2
CLASS,842,81.0,131.0,149.8,199.8,81.2
IN,421,62.5,109.5,109.0,156.0,93.5
COLLEGE,1154,131.6,153.7,167.1,189.3,62.1
IS,281,31.5,86.0,70.5,125.0,93.5
THE,374,31.0,88.3,88.3,145.7,83.3
PARALLEL,1701,272.9,278.8,271.0,276.9,52.6
ALGORITHMS,2216,124.7,205.9,207.5,288.7,92.2
AS,344,46.5,85.5,101.5,140.5,94.0
I,406,0,0,0,0,94.0
WAS,499,62.3,130.0,124.7,192.3,98.7
REALLY,4790,117.0,171.7,176.8,231.5,70.3
INTERESTED,2091,341.6,374.4,374.4,407.2,53.0
IN,359,47.0,93.5,86.0,132.5,85.5
THE,343,31.0,78.0,78.0,125.0,73.0
AREA,1046,167.8,163.8,167.8,163.8,54.5
OF,1528,88.7,125.0,119.7,156.0,67.3
ALGORITHMS,1747,81.0,160.7,162.2,241.9,90.6
AND,359,36.7,83.3,88.7,135.3,78.0
THAT,2199,338.0,325.0,325.0,312.0,26.0
COURSE,1154,85.7,169.0,176.7,260.0,106.7
PROVIDED,1545,157.8,191.0,200.9,234.1,70.2
MEANS,718,50.2,112.4,118.6,180.8,84.0
TO,265,0.0,47.0,15.5,62.5,62.5
LEARN,889,77.8,140.4,143.4,206.0,78.2
PARALLELIZE,8314,634.5,642.3,638.3,646.2,40.3
AN,1232,475.5,507.0,530.0,561.5,86.0
ALGORITHM,2230,147.2,218.3,220.1,291.2,83.2
ON,374,54.5,93.5,93.5,132.5,78.0
SEVERAL,3104,329.2,351.8,363.9,386.4,52.0
PROCESSORS,2995,326.1,330.8,338.6,343.3,48.5
MY,671,101.5,140.5,156.0,195.0,93.5
LEAST,1997,241.8,299.0,296.3,353.5,70.2
FAVORITE,1669,119.1,191.1,191.1,263.1,79.8
CLASS,796,90.6,134.2,137.4,181.0,59.2
IS,297,31.5,78.0,70.5,117.0,85.5
THE,406,21.0,73.0,83.3,135.3,88.3
THEORY,2777,235.9,290.5,292.5,347.1,66.4
OF,328,54.5,101.5,93.5,140.5,86.0
COMPUTATION,4618,510.5,528.9,548.9,567.3,66.5
WHICH,702,159.0,177.6,181.0,199.6,68.6
I,406,0,0,0,0,63.0
STARTED,968,160.4,187.1,202.9,229.6,69.0
OUT,609,114.3,171.7,161.3,218.7,78.3
VERY,671,43.0,105.2,105.2,167.5,81.8
ENTHUSIASTICALLY,3650,454.2,483.6,489.4,518.7,59.5
BUT,468,57.3,109.3,114.3,166.3,83.0
MY,546,124.5,156.0,163.5,195.0,70.5
INTEREST,1607,272.9,288.6,280.6,296.4,64.5
DROPPEDLEVELS,3120,304.8,324.1,325.3,344.5,45.5
AS,312,47.0,86.0,86.0,125.0,78.0
WEEKS,827,100.0,140.4,143.6,184.0,56.0
GONE,624,42.5,109.0,120.8,187.2,97.8
BY,1045,39.0,78.0,78.0,117.0,78.0
AND,390,31.3,83.3,83.3,135.3,83.3
IT,234,23.5,55.0,62.5,94.0,70.5
THE,1935,15.5,54.5,54.5,93.5,58.5
CONCEPTS,1420,144.4,185.4,179.5,220.5,74.1
ARE,1060,244.3,291.0,306.7,353.3,83.0
NOT,499,72.7,135.3,119.3,182.0,83.3
VERY,656,43.2,105.5,105.5,167.8,81.8
CLEAR,905,65.2,143.4,156.0,234.2,106.4
TO,328,8.0,39.0,62.5,93.5,85.5
ME,188,23.5,62.5,55.0,94.0,70.5
WHEN,499,31.2,82.0,85.8,136.5,70.2
ALSO,765,27.2,78.0,89.8,140.5,78.2
THE,312,31.0,72.7,83.3,125.0,73.0
HEAVY,921,65.6,140.4,146.8,221.6,96.8
COURSWORKLOAD,4165,1002.8,1031.9,1041.7,1070.8,66.9
DOESNT,936,65.0,132.7,137.8,205.5,85.8
T,1467,0,0,0,0,78.0
HELP,655,54.5,113.0,113.0,171.5,78.0
COPE,640,46.5,101.2,117.0,171.8,90.0
UP,499,93.5,132.5,124.5,163.5,70.0
IF,312,54.5,93.5,93.5,132.5,78.0
WE,983,46.5,78.0,93.5,125.0,78.5
MISS,920,156.0,195.0,202.8,241.8,66.2
A,171,0,0,0,0,109.0
CLASS,2527,68.6,118.6,121.8,171.8,68.8
OR,296,54.5,101.5,85.5,132.5,78.0
TWO,1045,67.7,114.3,125.0,171.7,78.0
I,375,0,0,0,0,93.0
THINK,796,53.0,118.6,128.0,193.6,87.4
LABS,671,58.8,128.8,125.0,195.0,89.5
ARE,592,104.0,156.0,161.0,213.0,83.0
REALLY,967,85.8,137.8,135.2,187.2,62.3
USEFUL,1139,189.8,218.3,221.0,249.5,72.8
IN,359,47.0,86.0,86.0,125.0,78.0
COURSES,1466,182.6,207.3,216.0,245.0,66.9
WHERE,702,131.0,146.6,153.0,168.6,59.2
THERE,702,131.0,143.4,153.0,165.4,62.4
IS,266,23.5,62.5,62.5,101.5,78.0
PROGRAMMING,2184,448.3,466.6,470.9,489.3,53.8
INVOLVED,1701,245.6,290.5,284.6,329.5,72.1
AS,546,47.0,86.0,101.5,140.5,93.5
IT,265,39.0,78.0,78.0,117.0,78.0
HEL,4180,31.2,68.6,62.4,99.8,53.0
A,7145,0,0,0,0,78.0
UNDERSTAND,3182,446.4,464.4,465.5,483.5,39.5
THE,343,31.3,78.0,72.7,119.3,67.3
CONCEPTS,1607,167.5,204.8,198.9,236.1,72.4
BETTER,1233,145.5,161.2,150.8,166.5,47.2
HAVING,1576,99.0,171.7,171.7,244.3,85.7
MORE,639,74.0,124.8,132.5,183.2,74.0
HOMEWORKS,2512,346.7,388.3,393.4,435.1,72.8
AND,406,36.7,83.3,83.3,130.0,72.7
QUIZZES,1669,158.1,211.7,216.1,269.7,69.1
DOESNT,904,65.0,130.0,132.5,197.5,78.0
REALLY,1092,114.5,161.3,161.3,208.2,59.8
HELP,718,46.8,113.2,113.2,179.8,86.0
LEARN,1061,93.6,165.4,168.4,240.2,90.4
THE,281,36.0,73.0,72.7,119.7,67.7
CONCEPTS,1482,154.1,197.0,187.1,230.0,74.0
I,3510,0,0,0,0,110.0
FEEL,1264,82.0,124.8,124.8,167.5,62.2
HTOO,2932,639.5,674.8,686.2,721.5,58.5
MANY,655,46.8,113.0,117.0,183.2,89.8
IN,5850,39.0,78.0,78.0,117.0,78.0
IN,4212,41.3,72.7,72.7,104.0,62.7
ALSO,2465,256.4,289.7,296.4,329.7,48.9
IT,436,117.0,156.0,148.0,187.0,70.0
DOESNT,1264,64.8,130.0,135.2,200.3,83.3
HELP,640,43.0,109.2,109.2,175.5,85.8
COPE,624,35.2,93.8,109.2,167.8,93.5
IF,2075,26.0,52.0,52.0,78.0,52.0
WE,296,54.5,93.5,93.5,132.5,78.0
MISS,530,74.2,113.0,109.2,148.0,58.2
OR,328,78.0,101.0,109.5,132.5,54.5
DIDNT,1451,224.6,240.2,240.2,274.6,62.4
QUITE,858,81.0,140.4,143.6,203.0,78.2
UNDERSTAND,2059,268.3,304.2,304.2,340.1,59.3
A,156,0,0,0,0,93.0
CONCEPT,1060,122.6,151.6,149.3,178.3,66.9
CLEARLY,2107,354.4,390.1,399.1,434.9,80.4
I,390,0,0,0,0,78.0
AM,281,8.0,39.0,54.5,85.5,77.5
PLANNING,3869,380.8,404.1,405.7,429.0,48.3
TO,265,0.0,31.0,39.0,70.0,70.0
PURSUE,1326,309.2,338.0,340.3,369.2,67.8
A,125,0,0,0,0,94.0
CAREER,1248,200.2,210.5,215.7,226.0,57.2
IN,358,46.5,85.5,85.5,124.5,78.0
APPLICATION,2511,403.0,421.4,425.5,443.9,62.4
DEVELOPMENT,2230,419.7,460.8,458.1,499.2,59.6
AND,390,36.7,78.0,88.3,129.7,77.7
AM,281,8.0,47.0,54.5,93.5,85.5
OPEN,561,42.8,97.5,101.2,156.0,74.2
TO,281,0.0,39.0,46.5,85.5,85.5
ANY,561,41.7,109.3,109.0,176.7,104.0
TECHNOLOGY,2324,196.4,241.8,243.3,294.9,75.0
RIGHT,686,43.6,109.2,115.4,181.0,87.4
NOW,592,52.0,104.0,98.7,150.7,72.7
I,7207,0,0,0,0,78.0
WILL,749,89.8,121.0,132.5,163.8,58.5
DECIDE,1030,111.8,114.3,135.3,137.8,54.5
THE,359,20.7,72.7,78.0,130.0,83.3
FEEL,3292,39.0,56.5,56.5,74.0,27.2
TECHNOLOGY,2013,162.2,209.0,215.2,262.0,74.8
IS,265,39.0,86.0,70.0,117.0,78.0
EVER,593,97.5,97.5,93.5,93.5,50.5
CHANGING,3978,150.9,176.9,182.0,208.0,52.1
AND,374,26.0,72.7,78.0,124.7,78.0
HENCE,889,274.4,293.2,296.2,315.0,68.8
ONE,436,52.0,104.0,104.0,156.0,78.0
SHOULD,1061,75.3,153.3,156.0,234.0,98.8
NOT,436,31.3,93.3,88.3,150.3,88.0
BE,218,23.5,62.5,62.5,101.5,78.0
BE,1202,39.0,78.0,78.0,117.0,78.0
MORE,530,38.8,74.0,74.0,109.2,54.8
FLEXIBLE,1934,323.6,347.1,358.9,382.4,66.5
TO,296,7.5,39.0,46.5,78.0,70.5
WORK,608,46.8,101.2,101.2,155.8,74.0
IN,312,39.0,70.5,78.0,109.5,70.5
ANY,780,125.0,177.0,177.0,229.0,78.0
TECHNOLOGY,2387,146.6,182.3,195.1,237.0,73.3
LEARN,2855,78.0,146.6,146.6,215.2,84.2
AND,343,21.0,67.7,72.7,119.3,77.7
I,375,0,0,0,0,141.0
SEE,795,171.7,197.7,202.7,228.7,57.0
MYSELF,1030,83.0,150.8,156.0,223.8,83.5
IN,328,39.0,78.0,78.0,117.0,78.0
A,156,0,0,0,0,94.0
SENIOR,1201,117.0,179.5,182.0,244.5,78.0
DEVELOPER,2793,620.8,645.9,658.3,683.4,59.4
POSITION,1482,364.8,366.6,380.4,386.2,56.6
IN,1263,515.0,546.0,538.0,569.0,54.0
YEARS,717,43.6,106.2,112.2,174.8,81.2
OR,2137,54.5,101.5,93.5,140.5,86.0
IN,359,55.0,86.0,94.0,125.0,70.0
TECHNICAL,2808,634.3,682.9,677.8,726.3,74.6
AND,390,36.7,78.0,88.3,129.7,72.3
MANGERIAL,1779,381.4,426.4,423.1,468.1,69.3
POSITION,1653,399.5,405.2,411.2,417.0,56.5
AXA,13104,301.7,265.3,275.7,239.3,62.3
WHICH,3011,168.4,184.2,190.0,205.8,65.6
INVOLVES,1529,216.5,257.2,251.8,292.5,66.2
BOTH,702,74.0,128.5,128.8,183.2,70.2
ROLES,3604,121.8,174.8,180.8,233.8,71.6
TECHNICAL,6552,204.4,261.8,258.4,315.8,80.0
AND,359,26.0,83.0,78.0,135.0,83.0
MANAGERIAL,1607,313.5,351.0,350.9,388.4,59.3
ROLES,4602,84.2,146.6,146.6,209.0,81.2
