word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,624,62.5,101.5,117.0,156.0,93.5
AVORITE,20171,2743.4,2828.1,2823.6,2908.3,95.9
CLASS,905,34.4,90.4,90.6,146.6,81.0
IN,327,8.0,39.0,70.0,117.0,125.0
HIH,624,109.0,62.3,72.7,26.0,83.0
IGH,1716,15.7,67.7,93.7,166.3,129.7
CHOOL,983,96.6,140.4,146.6,202.8,78.0
AS,327,0,0,0,0,62.0
PHYSICS,1482,249.8,280.9,292.5,323.6,68.1
BECAUSE,904,193.7,216.1,243.0,278.6,100.1
IT,218,0.0,47.0,46.5,93.5,93.5
HAD,624,78.0,135.3,130.0,187.3,93.7
SO,811,7.5,54.5,70.0,117.0,109.5
MANY,608,35.2,97.5,105.2,183.5,105.5
INTERESTING,2293,297.8,293.9,299.0,295.2,54.4
XPERIMENTS,3432,370.3,418.3,407.0,466.5,86.5
ND,936,8.0,62.5,78.0,132.5,124.5
COULD,687,25.0,93.6,90.6,178.0,109.4
RELATE,2434,754.5,766.2,776.0,787.8,64.4
O,141,0,0,0,0,62.0
IT,172,0,0,0,0,55.0
EASILY,1217,67.7,153.3,153.5,239.2,101.3
MY,1061,62.5,101.5,125.0,164.0,101.5
LEAS,1357,106.0,177.8,187.2,259.0,106.2
T,280,0,0,0,0,94.0
AVORITE,2652,185.2,260.0,260.0,334.8,87.0
CLASS,749,59.2,118.4,121.8,187.0,87.2
IN,343,0.0,54.5,62.5,117.0,117.0
OLLEGE,2527,124.9,136.0,136.0,160.6,71.4
WAS,1186,223.7,301.7,296.3,374.3,104.0
FINITE,3916,378.4,427.0,429.0,477.6,64.2
AUTOMATTE,4259,1124.7,1121.6,1121.6,1118.5,63.9
AS,6349,0,0,0,0,20.1
N,4088,0,0,0,0,62.5
CHOOLN,874,65.0,98.8,101.5,151.0,70.3
WAS,499,36.7,73.0,73.0,109.3,72.7
LANGUAGE,2028,284.4,310.3,303.4,329.3,65.8
CLASS,920,90.4,153.0,162.2,224.8,90.6
HERE,405,85.8,85.8,93.5,109.0,89.5
WE,296,0,0,0,0,70.0
HAD,343,15.7,20.7,31.0,67.3,83.0
TO,1279,62.3,67.7,98.7,104.0,41.7
READ,671,23.5,105.5,128.8,218.8,136.8
LOT,452,41.7,99.0,104.0,161.3,88.3
OF,281,8.0,46.5,31.0,85.5,93.5
THEORY,905,31.5,93.5,93.7,192.3,117.0
I,421,0,0,0,0,110.0
LIKE,1466,240.2,240.2,249.6,249.6,74.8
INTERACTION,3448,438.3,469.5,470.9,502.2,73.7
IN,312,15.5,23.5,62.5,101.5,117.0
CLASSES,1575,173.7,209.4,207.1,242.9,80.1
LABS,842,39.2,136.5,136.5,233.8,124.5
RE,390,23.5,31.5,46.5,101.5,125.0
GGOOD,3557,29.4,41.6,46.8,65.8,32.9
KEEPS,686,59.2,115.6,112.2,168.6,75.0
KEES,1981,82.0,128.8,132.8,179.5,78.0
EPS,2465,12.4,31.2,34.2,53.0,40.6
YOU,2527,23.5,41.7,41.7,75.5,46.8
FOCUSED,2527,32.7,96.7,98.3,165.3,79.5
ON,296,15.5,70.0,54.5,109.0,93.5
YOUR,437,42.8,89.8,82.0,160.0,97.5
OALS,6443,15.8,97.5,93.8,183.5,113.2
ND,328,8.0,70.0,70.0,148.0,156.0
THEY,515,27.5,62.2,74.2,164.0,125.0
ARE,312,10.3,62.3,41.7,93.7,83.3
USEFUL,1170,163.8,197.5,200.0,233.7,85.7
IN,327,7.5,54.5,70.0,117.0,109.5
LEARNING,1155,105.5,156.0,156.2,206.8,85.8
HE,249,23.5,31.0,31.5,86.0,109.5
CONCEPTS,1763,93.4,148.1,140.4,195.1,90.0
OF,359,39.0,101.0,109.5,171.5,132.5
CLASS,905,68.6,134.2,137.2,215.2,109.2
NO,1529,164.0,218.5,226.5,281.0,117.0
ITS,921,192.3,249.7,260.0,317.3,99.0
I,156,0,0,0,0,94.0
BELIEVE,858,49.0,100.3,93.6,144.9,64.6
IN,265,8.0,31.0,54.5,93.5,101.5
QUALITY,1716,58.1,130.6,134.5,210.8,91.9
ATHER,811,34.2,115.4,115.4,202.6,109.0
THAN,1826,37.4,74.8,87.4,156.0,103.0
QUANTITY,2995,197.1,236.9,241.1,286.5,55.4
I,281,0,0,0,0,47.0
WOULD,12761,50.2,146.6,137.4,246.6,131.2
EXPECT,1436,119.5,148.2,169.0,197.7,83.3
BETTER,1123,184.7,202.8,203.0,221.2,70.3
PROBLEM,2839,98.3,149.8,149.7,204.4,64.0
SETS,812,27.2,46.8,54.5,74.0,46.8
IN,280,15.5,31.0,54.5,101.0,116.5
HOMEWORK,2637,285.4,321.3,329.2,368.3,75.0
ND,203,0,0,0,0,47.0
QUIZZES,3152,86.6,167.1,167.1,247.7,96.3
BUT,375,15.7,78.0,88.7,151.0,104.0
FEWER,1372,299.6,315.2,324.6,340.2,99.8
OF,187,0,0,0,0,39.0
HEM,437,31.0,73.0,72.7,135.3,99.0
NO,951,47.0,93.5,101.5,148.0,101.0
THERE,452,59.2,74.8,78.0,112.0,77.6
HOUL,998,58.8,117.0,125.0,199.2,101.8
BE,219,8.0,47.0,62.5,101.5,93.5
GRADING,3760,176.0,245.0,242.7,311.7,111.3
HEALTHY,3603,76.7,91.0,94.9,109.2,45.6
HALLENGE,1778,195.8,227.1,220.0,251.3,64.2
IN,296,8.0,62.5,54.5,109.0,101.0
HE,952,7.5,62.0,62.5,117.0,109.5
LASS,780,120.8,159.8,160.0,199.0,54.8
MOTIVATES,2527,228.8,265.2,262.6,299.0,63.7
ME,858,5.0,36.7,31.3,73.0,78.0
O,188,0,0,0,0,62.0
LEARN,842,43.6,128.0,127.8,212.2,106.2
THINGS,1560,117.2,205.3,208.0,312.2,125.0
IN,297,31.5,70.5,70.5,109.5,78.0
LASS,624,74.0,128.8,124.8,179.5,74.2
OMPITITIONI,21996,2652.1,2656.8,2665.2,2669.9,51.5
I,3401,0,0,0,0,18.3
OULD,593,35.0,62.5,78.0,136.5,101.5
LIKE,905,124.8,199.0,195.0,269.2,101.5
TO,718,15.5,70.0,54.5,109.0,93.5
WORK,702,31.2,117.0,121.0,206.8,121.0
AS,780,241.5,296.5,288.5,343.5,102.0
A,141,0,0,0,0,110.0
TO,296,0.0,39.0,54.5,93.5,93.5
ONTNE,765,209.2,230.8,225.0,246.6,81.2
INUE,1747,74.0,144.2,144.2,214.5,101.5
IN,1076,21.0,52.0,41.7,72.7,51.7
TECHNICAL,1732,202.9,275.7,275.7,348.4,104.0
FIELD,1014,9.4,96.8,93.6,181.0,109.2
AS,250,0,0,0,0,62.5
SOFTWARE,1981,50.4,114.4,119.6,197.6,93.6
ENGINEER,1372,198.9,195.0,197.0,193.1,64.4
I,266,0,0,0,0,94.0
M,203,0,0,0,0,109.0
PLANNING,889,75.9,99.4,93.5,132.5,66.1
TO,344,15.5,54.5,78.0,117.0,101.5
WRK,561,46.7,109.3,114.3,177.0,99.0
ORK,983,20.7,78.0,67.7,145.7,109.3
IN,343,0.0,62.5,54.5,117.0,117.0
SOFTWARE,1404,62.6,150.1,154.1,253.4,116.9
PRIVATE,5678,36.0,102.9,106.1,173.0,79.4
ECTOR,1419,122.2,195.0,192.5,265.3,85.8
SOME,23276,242.4,264.0,266.4,292.8,36.0
GOOD,499,42.8,85.8,93.5,136.5,70.2
TLANNING,6116,583.4,624.0,609.9,650.5,63.9
TO,390,15.5,70.0,85.5,140.0,124.5
WORK,530,23.5,82.0,85.8,159.8,105.0
IN,297,8.0,47.0,54.5,109.5,117.5
SILICON,1155,147.1,182.9,189.4,225.1,84.7
AL,5226,0,0,0,0,35.2
PLANNING,998,87.9,111.2,109.2,148.1,78.0
TO,280,8.0,39.0,46.5,93.5,101.5
ORK,421,5.0,72.7,67.7,135.3,99.0
IN,343,0.0,62.5,62.5,125.0,125.0
WHERE,1170,31.2,81.2,78.0,128.0,71.8
I,172,0,0,0,0,93.0
CAN,1279,28.0,40.6,46.8,115.4,96.6
DESN,4664,592.9,635.1,632.9,679.7,62.4
YEARS,1497,165.4,262.2,265.2,362.0,124.8
ROM,655,57.0,145.7,130.0,218.7,125.0
NOW,468,46.7,104.0,109.0,166.3,93.7
I,375,0,0,0,0,78.0
WOULD,795,62.6,131.2,131.0,206.0,93.6
LIKE,702,62.5,132.8,132.8,203.0,97.5
O,1123,0,0,0,0,93.0
BE,218,15.5,31.0,47.0,93.5,109.0
ORKING,827,26.0,104.0,104.0,203.0,117.2
ONA,655,83.3,161.3,161.0,239.0,109.0
STARTUP,9906,344.7,402.5,408.7,466.5,76.5
OF,234,0.0,55.0,54.5,109.5,109.5
MINE,1623,51.0,128.8,152.2,230.0,124.5
I,421,0,0,0,0,109.0
THINK,749,24.8,103.0,109.2,193.8,112.8
I,265,0,0,0,0,78.0
M,172,0,0,0,0,78.0
NOT,405,36.3,83.0,83.0,150.3,103.7
CLOSE,561,34.2,56.2,59.2,118.4,77.8
TO,266,16.0,55.0,55.0,94.0,78.0
MY,390,39.0,85.5,94.0,140.5,101.5
OALS,734,50.8,105.2,105.2,183.2,97.5
BUT,406,26.0,78.0,83.3,135.3,88.3
I,827,0,0,0,0,94.0
M,187,0,0,0,0,109.0
WORKING,1778,27.5,89.6,89.6,167.8,93.8
OWARDS,1139,62.3,166.3,166.3,270.3,119.7
IT,437,8.0,62.5,62.5,117.0,109.0
DEVELOING,6973,205.9,230.9,229.9,261.1,47.9
OTHER,2028,21.4,70.2,76.0,140.4,81.9
SKILLS,920,176.8,189.8,195.0,208.0,65.0
WHICH,2386,187.2,196.9,197.1,206.8,46.9
N,140,0,0,0,0,93.0
NTERPRENUER,2075,479.3,486.4,490.7,497.8,58.3
