word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,686,125.0,164.0,171.5,210.5,85.5
FAVOURITE,1825,62.6,180.3,182.0,299.8,135.1
CLASS,1014,74.8,131.0,137.4,199.6,87.2
IN,405,47.0,94.0,93.5,140.5,93.5
COLLEGE,1264,135.9,158.3,147.0,196.3,89.3
WAS,702,67.7,140.7,140.7,255.0,166.3
PARALLE,2699,347.7,381.0,374.4,407.7,80.0
L,717,0,0,0,0,78.0
ALGORITHMS,1888,96.7,171.6,173.2,269.7,109.0
AS,343,46.5,16.0,62.5,125.0,171.5
THE,359,15.7,20.7,21.0,57.3,73.0
INSTRUCTOR,2247,316.8,383.8,379.2,446.2,99.9
MADE,873,78.0,160.0,156.0,269.0,148.0
EVEN,796,101.2,81.8,105.2,117.2,105.5
THE,343,15.7,21.0,20.7,57.3,73.0
MOST,702,54.5,140.2,144.2,230.0,117.0
DIFFICULT,1887,218.3,261.8,260.0,317.2,95.3
OF,359,0,0,0,0,62.5
TOPICS,1466,88.3,202.8,192.3,322.5,148.3
PIECE,1263,224.6,231.0,227.8,271.4,127.8
OF,281,0,0,0,0,54.5
CAKE,827,35.2,101.5,109.2,206.5,140.0
HE,2340,0,0,0,0,46.5
TRIED,889,62.4,102.8,112.4,190.4,112.4
TO,172,23.5,23.0,31.5,78.0,101.5
EXPLAIN,2247,223.0,325.4,294.3,410.1,133.7
EACH,1014,101.5,187.2,203.0,304.2,140.2
AND,577,10.3,36.3,62.3,88.3,78.0
EVERY,1060,99.8,109.2,134.4,175.0,115.8
THTHING,4305,15.6,41.6,43.3,76.2,46.8
RIGHT,874,68.4,121.8,118.6,190.4,93.6
FROMTHE,1186,57.7,111.4,127.0,211.9,116.0
BASICS,4649,296.5,364.0,356.5,424.0,132.7
ILLUSTRATING,2449,323.8,354.9,354.9,386.1,83.2
EACH,921,105.2,175.5,191.2,277.0,117.0
AND,593,5.0,21.0,47.0,73.0,78.0
EVERY,952,99.8,112.6,121.6,146.8,97.0
STEM,967,85.5,175.5,175.5,288.5,148.0
P,1950,0,0,0,0,47.0
IN,375,39.0,86.0,86.0,133.0,94.0
S,203,0,0,0,0,141.0
MUCH,780,113.0,159.8,160.0,237.8,101.2
S,219,0,0,0,0,141.0
DETAIL,1061,78.0,140.3,143.0,273.0,158.7
AS,391,47.0,39.0,70.5,156.5,203.5
POSSIBLE,2527,105.2,181.4,179.4,255.5,91.8
I,577,0,0,0,0,78.0
THINK,858,72.0,131.0,137.4,228.0,118.8
INTERACTIONS,2215,183.3,212.0,224.9,253.6,85.8
IN,406,78.0,132.5,117.0,171.5,93.5
CLASS,936,78.0,137.2,140.4,218.4,106.2
SHOULD,936,41.7,101.3,106.5,181.8,101.3
BE,265,0,0,0,0,46.5
ENCOURAGES,2262,265.0,336.8,333.8,421.2,124.8
BUT,406,5.3,46.7,36.7,78.0,72.7
NOT,531,36.3,72.7,67.7,104.0,67.7
FORCED,1342,85.7,189.7,187.2,317.2,153.5
UPON,1872,56.0,115.4,115.4,174.8,78.2
YES,936,93.7,171.7,166.3,244.3,114.3
HOMEWORKS,3728,318.3,388.5,383.8,454.0,101.3
AND,452,15.7,20.7,36.3,72.7,88.3
QUIZZES,2699,173.7,242.9,245.1,332.3,107.3
DI,281,39.0,23.5,39.0,101.5,140.5
HELP,577,39.0,109.2,109.2,187.0,101.0
US,218,0,0,0,0,39.0
LEARN,1046,68.4,171.6,171.6,274.8,125.2
BETTER,1950,356.2,384.7,364.0,392.5,75.3
BUT,483,5.3,41.7,41.3,88.3,93.7
THEY,577,39.0,97.5,97.5,195.0,121.0
SHOULD,905,52.2,93.7,101.5,174.0,98.5
BE,219,0,0,0,0,47.0
MORE,765,78.0,140.5,140.5,249.5,148.0
PRACTICAL,1903,315.6,336.1,324.3,362.2,105.7
BASED,2309,71.8,174.6,171.6,299.6,156.2
AND,374,5.0,31.3,41.7,78.0,83.0
LESS,686,89.5,128.8,128.5,183.2,82.0
THEORETICAL,3276,370.2,414.3,405.6,458.1,99.4
INSTEAD,3978,180.3,276.3,274.0,392.3,133.9
OF,359,0,0,0,0,70.0
HAVING,1217,36.5,117.0,111.8,197.7,104.2
MIDTERMS,5163,163.2,197.9,200.5,242.4,72.0
HAVING,1061,46.7,124.8,117.0,200.2,96.2
PRACTICAL,2028,315.3,334.4,322.4,362.2,105.8
PROJECT,2246,207.3,287.6,291.9,385.6,113.7
WOULD,764,40.4,81.0,90.4,149.8,90.6
BE,234,0,0,0,0,39.0
BETTER,920,181.8,210.5,189.7,218.3,80.7
