word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,530,62.5,101.5,125.0,164.0,101.5
FAVOURITE,2262,79.7,216.7,218.4,359.0,159.7
CLAS,5086,25.0,71.8,74.8,121.6,74.8
IN,390,23.5,70.0,101.5,148.0,124.5
HIGH,515,97.8,86.0,109.5,97.8,70.2
SCHOOL,2621,327.7,387.3,403.0,468.0,96.3
WAS,390,5.0,67.7,46.7,109.3,104.3
SCIENCE,6146,307.3,325.3,293.9,311.9,98.1
BECAUSE,1606,298.7,345.6,327.6,396.7,124.7
IT,249,7.5,70.0,46.5,109.0,101.5
HAS,1700,15.6,62.4,53.2,112.4,74.8
THE,312,15.3,73.0,62.3,130.0,98.7
STRONG,2964,93.4,164.9,167.1,242.9,93.6
ABILITY,1185,138.1,178.3,198.1,251.7,122.4
TO,344,0.0,47.0,62.5,109.5,109.5
CAPTURE,1467,80.0,185.0,189.4,303.3,136.1
NATURE,889,31.2,130.0,127.3,231.5,119.7
WITH,2636,19.5,74.0,85.8,155.8,101.2
MIND,2793,312.0,394.0,394.0,476.0,109.2
STIMULATING,2215,286.5,341.8,348.7,406.9,97.8
LOCAL,5055,66.2,74.0,79.9,99.4,70.1
AND,390,20.7,83.3,88.3,151.0,99.0
GICAL,2980,53.2,87.4,90.4,193.8,128.4
ND,639,15.5,78.0,62.5,125.0,109.5
AND,359,20.7,78.0,83.3,150.7,109.0
MATHEMATICAL,1809,234.1,263.9,262.6,292.4,77.9
EQUATIONS,2854,117.0,213.8,221.5,324.5,123.2
MY,578,62.5,117.0,117.0,171.5,109.0
LEAST,967,56.2,146.6,152.8,274.4,149.6
FAVORITE,1872,91.8,214.5,214.5,341.2,146.2
WAS,671,25.7,109.3,125.0,260.0,197.3
CHEMISTRY,7503,55.2,146.5,147.6,238.9,102.1
BUT,375,15.7,73.0,73.0,151.0,114.3
THE,405,47.0,93.7,88.3,166.3,114.3
INTRUCTOR,4024,483.8,532.1,533.6,581.9,82.5
STRUCTOR,4882,332.9,371.0,371.1,409.2,72.8
TOOKS,733,59.2,127.8,121.6,190.2,87.4
VARIOS,1654,106.7,228.8,231.5,369.3,166.5
US,1716,0.0,52.0,31.3,83.3,83.3
REA,858,20.7,145.3,124.7,249.3,176.7
L,546,0,0,0,0,109.0
LIFE,640,35.2,101.5,89.8,156.0,93.5
EXAMPLE,1232,147.0,193.9,214.0,278.6,140.4
ND,234,15.5,70.0,62.5,117.0,101.5
LABORATORY,7347,1806.8,1826.6,1822.4,1842.2,63.7
EXPERIMENTS,2433,242.5,305.0,306.3,368.8,93.5
TO,312,15.5,62.5,62.5,109.5,94.0
MAKE,2293,118.1,151.4,156.0,189.3,51.1
IT,296,8.0,54.5,78.0,124.5,116.5
COME,437,23.5,74.0,85.8,159.8,105.2
TO,312,8.0,55.0,54.5,101.5,93.5
LIFE,1123,35.2,128.8,121.0,214.5,120.8
INTERACTION,2449,270.9,305.0,319.0,361.6,112.0
IN,374,15.5,62.5,85.5,132.5,117.0
CLASSES,2527,188.8,220.0,221.5,252.7,43.7
WITH,531,39.0,74.0,86.0,160.0,109.2
LITTLE,1077,216.0,234.0,231.5,249.5,65.0
NUMBER,2012,175.4,230.0,228.1,282.8,70.2
OF,1794,39.0,62.0,94.0,117.0,78.0
STUDENTS,1077,97.5,113.1,113.0,148.1,78.0
IS,203,8.0,54.5,39.0,101.5,109.5
GOOD,1466,85.8,136.5,132.5,183.2,74.0
LABS,733,42.8,124.8,121.0,203.0,105.5
ARE,608,20.7,135.0,130.0,254.3,176.3
A,312,0,0,0,0,140.0
GREAT,1060,69.0,171.6,180.8,283.4,136.8
WAY,1139,15.5,50.8,74.2,140.5,109.2
TO,811,273.0,312.0,319.5,358.5,85.5
GAIN,530,39.0,78.0,85.8,179.2,124.8
PRACTICAL,1638,260.0,282.6,272.2,298.1,84.8
EXPERIENCE,3073,221.5,271.5,268.3,318.3,96.8
WITH,484,12.0,82.0,82.0,152.0,97.2
HE,858,15.5,70.0,47.0,101.5,86.0
THEORETICAL,3057,478.0,530.5,513.3,568.5,97.6
CONCEPTS,2309,249.6,300.2,288.8,350.9,120.8
MORE,734,23.5,93.8,85.8,156.0,105.2
