word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,624,85.5,117.0,132.5,164.0,78.5
FAVOURITE,1903,105.7,188.9,182.0,275.7,111.0
CLASS,686,15.6,71.8,62.4,118.6,78.0
IN,406,70.5,101.5,109.5,140.5,70.0
SCHOOL,1747,124.7,187.2,195.0,257.5,83.3
WAS,437,15.7,57.3,46.7,119.7,135.3
PHYSICS,2309,260.7,305.1,285.4,352.1,95.9
IT,3572,1466.5,1498.0,1513.0,1544.5,78.0
WAS,515,31.0,88.7,125.0,244.7,197.7
TOUGHT,1138,210.7,228.8,223.7,262.5,93.3
BY,421,39.0,23.5,85.5,148.0,187.0
MY,437,85.5,117.0,124.5,156.0,70.5
FAVOURITE,1841,106.0,180.2,183.8,272.0,107.3
TEACHER,1186,271.7,323.0,314.3,365.6,122.7
MR,1341,179.5,242.0,226.0,288.5,109.0
ANIL,1653,101.5,167.8,187.2,300.0,151.8
YADAV,1794,215.6,221.8,246.8,277.8,118.6
SIR,2730,78.0,124.7,145.7,213.0,119.3
USED,624,43.0,128.8,93.8,179.5,109.2
TO,374,39.0,78.0,78.0,117.0,78.0
MAKE,562,0.0,70.2,74.2,144.5,101.5
THE,468,10.3,41.7,41.7,73.0,62.7
CLASS,733,43.6,109.2,115.4,181.0,90.6
VERY,952,93.5,179.2,187.2,312.0,152.2
INTERESTING,2231,228.4,212.6,242.5,243.9,89.4
BY,406,31.0,16.0,86.0,133.0,164.0
EXPLAINING,2917,123.5,197.2,199.9,273.6,86.5
CONCEPTS,2917,319.0,357.2,372.7,428.2,98.8
SUCH,764,58.5,128.8,140.2,210.5,101.2
AS,265,0,0,0,0,109.0
THE,374,5.3,26.0,31.0,62.3,67.7
LAWS,1077,121.0,195.0,214.5,288.5,109.0
OF,328,62.5,117.0,101.5,156.0,93.5
MOTION,1060,205.3,260.0,259.8,314.5,109.2
AND,405,93.3,62.7,78.0,182.0,223.3
GRAVITY,1700,89.1,176.1,178.3,287.6,122.6
BY,390,47.0,23.0,70.0,140.0,187.0
SIGHTING,1825,370.4,417.1,405.8,452.5,91.6
REAL,889,120.8,113.0,159.8,284.5,191.0
EXAMPLES,1809,241.8,300.4,296.2,354.9,97.5
AND,608,114.7,10.3,98.7,223.7,270.7
NOT,998,114.3,166.3,161.3,213.3,78.0
ONLY,998,136.5,191.0,195.0,249.5,74.0
WOULD,1451,171.6,221.4,231.0,280.8,78.0
THE,421,5.3,36.3,31.0,72.7,78.0
COURSE,2699,330.3,421.2,426.5,517.3,116.8
BE,250,0,0,0,0,39.0
INTERESTING,2137,245.3,228.3,252.5,249.6,83.5
BUT,421,46.7,62.7,88.3,166.3,135.0
ALSO,764,47.0,109.2,128.8,191.0,101.2
LOADED,904,111.7,148.0,156.0,197.7,112.0
WITH,764,43.0,113.2,136.5,206.8,113.0
FUN,780,135.0,182.0,197.7,244.7,88.7
FACTS,920,56.0,128.0,131.0,234.2,146.8
DISCOVERIES,2199,409.7,439.5,445.1,474.9,83.6
AND,546,130.0,21.0,93.7,234.0,286.0
INVENTIONS,2917,263.6,282.4,321.4,358.8,109.1
I,2621,0,0,0,0,93.0
FEEL,765,86.0,132.8,132.8,179.5,66.2
WE,733,0,0,0,0,78.0
HAVE,577,23.0,113.2,105.2,203.0,125.0
SUFFICIEN,4555,141.6,171.7,176.8,206.8,66.5
T,608,0,0,0,0,140.0
AMOUNT,1295,96.5,184.7,195.0,304.2,135.2
OF,327,47.0,117.0,93.5,163.5,116.5
HOMEWORKS,2480,355.1,407.3,438.4,500.9,136.8
AND,437,119.7,36.3,73.0,197.7,249.7
QUIZZES,1997,167.3,229.6,240.7,303.0,82.3
I,37658,0,0,0,0,46.5
WISH,842,42.8,132.8,144.2,234.2,125.0
TO,359,0.0,39.0,62.5,101.5,101.5
WORK,952,82.0,167.8,187.2,273.0,124.8
AS,359,0,0,0,0,140.5
AN,343,31.0,15.5,62.5,109.0,140.0
ENTREPRENEUR,4618,529.2,521.4,526.6,518.8,49.4
IN,1154,78.0,109.0,117.0,148.0,70.0
YEARS,812,68.8,140.4,131.2,296.4,180.8
FOR,531,78.0,135.0,140.7,197.7,93.7
NOW,1170,62.7,145.7,125.0,208.0,109.0
I,749,0,0,0,0,78.0
IMMEDEATELY,5304,901.0,947.8,964.8,1011.5,97.5
AFTER,796,43.6,118.4,118.6,199.8,118.8
GRADUATING,1997,329.2,354.4,363.3,388.5,103.0
I,359,0,0,0,0,109.0
WOULD,858,90.6,152.8,149.8,212.0,77.8
JOIN,843,93.8,132.5,160.0,245.8,132.8
AMAZON,1404,145.7,174.3,182.2,210.8,91.2
AND,421,99.0,52.3,83.0,192.3,229.0
WORK,780,66.2,132.5,148.2,214.5,97.5
AS,281,0,0,0,0,101.5
A,250,0,0,0,0,125.0
SOFTWARE,2184,154.1,230.1,228.2,304.2,93.6
DEVELOPER,2231,320.7,353.6,367.3,400.2,86.6
LEARNING,1389,122.9,159.9,159.9,228.1,113.0
THE,421,52.0,98.7,98.7,166.0,103.7
BUSSINESS,1622,287.7,305.1,312.0,343.2,64.1
FROM,624,54.5,89.8,109.2,175.5,105.2
THE,406,41.7,99.0,93.7,151.0,83.3
INSIDE,952,135.2,163.7,153.5,182.0,75.3
