word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
THE,655,62.0,119.3,124.7,182.0,88.7
FAVOURITE,2652,204.4,266.9,266.9,346.7,86.7
MY,2246,62.5,109.5,101.5,148.5,86.0
FAVOURITE,1498,79.7,147.3,149.1,227.0,86.6
ORITE,4228,80.7,132.7,130.0,182.0,62.3
CLASS,842,90.4,143.4,146.6,199.6,68.6
IN,327,23.5,31.0,54.5,109.0,132.5
COLLEGE,1014,100.3,115.9,127.1,147.0,53.3
WOULD,2293,301.8,358.8,358.8,421.2,75.3
BE,281,15.5,46.5,54.5,85.5,70.0
PROGARMMING,2574,531.8,564.5,551.7,592.9,78.1
LANGUAGES,1778,407.4,421.2,426.6,440.3,64.1
FUNDAMENTALS,7410,546.0,577.2,570.7,601.9,63.8
DUE,406,42.0,88.7,99.0,145.7,72.7
TO,2496,62.0,101.0,85.5,124.5,62.5
ITS,1638,39.0,78.0,78.0,117.0,58.5
BREADTH,1420,104.7,176.0,176.1,247.4,84.7
APPRACH,1560,200.6,227.3,218.4,245.1,57.7
OF,297,39.0,86.0,78.0,125.0,86.0
COVERING,1482,93.5,165.8,165.8,249.8,93.8
A,250,0,0,0,0,78.0
HOST,764,62.2,128.8,128.8,195.2,86.0
VARIED,6302,80.0,118.9,120.9,163.8,52.6
HOST,749,82.0,140.5,140.5,199.0,74.0
OF,265,23.0,62.0,70.0,109.0,86.0
INTERESTING,1700,172.9,170.2,178.7,181.6,55.3
TOPICS,1388,119.7,189.8,184.5,254.7,80.5
TH,546,54.5,93.5,93.5,132.5,78.0
E,390,0,0,0,0,62.0
LEAST,1280,140.6,202.8,209.2,271.4,81.0
FAVOURITE,1778,104.1,178.6,176.8,265.2,95.3
UCLASS,5086,759.0,819.0,821.7,881.7,75.7
WITH,1279,121.0,171.8,171.5,222.2,66.2
WOULD,1685,68.4,121.8,121.6,199.8,90.6
ALGORITHMS,4306,118.2,179.3,185.8,247.0,74.2
AND,1341,253.5,296.5,300.2,343.2,70.2
ANALYSIS,8782,296.3,297.5,294.0,295.2,22.7
BECAUSE,1045,236.1,267.3,278.4,309.6,71.1
IT,468,86.0,117.0,125.0,156.0,70.0
WAS,562,78.0,130.0,140.3,192.3,83.3
TAUGHT,1528,335.5,361.5,366.8,392.8,59.7
IN,390,39.0,23.0,55.0,117.0,156.0
A,219,0,0,0,0,125.0
VERY,718,58.5,121.0,121.0,183.5,82.0
MANNER,2013,98.8,143.0,150.8,200.0,62.2
LTHE,15179,2496.2,2533.4,2533.4,2570.6,52.8
CLASS,1701,93.6,146.6,143.6,196.6,71.8
COULD,686,47.0,87.4,90.4,156.0,84.2
HAVE,765,27.5,93.8,93.8,160.0,85.8
BEEN,561,50.8,93.8,89.8,132.8,58.5
MADE,687,89.8,144.2,148.2,202.8,78.0
MORE,468,51.0,81.8,89.8,160.0,97.8
INTERSTING,4399,700.5,708.4,709.7,727.0,59.3
WITH,749,82.0,136.5,140.5,195.0,74.0
EINVOLVING,17566,1574.3,1595.0,1587.4,1608.1,46.8
ASSIGEMNETS,2996,507.7,527.5,533.4,553.2,56.7
AND,500,31.0,93.7,104.0,166.7,104.3
AN,405,23.5,54.5,78.0,109.0,85.5
INETRECTIVE,3089,830.9,828.2,839.5,836.7,58.2
DELIVERY,1872,263.4,306.2,300.1,343.0,70.0
OF,297,31.5,70.5,70.5,109.5,78.0
THE,421,46.7,99.0,88.3,140.7,73.0
COURS,936,43.6,109.2,112.2,190.2,96.6
E,1701,0,0,0,0,47.0
NO,733,47.0,86.0,101.5,140.5,93.5
QUIZZES,2309,207.1,258.6,269.6,321.0,71.4
AND,390,47.0,83.0,93.7,140.3,78.0
ASSIGNMENTS,2153,455.2,476.5,475.1,496.5,55.4
ENABLE,1295,140.3,174.0,166.3,200.0,72.7
ME,1092,15.7,46.7,41.7,72.7,57.0
TO,343,15.5,54.5,54.5,93.5,78.0
LEARN,1030,99.8,162.2,168.4,230.8,84.2
BETTER,6957,122.2,135.3,132.5,145.7,52.2
AND,406,31.3,78.0,93.7,140.3,88.3
ALSO,655,47.0,97.5,109.2,159.8,77.8
ENJOY,1155,115.6,184.2,184.2,252.8,84.2
BETTER,2231,377.2,392.7,390.2,405.7,54.3
IN,421,31.5,23.5,54.5,109.5,141.0
THE,421,41.3,93.3,98.7,150.7,83.3
N,1591,0,0,0,0,78.0
THE,374,46.7,98.7,93.3,145.3,72.7
FUTURE,1389,213.3,236.7,247.2,270.5,70.0
I,296,0,0,0,0,78.0
WOULD,733,46.6,115.4,115.4,209.0,112.4
LIKE,562,54.8,117.0,113.2,175.5,81.8
TO,266,15.5,31.5,23.5,70.5,86.0
SEE,468,93.7,114.3,124.7,145.3,51.7
MYSELF,967,72.7,132.7,135.2,195.2,73.0
WORKING,983,46.9,118.1,120.3,196.1,89.1
IN,281,39.0,23.5,0.0,62.5,101.5
INTHE,2169,100.0,156.0,165.4,227.8,87.4
FIELD,795,47.0,118.6,121.6,193.2,90.2
OF,640,187.5,226.5,226.5,265.5,78.0
SOFTWARE,2652,236.0,306.2,304.2,374.5,78.0
DESIGN,1264,124.7,176.8,182.0,234.2,65.2
AND,421,36.7,83.3,88.3,135.0,77.7
ARCHITECTURE,2996,534.2,542.0,540.7,548.5,54.7
I,327,0,0,0,0,78.0
THINK,1747,187.2,265.2,249.6,327.6,93.6
I,390,0,0,0,0,78.0
AM,327,0.0,31.5,46.5,78.0,78.0
CLASS,889,87.4,140.4,146.6,199.6,74.8
TO,297,8.0,31.0,39.0,78.0,86.0
MY,499,70.0,109.0,109.0,148.0,78.0
SHORT,2168,60.4,111.4,118.1,169.1,68.9
TERM,921,90.0,164.0,164.0,238.0,93.5
GOALS,967,93.6,156.0,159.0,221.4,78.0
OSEALTHOUGH,15585,1983.6,2006.5,2023.2,2046.1,82.8
UB,1014,257.5,281.0,296.5,320.0,62.5
HAS,499,78.3,130.0,130.0,181.7,72.3
BEEN,624,58.5,97.5,97.5,136.5,58.5
AN,374,15.5,54.5,70.0,109.0,93.5
