word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,562,0,0,0,0,156.0
LIKE,998,113.0,202.8,175.5,265.2,109.2
SPORTS,4649,956.1,978.4,993.9,1016.1,100.3
CLASS,2059,177.8,274.6,274.6,371.4,128.0
BEST,3682,414.4,470.3,472.4,537.1,87.0
BECAUSE,1451,325.6,381.1,363.3,418.9,100.0
IT,343,16.0,78.0,86.0,148.0,132.0
THEY,2574,308.2,398.0,409.5,499.2,120.8
AREES,5834,667.8,745.8,745.6,823.6,106.0
INTERRESTING,3557,199.0,189.9,200.2,193.8,59.9
I,6084,0,0,0,0,78.0
THINK,780,49.8,121.8,128.0,200.0,93.8
WHAT,6599,77.9,129.3,138.1,198.4,82.6
SUBJECTS,3666,596.8,647.4,657.2,707.9,117.0
IS,312,15.5,93.5,78.0,156.0,140.5
NOT,530,52.0,125.0,114.3,187.3,104.0
VERY,904,97.8,156.0,171.5,229.8,89.2
IMPORTANT,2168,230.6,274.1,286.0,329.6,88.6
THE,951,78.0,161.0,156.0,239.0,124.7
KEY,796,119.7,192.3,208.0,280.7,114.3
IS,671,70.0,132.5,148.0,210.5,140.5
TEACHERS,4150,698.1,762.4,768.2,832.5,124.9
THE,4259,57.3,125.0,114.3,182.0,104.0
I,609,0,0,0,0,94.0
F,1638,0,0,0,0,86.0
A,359,0,0,0,0,203.0
TEACHER,1498,280.9,325.6,329.7,374.4,91.4
COULD,3432,478.2,543.3,548.7,613.8,93.8
MAKE,1123,128.5,230.0,226.0,327.5,136.5
HIS,421,20.7,109.0,83.3,171.7,119.7
HER,452,36.3,93.3,72.7,181.7,135.0
CLASS,1123,90.4,162.4,159.0,231.0,96.8
UNDERSTANDBLE,3869,670.8,739.2,740.4,808.8,93.7
AAND,5148,479.8,538.2,546.0,604.5,97.5
INTERRESTING,3650,211.9,205.3,206.7,205.4,58.6
ALL,577,73.0,104.0,125.0,156.0,83.0
STUDENTS,1810,187.2,208.6,200.8,222.1,89.8
WILL,2106,397.8,452.2,475.8,530.2,105.2
LOVE,2309,424.8,526.5,511.0,620.2,132.8
THIS,843,74.0,179.5,171.8,277.2,136.8
CLASS,2106,87.4,156.0,162.2,237.2,106.2
TEACH,6552,171.6,296.4,280.8,405.6,152.8
COULD,1295,96.6,205.8,209.0,318.2,143.6
COULD,2730,81.4,162.4,162.2,249.6,121.6
TRY,624,73.0,135.3,156.0,229.0,119.7
TO,1311,338.0,369.0,359.0,390.0,52.0
DIGIVE,20608,18.5,62.4,55.4,99.3,55.3
MORE,765,47.0,136.5,121.0,234.0,144.2
CLEAR,1966,140.2,252.6,255.8,368.2,146.8
STRUCURE,3214,696.2,706.0,733.1,742.9,105.2
TURE,4992,33.4,71.3,66.9,113.6,60.1
OF,702,156.0,234.0,226.0,304.0,148.0
THE,890,125.0,213.3,218.7,307.0,140.3
CONCEPTS,11747,308.9,368.1,351.1,410.3,85.8
AND,717,83.0,192.3,176.7,286.0,156.0
GIVE,920,93.8,163.8,156.0,226.0,97.2
MORE,1108,105.5,195.0,195.0,284.5,120.8
INTERACTION,13385,750.3,778.5,790.1,826.8,100.7
I,530,0,0,0,0,141.0
I,1155,0,0,0,0,141.0
PLAN,921,70.0,175.5,167.8,273.2,129.0
TO,483,31.0,101.0,109.0,179.0,148.0
BE,374,7.5,62.5,62.5,132.5,140.0
A,218,0,0,0,0,187.0
SOFTWARE,8299,611.0,668.2,674.8,734.5,75.3
ENGEER,2325,478.3,488.8,493.8,504.3,72.7
INNER,5319,548.8,608.4,596.0,674.0,93.6
DEVELOPER,7878,844.1,899.6,901.4,956.9,95.4
I,390,0,0,0,0,125.0
AM,421,0.0,54.5,101.5,156.0,156.0
INTERSTING,3869,552.0,564.7,595.9,611.6,98.3
IN,609,70.0,125.0,117.0,172.0,102.0
EWEB,6396,156.0,140.4,165.4,149.8,68.6
DEVELOPMENT,6287,938.5,992.2,986.4,1040.2,77.8
I,1045,0,0,0,0,94.0
