word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MY,1919,78.0,109.5,117.0,148.5,70.5
FAVORITE,1420,74.0,154.1,150.1,234.0,97.5
CLASS,671,43.4,96.6,109.2,162.4,81.4
IN,266,23.5,15.5,47.0,86.0,109.5
COLLEGE,967,102.4,124.7,124.7,169.6,82.7
WAS,422,21.0,78.0,83.3,171.7,140.3
SOFTWARE,1529,74.1,136.5,142.4,255.5,134.6
ENGINEERING,1326,52.5,53.9,59.6,63.8,52.5
THS,733,5.3,26.0,36.3,67.7,73.0
INSTRUCHE,3775,259.9,301.7,301.6,361.5,71.6
ISNTRUCTOR,1482,232.4,255.8,249.5,304.1,87.2
INSTRUCTOR,1560,167.0,194.9,195.0,235.5,70.2
MADE,530,19.5,97.5,70.0,148.0,97.5
IT,187,23.5,31.5,31.0,86.0,109.5
INTERESTING,1669,137.6,107.8,116.5,112.1,69.6
BY,905,36.3,72.7,67.7,104.0,67.7
GIVING,905,104.0,78.2,85.8,80.7,85.7
LOITS,1310,136.0,156.1,144.9,173.9,37.9
TS,2605,0,0,0,0,23.2
OF,218,0,0,0,0,46.5
REAL,639,66.2,74.2,109.2,202.8,148.0
LIFE,593,47.2,124.8,105.2,214.2,128.5
EXAMPLES,1467,208.5,253.5,251.6,316.1,97.8
AND,265,21.0,0.0,26.0,47.0,68.0
EXPLAINING,3541,170.6,202.8,200.1,245.0,49.5
THE,421,15.7,73.0,67.7,145.7,114.3
PRACTICAL,2527,285.4,315.1,304.1,340.0,90.3
APPLICATIONS,1404,167.8,169.1,183.3,213.2,92.2
TO,203,31.0,8.0,23.5,62.5,93.5
US,265,0.0,47.0,39.0,86.0,86.0
I,390,0,0,0,0,109.0
DEFINITELY,2839,543.5,574.8,575.9,607.2,59.8
LIKE,500,43.0,86.0,82.0,125.0,62.5
CLASSES,1389,118.3,160.4,160.6,207.3,62.4
TO,172,39.0,8.0,8.0,55.0,94.0
BE,187,16.0,31.0,31.0,78.0,94.0
INTEACTIVCE,3073,438.9,430.5,434.8,434.7,36.3
VE,1498,23.5,86.0,70.5,133.0,109.5
LABS,640,27.5,66.5,70.2,132.8,89.8
ARE,390,5.3,57.3,52.0,104.0,98.7
IMPORTANT,1451,171.7,204.4,215.0,279.1,116.2
TOO,437,41.3,67.3,72.7,98.7,57.3
SINCE,530,37.4,81.2,68.6,168.4,121.6
THEY,468,19.8,70.2,74.0,164.0,121.2
DEALK,593,25.0,53.0,68.6,146.6,103.0
WITH,515,19.2,70.2,74.0,156.0,109.2
PRACTICAL,1716,221.5,226.2,218.3,248.2,90.6
APPLICATIONS,1373,158.8,159.8,170.3,202.8,97.6
HOMEWORK,2153,394.1,442.6,452.5,505.0,99.4
AND,234,21.0,5.0,20.7,46.7,67.7
QUIZZES,2511,207.5,235.7,232.4,273.0,56.2
HELP,639,51.0,105.2,113.0,175.2,89.5
US,218,8.0,46.5,46.5,101.0,109.0
LEAEN,1232,480.6,486.8,508.6,514.8,99.6
RN,842,0.0,46.5,55.0,101.5,101.5
MATERIA,1045,236.3,280.7,274.1,332.0,109.0
L,1498,0,0,0,0,21.0
BETTER,796,145.5,169.0,150.7,174.2,70.3
GRADING,1295,133.9,165.0,162.7,220.7,109.1
IS,219,15.5,54.5,31.5,101.5,117.0
NECESSARY,1701,159.2,199.3,214.9,268.6,107.3
TO,219,31.0,0.0,23.5,54.5,85.5
KEEP,561,58.5,93.5,89.8,140.2,70.0
CHECK,514,78.0,90.4,90.4,115.2,84.4
ABOUT,530,46.8,74.8,78.0,168.4,118.4
ONES,873,104.8,167.8,167.5,253.5,117.0
LEARNING,3634,66.5,115.2,124.8,208.5,122.6
IF,3027,0,0,0,0,55.0
THERE,483,103.2,93.8,90.4,112.2,87.2
WAS,358,5.3,52.0,31.0,88.3,93.7
NO,266,16.0,39.0,39.0,94.0,110.0
GRADING,842,109.1,127.1,129.1,187.1,109.1
IT,203,31.0,31.0,31.5,93.5,124.5
MIGHT,1466,199.8,274.6,268.2,343.0,87.2
END,250,20.7,0.0,21.0,41.7,62.3
UP,468,70.0,117.0,117.0,164.0,94.0
WITH,468,42.8,62.5,70.2,152.5,113.5
TUDENTS,936,89.3,113.7,111.4,153.9,91.4
NOT,312,15.7,62.3,62.3,140.3,114.3
LEARNING,920,62.4,117.0,119.0,193.1,113.2
AS,234,0,0,0,0,86.0
MUCH,671,50.5,93.5,85.8,183.2,117.0
IM,1373,374.5,421.5,429.0,476.0,101.5
I,1872,0,0,0,0,109.0
PLAN,437,23.5,54.5,74.2,144.2,105.2
TO,219,23.5,31.0,23.5,78.0,101.5
WORK,593,54.8,89.8,109.2,191.2,121.0
IN,219,31.5,15.5,23.5,70.5,102.0
THE,312,15.3,57.3,46.7,119.3,103.7
SOFTWARE,4461,275.9,330.0,330.0,407.9,87.5
ENGINEERING,1560,69.5,70.9,68.0,75.3,56.8
SECTOR,3494,132.7,226.3,221.0,320.0,114.5
I,421,0,0,0,0,94.0
EE,422,0,0,0,0,46.5
MYSELF,858,49.7,124.8,122.3,213.5,106.8
HOPEFULL,2824,227.1,282.6,284.3,350.0,79.6
Y,281,0,0,0,0,109.0
FOUNDER,795,51.6,82.4,82.4,189.6,133.9
OF,234,0,0,0,0,55.0
MY,499,109.0,148.0,148.0,187.0,78.0
OWN,437,36.7,93.7,78.0,156.3,99.3
COMPANY,4212,512.4,557.1,561.6,664.3,122.7
IN,234,31.5,15.5,31.0,78.0,109.5
YEARS,795,37.4,128.0,121.6,255.8,156.0
I,530,0,0,0,0,140.0
FEEL,609,70.2,105.2,101.5,160.0,82.0
IM,998,312.0,351.0,358.5,397.5,85.5
EASONABLY,1295,169.9,206.2,214.9,265.2,98.9
CLOSE,593,21.8,53.0,65.6,102.8,62.2
TO,219,31.5,7.5,23.5,62.5,94.0
MY,453,86.0,132.5,125.0,171.5,85.5
GOALS,3011,34.6,112.4,106.0,202.6,118.4
BETTER,9219,154.0,183.2,181.4,222.4,52.8
MORE,2777,215.4,249.6,237.0,290.0,71.6
NETWORKING,1482,145.1,184.1,184.2,244.8,96.5
OPORTUNITIES,2418,191.0,197.5,236.5,266.3,101.3
PWOULD,3588,200.2,239.2,236.7,312.0,91.0
PROBABLY,1202,105.1,132.5,156.0,202.9,87.9
HELP,608,27.2,97.5,93.5,163.8,89.8
IN,265,23.5,23.5,46.5,93.5,117.0
ACHIEVING,1685,232.2,277.3,268.8,327.7,95.3
GOALS,936,31.0,109.2,109.2,193.4,102.8
LITTLE,873,153.5,156.0,153.5,156.0,41.5
EASIER,2402,138.8,151.4,157.6,179.4,76.4
I,1653,0,0,0,0,94.0
DO,266,7.5,23.5,55.0,86.0,93.5
THINK,1482,166.3,213.3,213.2,301.5,109.0
UB,421,31.0,23.5,47.0,101.5,132.5
PREPARES,3354,134.6,150.4,163.6,191.1,83.9
US,187,0,0,0,0,54.5
TOWARDS,951,37.9,113.7,106.9,214.1,120.6
ACHIEVING,1872,294.9,344.7,347.9,400.9,88.9
OUR,406,36.3,67.7,83.3,166.7,145.7
GOALS,3932,189.8,221.0,221.0,298.8,98.7
ACHIEVING,2824,271.5,324.6,322.9,379.2,92.1
DREAMS,1076,59.7,137.7,140.3,244.3,119.7
IS,187,0,0,0,0,54.5
MORE,374,23.2,54.5,43.0,120.8,109.0
IMMENSELY,3962,167.2,204.4,209.2,246.4,66.9
MORE,328,19.5,39.0,39.0,97.5,89.8
ABOUT,827,77.8,131.0,131.0,265.4,162.6
HARDWORK,1997,145.7,166.4,180.3,211.6,69.3
AND,281,31.3,5.3,26.0,52.0,83.3
MAYE,1513,19.8,74.0,70.2,132.5,81.8
BE,2356,16.0,39.0,31.0,86.0,102.0
WEE,406,0,0,0,0,26.0
BIT,500,46.3,119.3,130.0,203.0,109.7
ABOUT,546,46.8,78.0,87.4,175.0,115.8
LUCK,624,46.8,97.5,101.2,160.0,78.2
THE,796,26.0,93.7,88.3,156.0,98.7
PICTURE,1029,46.7,122.6,104.7,198.3,104.7
ABOVE,1388,140.3,192.3,197.5,275.5,101.3
EES,515,0,0,0,0,31.0
MS,515,0,0,0,0,46.5
TO,250,23.5,23.5,39.0,86.0,109.5
EPICT,920,74.8,143.6,152.8,271.6,146.8
NUMBER,733,44.3,104.0,98.8,158.5,72.7
OF,811,161.3,197.7,208.0,244.3,83.0
PEOPLE,2403,37.5,34.4,43.7,40.6,37.5
ENJOYING,2496,641.2,677.6,686.4,722.8,72.9
SKIING,811,51.8,111.8,117.0,202.7,109.0
AT,296,46.5,85.5,101.0,140.0,93.5
SKI,405,41.7,62.3,67.7,119.7,88.3
ESORT,2496,232.1,284.6,288.6,341.1,68.1
THERE,983,78.0,90.6,99.6,131.0,93.6
RE,561,39.0,39.0,47.0,125.0,164.0
LOT,390,46.7,109.0,93.7,156.0,83.3
OF,188,8.0,47.0,39.0,94.0,102.0
PEOPLE,2823,45.1,56.1,43.6,60.8,43.6
WHICH,608,121.6,99.8,140.2,149.6,112.2
INCLUSED,1154,60.5,128.6,126.8,222.1,109.0
DES,1763,47.0,109.0,124.7,218.0,155.7
OLDER,999,93.8,174.6,171.6,277.6,128.0
PEOPLS,1030,106.5,106.5,127.2,148.2,104.2
E,546,0,0,0,0,109.0
WHI,390,26.3,52.0,67.7,124.7,93.3
O,499,0,0,0,0,78.0
HAVE,375,11.8,70.2,70.2,144.2,97.5
ALSO,499,23.8,62.2,78.0,140.5,97.8
BROUGHT,920,29.0,93.6,93.6,180.4,98.0
ALONG,1731,187.1,227.3,229.6,292.0,82.4
THEIR,562,21.6,93.6,87.4,184.2,115.6
CHILDRE,1029,53.6,129.1,127.0,225.1,116.0
N,1388,0,0,0,0,93.0
THERE,2215,74.8,90.4,109.2,131.2,90.6
E,3167,0,0,0,0,47.0
SCENE,1014,103.0,149.8,156.0,202.8,74.8
IN,250,31.5,15.5,39.0,86.0,117.5
THE,249,26.0,5.0,15.7,46.7,72.7
PICTURE,2308,168.2,223.6,232.2,298.0,91.8
LOOKS,687,65.4,118.4,106.2,196.4,102.8
LIKE,546,50.8,89.8,89.8,128.8,58.5
EVERYONE,811,44.9,66.4,62.4,119.1,70.4
IS,202,15.5,31.5,46.5,93.5,109.0
GHAVIN,8611,99.5,120.9,117.0,150.1,68.0
LOT,374,26.0,57.3,46.7,78.0,52.0
OF,187,0,0,0,0,47.0
FUN,608,41.7,41.7,46.7,130.0,125.0
IN,234,16.0,23.0,31.0,70.0,86.0
THE,296,26.0,67.7,62.3,124.7,93.3
SNOW,406,31.5,54.8,62.5,148.8,117.5
CHILDREN,1107,44.8,109.2,113.1,220.4,124.8
ARE,453,31.0,93.3,93.7,197.3,150.7
PLAYING,1903,178.3,242.9,249.6,358.7,135.9
WITH,500,23.5,70.2,78.0,164.2,117.5
ACH,1498,31.0,70.0,74.2,128.8,82.0
OTHER,561,18.4,78.0,81.0,165.4,106.2
AND,312,10.3,21.0,36.3,67.7,78.0
WITH,546,16.0,78.0,81.8,159.8,105.2
THEIR,515,37.6,68.8,56.2,156.2,118.6
PARENTS,904,31.1,82.4,86.9,178.1,113.6
A,3619,0,0,0,0,70.0
COUPLS,998,60.0,127.5,132.7,262.5,153.2
OF,172,16.0,39.0,31.0,86.0,102.0
PEOPLE,998,200.2,228.8,218.3,247.0,75.3
AR,531,85.5,140.5,156.0,211.0,125.5
E,250,0,0,0,0,125.0
TRYING,1232,122.5,187.2,184.5,290.8,121.8
THEIR,1482,13.2,80.7,75.3,163.8,104.0
HAND,359,15.8,62.2,62.5,140.5,101.5
AT,405,78.0,133.0,140.0,195.0,117.0
FISHING,1763,245.8,292.5,273.0,319.8,81.9
IN,265,23.5,23.5,46.5,93.5,117.0
THE,234,15.7,15.3,10.3,41.3,57.0
SMALL,624,31.4,81.2,90.6,146.8,81.2
POOLS,796,74.6,140.4,131.0,196.8,84.6
WITHIUN,1528,409.4,432.9,430.8,454.2,64.4
THE,280,10.3,15.7,26.0,52.0,62.3
N,1544,0,0,0,0,78.0
THE,234,10.3,20.7,21.0,52.0,62.3
LACE,2528,14.0,28.1,26.5,65.6,51.6
C,20046,0,0,0,0,110.0
THERE,1981,98.8,137.8,132.5,171.5,57.2
RE,219,0,0,0,0,94.0
ALSO,530,23.5,66.2,89.8,164.0,117.2
PEOPL,1248,103.0,106.2,109.4,125.0,77.8
W,266,0,0,0,0,110.0
E,390,0,0,0,0,109.0
WHO,1529,237.2,259.0,268.4,309.0,65.6
ARE,343,21.0,31.0,41.3,93.3,114.3
IN,234,23.5,15.5,39.0,78.0,101.5
SLEDGES,1202,332.0,320.9,336.6,325.4,78.0
PULLED,1107,85.7,145.7,145.5,231.5,109.3
BY,406,47.0,101.5,86.0,140.5,93.5
REINDEER,1435,119.0,107.1,107.4,115.0,72.2
SSSSSGMAIL,34929,3094.9,3137.2,3138.7,3193.4,67.2
UBCOLLECTION,7036,781.2,843.7,835.9,901.0,92.4
DATACOLLECTIONDATACOLLECTION,5897,126.0,142.6,140.4,158.2,38.5
YAHOO,1763,59.2,106.0,103.0,168.2,84.0
UBCOLLECTION,4946,327.6,348.0,345.2,379.2,57.6
DATACOLLECTIONSANKIRAN,16134,1966.0,1967.9,1968.0,1969.8,61.0
UB,665,35.0,77.5,100.0,142.5,107.5
DATA,542,51.2,77.5,86.8,113.0,61.8
COCOLLECTION,4692,118.1,144.7,134.0,164.4,48.9
PHASE,952,62.4,128.0,131.0,215.0,102.6
O,4290,0,0,0,0,109.0
PFAWALL,64736,9204.4,9233.7,9243.0,9272.3,92.0
S,1419,0,0,0,0,156.0
NEW,358,15.7,73.0,46.7,104.0,88.3
YOR,437,36.7,114.7,104.0,182.0,104.0
K,2309,0,0,0,0,26.0
TIMES,627,62.6,87.2,97.4,190.8,140.8
NEWS,1199,46.0,99.2,101.0,205.2,137.2
GOOGLE,954,80.2,89.3,95.5,109.3,72.7
