word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
MHY,577,88.3,93.7,83.3,182.0,140.3
FAY,3260,462.8,512.2,504.3,569.3,93.5
FAVORITE,2246,156.1,243.8,247.6,354.8,136.4
CLASS,655,12.6,56.2,43.6,112.4,100.0
IN,188,0,0,0,0,86.0
COLLEGE,1888,152.6,192.4,182.0,228.8,60.7
PHYSICS,2153,363.4,430.3,403.4,470.3,115.9
I,171,0,0,0,0,140.0
NJOYED,1763,187.3,244.5,247.0,319.8,88.3
LEARNING,1170,91.8,136.5,134.5,206.5,116.8
ABOUT,702,50.0,109.2,112.4,221.6,134.2
HE,187,0,0,0,0,70.0
DIFFERENT,1451,104.0,131.8,147.3,185.6,86.8
FUNDAMENTAL,1514,268.1,314.8,300.6,347.4,100.7
FORCES,999,41.5,111.8,117.0,203.0,106.8
HAT,312,15.7,57.3,26.0,99.0,114.7
DRIVE,780,37.4,118.6,102.8,184.0,103.0
PHENOMENA,3884,398.5,426.8,427.0,455.4,54.0
THE,265,26.0,15.3,21.0,62.3,88.3
UNIVERSE,1747,93.6,195.0,179.4,280.8,119.0
AND,11013,11.8,23.5,39.0,74.2,86.0
HOW,327,20.7,62.3,57.0,98.7,78.0
THEY,733,62.2,156.0,148.2,280.5,159.5
ARE,343,0,0,0,0,67.7
ELATED,3604,97.5,124.9,126.8,169.6,83.8
THE,515,21.0,15.7,46.7,83.3,104.3
CONCEPTS,1108,66.4,115.0,111.2,159.9,109.2
OF,172,0,0,0,0,54.5
QUANTUM,2543,659.7,702.0,729.0,771.3,116.0
PHYSICS,1372,200.7,258.6,238.6,296.4,98.0
AND,312,26.0,15.7,36.3,78.0,104.0
RELATIVITY,3604,261.9,271.4,276.6,286.1,54.1
IS,312,0,0,0,0,70.5
OPENS,3401,43.4,93.6,109.2,209.0,137.2
THE,312,10.3,31.3,36.3,78.0,88.3
THEORY,4415,67.3,150.8,156.0,254.8,124.8
OF,203,0,0,0,0,62.5
RELATIVITYH,2184,225.4,242.4,238.3,286.5,102.2
ARE,390,31.0,41.7,52.0,124.7,155.7
FASCINATING,1638,269.5,290.7,280.6,313.4,105.0
TO,188,0,0,0,0,70.5
STUDY,1295,112.6,227.8,227.8,343.0,146.4
MY,796,16.0,101.5,86.0,171.5,155.5
LEAST,656,34.4,96.6,68.8,193.4,137.2
FAVORITE,1685,93.9,181.4,179.4,278.6,118.8
WERE,624,50.8,109.2,89.8,148.2,97.5
THE,281,15.3,26.0,36.7,78.0,93.3
SOCIAL,1060,65.3,137.8,150.7,244.2,122.0
SCIENCES,2215,268.7,237.6,235.8,204.7,71.0
PARTICULARLY,2948,302.4,352.8,345.5,417.5,99.6
HISTORY,1701,140.4,211.7,220.7,323.1,131.4
PARTICULARLY,2215,340.6,391.3,390.0,456.4,97.7
HISTORY,1107,37.9,124.7,129.1,233.7,126.9
THOUGH,842,31.2,67.5,75.3,148.0,98.7
I,250,0,0,0,0,78.0
LOVE,1139,155.8,209.0,181.0,246.6,78.2
TO,203,0,0,0,0,70.5
READ,1404,153.5,187.2,184.7,218.3,64.8
ABOUT,733,52.6,118.4,118.6,240.0,149.6
HISTORICAL,1295,168.5,212.1,223.2,294.8,116.9
EVENTS,1513,142.8,179.3,187.2,244.3,124.8
THE,296,10.3,36.7,31.0,78.0,88.3
SYLLABUS,2543,159.2,202.9,204.3,251.2,59.3
MY,312,0,0,0,0,85.5
OME,374,10.3,36.7,46.7,93.7,104.0
COUNTRY,1950,163.9,224.2,224.2,331.6,125.0
NARROW,1435,113.6,165.0,169.3,234.1,84.9
TEDIOUS,1061,55.4,116.0,116.0,225.1,131.4
ND,156,0,0,0,0,70.5
NESIDED,1654,265.3,309.9,309.9,354.4,98.0
MAKING,1513,135.9,191.6,185.0,271.9,104.7
IT,234,0,0,0,0,70.0
DULL,593,11.8,19.5,19.5,50.8,62.5
STUDY,3120,107.0,178.3,171.6,242.9,89.0
MY,500,0.0,70.5,70.0,140.5,140.5
Y,905,0,0,0,0,54.5
FUTURE,1014,184.7,223.7,202.8,241.8,75.2
CAREER,1326,132.5,184.7,174.2,226.3,70.3
PLAN,889,105.8,175.5,195.0,296.2,148.0
IS,219,0,0,0,0,47.0
TO,219,15.5,39.0,47.0,101.5,117.0
WORK,3292,196.6,258.8,252.6,327.6,100.0
RESEARCHER,2839,34.8,69.5,69.6,104.4,50.4
HE,156,0,0,0,0,78.0
MACHINE,796,26.7,89.1,87.0,198.3,129.1
EARNING,3088,323.5,333.4,341.2,366.6,78.0
COMPUTER,1388,68.0,130.6,126.8,208.6,93.5
VISION,795,104.2,127.3,122.5,150.7,83.0
INDUSTRY,1404,56.2,140.4,140.4,248.0,129.1
FIVE,1638,184.0,249.6,234.0,299.6,87.6
YEARS,780,31.0,99.8,93.6,212.0,149.6
FROM,499,35.2,89.8,70.0,156.0,113.2
NOW,889,0.0,23.5,43.0,66.5,66.5
SEE,514,57.3,93.7,114.3,150.7,93.3
MY,327,7.5,78.0,85.5,156.0,148.5
SELF,1435,18.3,31.2,44.3,83.2,70.2
IN,187,0,0,0,0,93.5
STARTING,1436,206.6,201.0,233.9,271.0,126.9
OSITION,998,180.6,169.4,156.0,144.9,69.0
AJOR,1216,15.5,81.8,93.5,159.8,109.2
TECH,1263,35.0,109.2,120.8,218.5,140.5
FIRM,749,58.5,144.5,140.2,234.2,117.2
OR,219,0,0,0,0,62.5
STARTUP,1295,223.0,216.1,260.7,294.1,131.4
IN,218,0,0,0,0,78.0
RESEARCH,2574,118.5,135.7,143.6,176.4,112.3
CAPACITY,2356,294.4,323.6,308.1,337.4,97.6
AS,234,0,0,0,0,101.5
FRESHLY,1825,169.4,245.1,236.1,356.4,133.6
GRADUATED,1623,156.0,208.1,195.8,254.8,95.3
PHD,1263,234.0,338.0,317.0,421.0,135.0
UB,655,23.5,86.0,93.5,156.0,132.5
OFFERS,1467,149.3,196.1,185.0,231.9,58.0
I,4040,0,0,0,0,94.0
AVE,468,15.7,78.0,62.3,124.7,109.0
JUST,609,19.5,97.5,78.0,156.0,105.2
STARTED,2496,190.3,210.6,212.2,235.5,34.2
ON,234,0,0,0,0,62.5
HIS,327,10.3,36.3,52.0,98.7,109.0
GOAL,687,19.5,86.0,105.5,187.5,121.0
MY,858,70.5,156.0,125.0,210.5,140.0
GOALS,1155,109.2,199.6,202.8,293.2,118.6
WILL,577,7.8,23.2,23.5,54.5,62.2
BE,296,0,0,0,0,47.0
MADE,656,31.0,101.5,89.8,175.8,125.0
ACHIEVEING,5772,335.4,383.7,380.6,438.3,113.8
ING,1342,15.7,26.0,36.3,78.0,93.7
MY,296,0,0,0,0,62.5
GOAL,530,19.8,97.5,105.2,191.0,113.0
WILL,998,0.0,21.8,22.0,43.8,43.8
BE,265,0,0,0,0,62.5
MADE,843,3.8,85.8,82.0,171.5,120.8
EASIER,1139,182.0,166.5,197.7,228.8,161.0
BY,1450,35.2,82.0,62.5,109.2,74.0
READING,795,55.9,75.7,89.1,220.7,162.7
ORE,234,36.3,21.0,10.3,67.7,104.0
PAPERS,1654,236.7,285.8,267.8,353.3,137.7
ND,234,0,0,0,0,62.5
UBLISHING,3088,439.3,478.4,461.4,500.5,68.9
QUALITY,1794,138.1,236.3,234.0,341.0,127.0
