word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
BUFFALO,40467,287.6,365.4,363.3,441.1,91.3
I,250,0,0,0,0,125.0
S,358,0,0,0,0,141.0
A,172,0,0,0,0,141.0
GREAT,858,65.4,131.0,131.2,234.4,122.0
CITY,2309,42.8,117.0,128.8,203.0,105.5
WITH,827,46.8,148.2,152.2,253.8,136.8
A,234,0,0,0,0,141.0
QUIET,967,59.4,153.0,156.0,249.6,118.4
COLEGE,1030,132.7,158.7,166.5,192.5,75.5
TOWN,796,51.0,125.0,125.0,199.0,93.5
LI,10109,2808.0,2847.0,2855.0,2894.0,86.0
LOVE,765,89.5,163.8,144.5,226.2,97.5
THE,390,26.0,93.7,93.7,161.3,99.0
COLLEGE,1965,118.3,138.1,133.7,153.6,57.7
AND,967,171.7,265.3,260.0,353.7,140.3
THE,514,41.7,114.7,119.3,192.3,114.3
CLASSES,5133,213.9,249.6,240.7,276.4,87.0
THERE,1482,305.8,321.2,312.2,327.6,72.0
IS,265,7.5,54.5,62.5,124.5,132.0
ENOUGH,1685,140.3,236.5,241.8,338.0,119.7
FACILITIED,2356,226.2,288.5,282.4,344.7,95.0
S,515,0,0,0,0,109.0
ON,421,62.5,109.5,117.0,164.0,101.5
CAMPUS,1919,192.3,293.8,293.8,395.3,127.5
ARETO,5991,480.8,577.2,577.2,692.4,140.0
KEEP,639,62.5,128.5,117.0,183.0,85.5
ME,281,8.0,62.5,70.5,125.0,117.0
HAPPY,1186,106.0,153.0,162.2,209.2,62.6
AS,593,47.0,109.0,101.5,163.5,116.5
FAR,640,73.0,156.0,166.7,249.7,130.0
AS,390,8.0,78.0,85.5,171.5,179.5
MORE,749,62.2,140.5,121.0,222.2,116.8
RECREATIONAL,2184,247.2,270.5,282.1,310.8,81.9
ACTIVITIES,2231,251.0,301.0,296.3,346.3,82.7
GO,671,23.5,70.5,86.0,133.0,109.5
I,327,0,0,0,0,109.0
GUESS,983,102.8,162.2,152.8,212.2,75.0
THERE,858,146.8,159.2,165.4,177.8,99.8
COULD,780,46.6,127.8,131.2,218.4,109.2
BE,281,15.5,70.0,62.5,117.0,101.5
MORE,733,58.2,140.5,121.0,234.2,132.8
SCOPE,936,84.2,159.2,156.0,249.8,112.6
FOR,468,31.3,104.0,114.3,187.0,119.3
INDOOR,1606,101.5,158.5,166.3,254.7,119.5
SPORTS,2543,254.5,262.7,288.5,312.0,111.5
ESPECIALLY,2340,171.7,223.2,223.1,274.6,78.1
DURING,2106,187.2,245.8,249.6,327.6,95.5
THE,405,36.3,98.7,83.0,156.0,99.0
WINTER,1467,109.0,202.8,197.7,327.8,148.3
THE,670,52.3,125.0,114.3,187.0,103.7
PROFESSORS,2637,390.0,393.2,399.4,412.0,87.4
CLASSROOMS,4368,380.6,427.4,421.2,468.0,81.1
AND,546,57.0,119.7,130.0,192.7,104.3
ETC,4805,218.3,286.0,286.0,353.7,109.3
ARE,624,98.7,161.3,161.3,244.7,119.7
ALL,515,83.3,114.3,114.7,145.7,62.3
GOOD,1045,167.5,230.0,206.8,269.2,78.2
THE,3946,274.6,312.0,302.6,340.0,49.8
ONLY,811,89.5,160.0,163.8,234.2,97.8
QUALMS,1232,85.8,174.3,171.7,260.2,111.8
I,312,0,0,0,0,94.0
HAVE,499,23.2,105.2,93.5,175.5,101.5
ABOUT,748,56.0,118.6,121.6,209.0,115.4
THIS,578,43.0,113.0,109.2,187.2,105.5
PLACE,1420,174.6,237.2,237.2,355.8,149.8
IS,265,7.5,62.5,62.0,117.0,109.5
THE,468,36.7,104.0,114.3,181.7,114.0
CLIMATE,5897,31.2,93.6,93.6,165.4,84.3
COLD,3042,42.8,120.8,121.0,199.0,105.5
