word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
BUFFALO,3136,101.2,160.0,161.9,220.6,72.4
NY,1264,101.0,163.5,163.5,226.0,125.0
MY,483,85.5,140.0,148.0,202.5,117.0
I,4259,0,0,0,0,156.0
EXPERIENCED,2371,280.8,331.8,336.1,387.1,82.3
SNOW,717,46.8,77.8,78.0,148.0,97.2
FOR,374,5.0,36.3,46.7,78.0,73.0
THE,374,67.7,88.3,83.0,155.7,103.7
FIRST,717,37.4,109.2,106.0,190.2,102.8
TIME,483,19.5,82.0,81.8,183.2,128.8
HERE,655,171.8,179.5,175.5,183.2,77.8
IN,1155,21.0,26.0,15.3,62.3,83.3
AND,3105,15.7,78.0,99.0,161.3,109.3
LOVE,936,97.5,179.2,175.5,257.2,109.2
T,2980,0,0,0,0,109.0
I,499,0,0,0,0,187.0
ENJOY,2028,195.0,283.5,283.3,371.8,106.7
THE,374,5.3,36.3,31.0,72.7,78.0
RICH,562,19.5,105.2,93.5,179.2,105.2
HISTORY,4072,321.4,382.2,382.2,443.0,71.7
THAT,1295,253.5,257.5,249.5,253.5,89.8
S,1076,0,0,0,0,141.0
SCATTERED,2668,275.7,313.8,320.7,358.8,74.6
A,765,0,0,0,0,94.0
AROUND,1295,101.7,189.8,189.8,299.0,130.0
THE,327,5.0,36.3,26.0,67.3,72.3
CITY,1450,23.5,117.0,113.0,206.5,124.5
ND,250,0,0,0,0,62.5
ITS,764,140.3,197.7,202.7,260.0,93.7
ARCHITECURE,3822,842.4,842.5,847.8,847.9,72.4
S,2980,0,0,0,0,140.0
ARCHITECTURE,2902,464.1,465.6,474.4,481.1,89.8
BUT,748,67.7,109.3,104.0,145.7,78.0
IN,250,23.5,31.0,47.0,101.5,125.0
Y,281,0,0,0,0,94.0
OPINION,1638,238.4,258.6,249.6,269.7,66.7
WHAT,484,19.8,81.8,82.0,168.0,113.5
BUFFALO,1841,147.0,218.4,220.7,292.1,89.3
NEED,826,89.8,136.5,132.5,179.2,70.0
S,312,0,0,0,0,125.0
NOW,468,5.3,78.0,93.3,166.0,119.3
F,530,0,0,0,0,93.0
MORE,531,27.2,39.0,58.5,124.8,113.0
LIFE,1544,218.4,274.6,280.8,337.0,81.2
UB,2418,39.0,86.0,85.5,132.5,93.5
STUDENTS,1591,171.8,185.2,187.2,200.8,83.9
AND,358,15.7,73.0,78.0,145.3,108.7
BUFFALO,2761,107.0,171.6,176.0,240.6,80.1
STUDENTS,1357,146.0,152.1,157.8,163.9,80.0
TEND,639,39.0,117.0,109.0,195.0,109.2
S,327,0,0,0,0,140.0
TO,297,7.5,70.0,62.5,125.0,117.5
STAY,1014,113.0,195.0,206.8,288.8,121.0
SERESIDENTS,14040,148.3,168.2,173.4,193.3,38.9
WHICH,624,134.6,150.2,162.6,178.2,99.8
NEED,952,93.8,144.2,148.2,198.8,81.8
TO,328,7.5,70.5,47.0,125.0,132.5
MIX,1295,35.2,89.5,105.2,167.5,105.2
TOGETHER,1373,230.1,241.9,241.9,253.6,79.9
TO,374,8.0,62.5,54.5,125.0,133.0
GIVE,577,7.8,62.5,58.5,113.2,78.0
THE,1124,187.0,238.0,245.8,296.8,82.2
CITY,983,54.8,128.8,132.5,206.5,101.2
A,826,0,0,0,0,156.0
NEW,343,5.3,20.7,36.3,62.3,67.7
LIFE,702,74.0,148.2,148.2,222.5,97.8
THE,1997,241.8,296.5,300.2,355.0,82.0
BUILIND,1669,247.6,305.1,281.0,347.4,117.7
DINGS,2980,171.7,244.5,241.7,330.2,109.2
T,531,0,0,0,0,125.0
LECTURE,1451,349.7,389.9,403.3,443.4,84.7
AT,593,132.5,179.5,202.5,249.5,117.0
UB,718,8.0,55.0,70.0,117.0,109.0
ARE,577,88.7,156.0,156.0,223.3,103.7
REAT,1716,41.7,88.5,85.7,132.5,62.3
IN,1575,15.5,15.8,19.5,50.8,66.2
TERMS,874,62.2,146.6,143.6,228.0,106.4
OF,1061,3.8,27.2,23.2,46.8,43.0
FACILITIES,2028,229.2,288.6,286.9,346.3,90.5
AND,358,10.7,78.0,72.7,150.7,114.3
THEIR,1310,168.4,224.6,227.8,302.8,96.8
SIZE,2356,62.5,159.8,152.2,249.5,124.8
UB,686,0.0,54.5,70.5,125.0,125.0
HAS,390,41.7,83.0,93.7,155.7,103.7
AMPLE,796,49.8,124.8,124.8,231.0,125.0
SPORTING,1030,56.6,105.2,107.2,206.6,115.0
FACILITIES,5928,244.9,305.8,299.5,360.4,90.5
BUT,499,25.7,99.0,114.3,197.7,135.3
THINK,811,34.4,124.8,121.6,224.8,122.0
THERE,1201,156.2,168.6,162.4,193.6,87.2
SHOULD,890,49.5,109.2,109.3,179.3,90.8
BE,280,0.0,62.5,54.5,117.0,117.0
MORE,561,46.5,89.8,105.2,187.0,124.5
WINTER,1014,41.5,145.7,143.0,247.2,122.3
SPORTS,1264,176.7,184.7,192.3,226.3,86.0
ON,312,0.0,62.5,93.5,156.0,156.0
CAMPUS,2293,62.3,171.5,169.0,278.2,124.8
THE,936,52.0,99.0,98.7,145.7,93.7
PROFESSORS,2480,341.9,341.9,341.9,341.9,43.9
IVE,889,119.7,187.3,192.3,260.0,114.3
INTERACTED,4462,318.3,354.8,360.0,406.8,79.2
ITH,873,20.7,88.3,83.3,161.7,115.0
AT,546,117.0,163.5,179.5,226.0,109.0
UB,593,23.0,23.5,39.0,85.5,108.5
HAVE,656,46.8,136.5,128.8,218.5,117.2
BEEN,640,58.5,105.2,97.5,144.2,66.2
EXTREMELY,2184,291.0,334.4,332.9,376.3,83.6
FRIENDLY,4898,299.8,356.4,356.4,412.9,64.9
HELPFUL,1810,278.6,320.9,329.7,372.0,102.4
AND,874,176.7,234.0,239.3,306.7,103.7
YET,437,0.0,31.0,41.7,72.7,72.7
MASTERS,2059,479.1,525.9,530.6,577.3,104.7
OF,608,8.0,46.5,39.0,93.5,101.5
THEIR,734,18.8,93.6,93.6,174.8,103.2
RESPECTIVE,1888,343.1,408.6,404.0,469.5,96.8
FIELDS,1872,51.1,124.9,124.9,198.6,89.3
OF,593,23.5,78.0,101.5,156.0,132.5
MY,19281,125.0,179.5,179.5,234.0,109.0
FAVORITE,5148,430.4,505.5,500.8,575.9,82.9
VACATION,2449,321.8,374.4,370.5,423.1,91.6
SPOT,904,97.5,163.8,163.8,269.0,132.5
IS,390,23.5,78.0,93.5,148.0,124.5
MIAMI,1607,100.0,93.6,106.0,106.0,87.4
FL,4368,520.0,572.0,556.3,608.3,88.3
ESP,4914,196.6,177.8,178.0,159.2,37.4
IO,499,55.0,8.0,7.5,54.5,109.5
LOVE,655,66.2,144.2,136.5,214.5,97.5
BEING,1747,125.2,206.0,202.8,296.4,112.2
BEING,3292,59.2,118.6,112.4,221.4,124.6
N,250,0,0,0,0,141.0
BUFFLO,2949,275.1,321.8,323.8,370.4,60.2
LOVE,733,58.8,128.8,132.5,210.5,109.0
BEING,593,34.4,87.4,84.2,187.2,121.8
ON,359,47.0,117.0,101.5,171.5,124.5
A,140,0,0,0,0,109.0
WARM,1857,57.9,98.1,100.3,140.6,51.4
SUNNY,1576,187.3,234.0,234.0,286.0,70.2
BEACH,1716,68.8,137.2,143.4,224.6,106.2
AND,1435,273.2,327.8,331.5,386.0,85.5
MIAMI,1528,137.2,130.8,143.6,137.2,68.6
HAS,593,57.3,130.0,135.3,208.0,119.3
NO,577,39.0,101.5,101.0,163.5,124.5
SHORTAGE,1233,54.6,136.5,138.5,232.1,107.4
OF,265,8.0,39.0,62.5,109.5,117.5
QUIET,1904,90.6,177.8,181.0,274.6,118.6
SERENE,1591,439.3,449.5,460.3,470.5,65.0
BEACHES,1607,352.1,401.1,396.6,445.6,84.6
AS,375,62.0,117.0,117.0,172.0,110.0
WELL,702,93.5,140.5,140.2,187.2,70.2
AS,343,62.5,101.5,117.0,156.0,93.5
CROWDED,2964,374.4,423.4,423.6,472.6,86.9
FULL,2480,49.0,62.4,60.1,73.6,24.6
OF,218,23.5,31.5,31.0,86.0,109.5
LIFE,1248,195.2,273.0,280.8,358.5,108.8
BEACHES,1279,276.4,318.7,318.6,365.4,95.7
IF,733,109.5,171.5,187.5,249.5,140.0
AS,826,265.5,320.0,320.0,374.5,109.0
A,249,0,0,0,0,109.0
D,842,0,0,0,0,94.0
A,140,0,0,0,0,124.0
CHANCE,2387,148.2,179.3,187.2,218.3,91.0
TO,281,0,0,0,0,62.5
GO,328,7.5,54.5,55.0,117.0,124.5
ABROAD,1778,348.5,397.8,387.5,436.8,98.8
FOR,375,26.0,78.0,78.0,161.3,120.0
THREE,1232,149.6,206.0,209.0,265.4,78.2
MONTHS,1716,112.0,182.0,187.2,272.8,109.0
ID,702,124.5,187.0,195.0,257.5,133.0
LIKE,686,66.2,140.5,148.2,222.5,101.5
TO,328,15.5,55.0,39.0,109.5,125.0
VISIT,1202,218.4,240.2,246.6,268.4,96.8
EUROPE,5132,145.7,181.8,187.0,223.2,85.5
ALL,2854,0,0,0,0,46.7
OF,281,7.5,62.5,55.0,125.0,132.5
EUROPE,1700,174.3,213.3,210.5,249.5,85.7
BECAUSE,3760,358.8,384.5,390.0,415.6,58.3
LOVE,1810,65.4,90.4,90.6,152.8,81.0
THE,312,5.3,31.0,26.0,62.3,67.7
DIVERSITY,2465,324.6,383.9,379.2,438.5,87.4
AND,452,41.7,83.3,104.0,145.7,78.0
INTERMIX,1607,234.0,263.4,269.0,313.9,91.5
OF,889,296.5,343.5,366.5,413.5,117.0
SO,250,0,0,0,0,70.5
MANY,780,31.2,132.8,128.5,230.0,132.5
CULTURE,1685,243.0,292.1,287.7,336.9,93.7
THAT,2356,169.0,176.8,158.7,166.5,41.7
ONE,499,26.3,104.0,119.7,197.3,129.7
FINDS,671,18.8,68.6,74.8,149.8,100.0
AS,1435,452.0,507.0,499.0,554.0,102.0
YOU,359,52.0,46.7,57.3,156.0,145.7
TRAVEL,1607,127.5,213.2,215.8,301.5,103.8
THROUGH,998,194.0,236.3,227.3,291.9,111.1
EUROPE,1810,361.3,405.7,397.7,442.0,86.0
STHE,7145,920.5,986.8,982.8,1049.0,101.2
RICH,983,113.0,187.2,175.5,249.8,97.8
HISTORY,1716,100.1,191.7,196.1,296.6,122.7
THE,577,47.0,78.0,67.7,98.7,41.3
PICTURESQUE,4212,890.5,930.4,932.9,972.8,85.2
SCENERY,2918,144.9,198.3,184.9,242.9,100.3
AND,358,21.0,88.3,67.3,156.0,114.7
FRIENLY,4618,288.1,343.2,344.4,399.5,64.8
PEOPLE,1373,111.8,140.3,137.8,166.3,91.0
ARE,639,109.3,166.3,171.7,228.7,93.3
JUST,2854,398.0,449.8,449.7,506.8,75.3
FEW,562,78.0,145.7,145.7,213.3,99.0
OF,218,8.0,47.0,46.5,101.5,109.5
THE,359,36.7,78.0,78.0,150.7,109.0
REASONS,1248,162.7,198.4,209.4,245.1,89.0
THAT,437,11.8,47.0,46.8,82.0,70.2
MAKE,468,3.8,54.5,50.8,109.0,85.5
IT,936,223.7,265.3,260.0,301.7,78.0
APPEALING,1388,119.7,149.1,149.1,206.3,93.6
TO,453,8.0,54.5,54.5,117.0,125.0
ME,250,0.0,54.5,47.0,101.5,101.5
THE,734,26.0,67.7,78.0,119.7,93.7
THE,2059,21.0,57.3,62.3,98.7,77.7
PEOPLE,2652,109.3,127.3,135.9,153.9,75.9
IN,468,93.5,156.0,148.0,210.5,117.0
THIS,1451,206.0,265.2,268.4,327.6,84.2
SCENE,1123,149.8,168.2,174.8,193.2,84.2
LOOK,1747,87.2,118.6,115.4,146.8,47.0
LIKE,702,54.8,136.5,132.5,222.2,117.0
THEY,780,15.5,89.8,85.8,175.5,113.0
RE,2293,0,0,0,0,31.3
ENJOYING,4306,517.5,560.3,556.5,604.7,79.4
PICNIC,2589,572.6,590.4,597.1,615.0,71.3
BY,374,46.5,93.5,101.0,148.0,101.5
THE,422,15.7,93.3,78.0,166.3,125.0
RIVERSIDE,2169,400.4,416.2,403.8,419.6,66.0
THE,6053,171.7,208.0,244.3,280.7,83.0
NICE,7691,19.5,46.8,58.5,124.8,101.2
ATHEES,7644,662.8,698.8,700.4,736.4,48.5
NO,312,31.0,85.5,93.5,148.0,117.0
SHORTAGE,1529,93.6,171.6,171.6,257.4,101.4
OF,249,16.0,46.5,23.0,85.5,101.5
TENTS,1716,255.8,274.6,280.6,299.4,81.2
AS,1372,522.5,593.0,592.5,663.0,140.5
WELL,734,62.5,93.8,82.0,113.2,50.8
AS,452,70.5,125.0,125.0,179.5,109.0
PORTABLE,3697,126.3,179.4,182.5,251.2,84.3
HOMES,9080,49.8,131.0,124.8,224.8,118.8
AND,1638,316.0,351.0,343.2,378.2,62.2
LOT,452,41.7,73.0,78.0,109.3,67.7
F,125,0,0,0,0,110.0
PEOPLE,2683,111.1,126.8,132.5,148.1,66.4
SEEM,1185,230.2,269.2,273.0,312.0,62.2
TO,249,0.0,62.5,46.5,109.0,109.0
BE,1107,8.0,55.0,54.5,101.5,93.5
ENJOYING,10686,969.2,1004.6,1001.6,1037.0,55.2
SWIMMING,1903,187.1,226.2,220.4,267.2,89.6
IN,671,23.5,31.5,54.5,109.5,133.0
TH,437,15.5,62.0,62.5,109.0,93.5
E,468,0,0,0,0,109.0
RIVER,2683,193.6,215.4,218.4,240.2,93.8
FISHING,1107,155.7,207.1,187.1,242.9,100.1
AS,608,140.5,203.0,195.0,257.5,117.0
WELL,655,89.8,136.5,136.5,183.2,74.0
AS,343,62.5,117.0,109.0,163.5,101.0
BOATING,1857,162.7,227.3,229.6,338.7,127.0
THERES,1560,220.8,259.8,254.7,293.7,85.8
RE,640,54.5,109.5,109.0,164.0,109.5
ALSO,546,27.2,101.2,97.5,171.5,101.5
A,156,0,0,0,0,109.0
FEW,530,62.3,135.0,124.7,197.3,98.7
HIKERS,2059,143.0,249.7,249.5,356.2,127.3
ON,344,7.5,54.5,94.0,156.0,163.5
THE,374,36.7,88.3,83.3,166.3,114.3
PATHS,2216,175.0,265.2,265.2,355.4,115.2
AND,483,25.7,98.7,88.3,171.3,119.3
A,141,0,0,0,0,110.0
FEW,515,41.7,78.0,73.0,109.3,67.7
PEOPLE,3760,18.4,45.4,44.0,87.9,53.9
FISHINLONG,5850,580.0,597.0,595.6,618.3,75.1
THE,468,57.0,119.7,114.3,177.0,94.0
PATH,1326,144.5,226.0,226.2,307.8,105.0
ALSO,2059,221.6,277.6,277.6,352.4,102.8
IT,4508,0,0,0,0,20.8
LOOKS,1014,124.8,156.0,149.8,181.0,43.8
LIKE,702,58.5,136.5,144.2,222.2,113.0
THERE,1669,414.8,430.6,421.0,455.6,93.6
HAVE,593,35.2,93.8,93.5,175.5,109.2
BEEN,531,46.8,89.8,97.5,140.5,74.2
N,1046,0,0,0,0,109.0
EN,1638,10.3,52.0,57.3,99.0,88.7
A,219,0,0,0,0,141.0
FEW,530,62.3,140.3,130.0,208.0,104.0
ACCIDENTS,2356,173.4,246.1,246.2,332.9,97.1
LIKE,1685,284.2,366.5,386.0,468.2,125.2
THE,359,10.3,26.0,36.3,72.7,83.0
CRASHED,2137,198.4,285.3,285.3,372.1,102.4
TENT,1264,101.2,101.5,97.2,97.5,86.0
AND,1061,31.2,74.2,82.0,125.0,74.2
THE,1545,230.8,271.4,271.4,312.0,65.6
PORTABLE,2153,169.8,243.8,247.8,337.2,111.0
HOME,655,39.0,125.0,121.0,230.5,136.8
WITH,764,39.0,113.2,117.0,214.8,132.8
SMOKE,2823,311.9,378.9,381.0,448.0,84.9
COMING,2402,254.0,323.1,323.1,418.9,113.4
OUT,405,15.7,57.3,72.7,145.7,130.0
OF,702,23.5,47.0,86.0,109.5,86.0
TH,359,8.0,47.0,54.5,109.5,117.5
E,312,0,0,0,0,125.0
INDOWS,1747,126.9,185.2,185.2,247.6,83.9
NEVERELESS,12168,2461.0,2484.3,2489.6,2512.9,53.2
IT,312,23.5,78.0,70.0,124.5,101.0
LOOKES,1185,111.7,169.0,176.7,234.0,75.5
S,749,0,0,0,0,94.0
LIKE,670,62.2,136.5,140.2,214.5,101.5
MOST,873,101.5,179.2,183.2,261.0,109.0
OF,250,8.0,54.5,47.0,109.5,117.5
THE,312,10.3,31.3,26.0,67.7,78.0
PEOPLE,1077,132.5,153.2,163.8,184.5,88.5
ARE,546,47.0,83.3,88.7,125.0,78.0
HAVING,2574,253.5,302.2,304.2,384.2,95.6
FUN,1030,21.0,98.7,104.0,181.7,119.3
YAH,1451,57.3,130.0,140.7,213.3,114.3
UBCOLLECTIONDATACOLLECTION,13600,767.9,794.3,791.3,817.7,48.0
UBCOLLECTIONYAHOO,8942,1224.7,1282.5,1285.2,1343.0,76.1
COM,1356,249.3,317.0,351.7,419.3,128.3
DATA,3248,78.0,105.2,101.2,128.5,50.5
COLLECTION,1997,234.0,285.6,273.1,324.7,82.8
THEVERGE,48311,303.8,336.2,348.8,386.2,85.0
COM,620,53.3,100.0,100.0,200.0,136.7
