word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,733,0,0,0,0,125.0
LIKE,874,58.5,144.2,156.0,272.8,167.5
THAT,764,136.8,93.5,105.5,109.2,129.0
THE,546,36.7,67.3,93.3,197.3,182.0
CITY,1950,74.0,167.8,171.5,280.8,144.2
IS,749,54.5,132.5,156.0,234.0,179.5
QUIET,1092,65.4,134.2,162.4,280.8,162.2
AND,530,36.0,109.3,124.7,208.0,145.7
COZY,2714,47.0,148.2,156.0,265.2,144.2
I,468,0,0,0,0,109.0
DO,374,0.0,47.0,70.0,117.0,117.0
NOT,733,109.3,166.3,187.3,275.7,150.7
LIKE,811,39.0,144.2,159.8,288.5,187.2
THE,624,41.7,83.3,119.7,234.0,208.0
COLD,827,51.0,152.2,156.0,257.2,140.2
WEATHER,1513,236.3,283.1,311.9,376.7,153.7
VERY,796,38.8,117.0,109.2,218.5,140.5
MUCH,1217,85.5,171.5,179.2,265.2,117.2
THE,1045,99.0,197.7,203.0,301.7,156.0
BUILDINGS,2216,237.2,320.7,308.6,392.0,135.6
AND,733,103.7,187.3,176.7,260.3,120.0
LECTURE,1888,363.3,423.4,416.7,494.9,140.4
ROOMS,1092,84.2,165.4,168.4,249.6,118.6
ARE,2168,57.3,114.7,135.0,244.3,176.7
GOOD,6489,70.3,117.0,109.3,156.0,67.5
THE,1341,182.3,286.0,286.0,389.7,160.7
CAMPUS,1404,88.3,210.5,197.5,319.7,140.3
IS,468,31.5,109.5,117.0,195.0,163.5
BEAUTIFULLY,2761,269.5,341.9,349.0,421.4,112.1
CONSTRUCTED,2465,371.5,416.9,435.4,483.6,120.5
CAMPUS,1747,103.8,231.3,221.0,353.8,153.7
DINING,1154,83.3,140.3,150.8,218.5,93.7
HAS,671,20.7,114.3,114.3,208.0,125.0
A,172,0,0,0,0,141.0
LOT,686,83.3,171.7,156.0,244.3,124.7
OF,592,101.0,163.5,179.0,241.5,140.5
VARIETY,1576,53.3,171.6,171.7,298.9,142.9
AND,905,135.3,223.7,223.7,312.0,140.3
OPTIONS,1685,245.0,294.1,298.7,347.9,100.6
TO,468,62.5,117.0,117.0,171.5,109.0
CHOOSE,1872,143.0,239.3,228.8,325.2,119.7
FROM,920,27.2,101.2,136.5,257.5,183.5
CLASSROOMS,3370,288.7,340.0,338.7,390.0,93.5
LABORATORIES,15709,419.8,471.8,458.8,510.8,106.5
AND,499,31.3,98.7,109.0,187.0,130.0
WELL,780,94.0,97.5,140.5,199.0,121.0
EQUIPPEDTHE,15007,2572.6,2618.0,2627.9,2673.3,93.5
EDUCATION,1919,67.7,169.8,187.2,317.1,157.7
STANDARD,1809,292.6,316.0,298.4,321.8,113.1
AT,530,70.0,117.0,140.0,187.0,117.0
UB,1108,163.5,218.0,218.5,273.0,109.5
IS,343,15.5,86.0,70.0,140.5,125.0
GREAT,3308,71.8,146.6,153.0,259.0,131.0
THE,921,83.3,161.3,161.3,239.3,119.7
COURSEWORK,3573,876.7,903.1,926.7,953.1,95.1
IS,344,31.0,101.0,86.0,156.0,125.0
INTERESTING,4134,272.3,267.9,276.5,272.2,83.6
AND,453,15.7,93.7,104.0,182.0,130.0
CHALLENGING,2496,153.3,200.0,204.1,250.8,82.2
PROFESSORS,2683,413.6,427.4,427.6,441.4,62.3
ARE,749,52.0,104.0,125.0,218.3,150.7
VERY,858,31.2,120.8,117.0,214.5,125.0
HELPFUL,1965,361.1,430.3,425.6,494.7,140.3
MY,1092,132.5,187.0,195.0,249.5,117.0
FAVORITE,1576,62.5,173.5,165.8,276.8,124.8
VACATION,1623,144.4,197.0,199.0,259.4,103.4
SPOT,826,81.8,152.0,159.8,269.0,148.2
IS,608,78.0,148.5,148.0,218.5,140.5
GOA,1841,83.7,166.7,182.0,265.0,140.0
INDIA,1248,115.6,146.6,143.4,174.4,93.4
IT,4134,1622.5,1669.0,1685.0,1731.5,109.0
IS,437,31.5,101.5,86.0,156.0,124.5
FAMOUS,1139,65.2,156.0,150.8,267.7,135.0
FOR,531,26.0,109.0,104.0,187.0,130.0
ITS,936,156.0,234.0,234.0,312.0,124.7
BEACHES,1592,256.1,305.4,311.9,361.1,120.6
IT,1232,109.0,156.0,179.5,226.5,117.5
HAS,6256,1070.0,1151.4,1126.4,1213.8,109.2
A,390,0,0,0,0,140.0
NUMBER,1232,75.2,174.2,174.2,273.2,117.2
OF,546,39.0,109.5,109.0,179.5,140.5
BEAUTIFUL,2449,325.9,409.1,397.0,480.2,126.7
BEACHES,1498,254.3,303.1,318.9,367.7,129.1
LINED,921,56.4,140.4,149.8,252.6,140.4
UP,531,23.5,54.5,62.5,140.5,164.0
THROUGHOUT,1872,333.8,308.8,316.7,304.1,81.0
ITS,905,161.3,244.3,239.3,322.3,124.7
COASTLINE,2715,85.0,211.4,208.0,341.6,147.4
THE,2870,72.7,156.0,150.7,234.0,125.0
PLE,3822,846.2,873.5,893.0,959.2,120.8
BEACHES,1809,265.1,318.7,325.3,387.7,131.6
LIKE,936,46.5,144.5,159.8,273.2,164.0
BAGA,920,175.5,183.0,168.0,175.5,78.0
BEACH,3557,78.0,174.6,171.6,268.2,112.2
ARE,749,52.0,98.7,119.7,197.7,125.0
THE,421,26.0,57.3,78.0,161.3,145.7
PERFECT,1311,220.7,269.7,278.6,332.1,122.6
SPOT,952,93.5,183.2,183.2,296.5,148.5
TO,998,39.0,86.0,85.5,132.5,93.5
DESTRESS,2340,294.4,310.1,317.6,345.1,83.9
WITH,858,70.2,148.2,152.2,253.8,136.8
A,171,0,0,0,0,171.0
NUMBER,1107,72.8,169.0,156.0,257.5,114.5
OF,577,70.5,133.0,132.5,195.0,124.5
FUN,577,20.7,104.0,114.3,208.3,141.0
DVENTURE,1357,240.0,302.4,286.5,368.6,132.6
SPORTS,1030,182.0,189.7,179.3,218.3,109.2
LIKE,796,46.5,121.0,132.5,238.0,152.2
JET,1311,26.0,104.0,109.3,197.3,124.3
SKIS,1856,203.0,210.8,179.5,187.2,89.8
PARAGLIDING,2839,377.4,391.5,383.0,397.2,104.9
ETC,686,26.0,109.3,130.0,213.3,145.7
I,2043,0,0,0,0,109.0
USUALLY,2871,530.4,570.6,575.0,615.1,100.1
GO,484,54.5,101.5,117.0,164.0,109.5
