word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,484,0,0,0,0,110.0
LIKE,951,86.0,175.5,183.2,272.8,132.2
HOW,640,67.3,93.3,98.7,124.7,57.3
PEACEFUL,2184,302.1,347.1,349.1,397.9,99.4
BUFFALO,1591,91.4,176.1,178.3,263.0,100.3
S,171,0,0,0,0,171.0
WITH,951,101.5,175.5,191.0,265.0,116.8
IS,3666,70.5,140.5,132.5,202.5,132.0
I,359,0,0,0,0,94.0
FOUND,5132,171.6,242.9,242.9,314.1,91.3
BUFFALO,1670,118.1,189.4,189.4,260.7,84.6
VERY,858,93.5,167.8,171.5,253.8,109.5
BEAUTIFUL,2527,421.2,497.4,485.3,561.6,104.0
IN,390,70.0,117.0,117.0,164.0,94.0
SPRING,1498,132.7,223.5,221.0,311.8,106.5
ND,453,47.0,109.5,117.0,179.5,132.5
FALL,2933,101.5,163.8,175.5,237.8,97.2
I,344,0,0,0,0,156.0
DONT,1809,323.8,386.0,397.8,460.0,93.5
LIKE,733,66.5,128.8,113.2,175.5,89.5
THE,452,47.0,83.3,67.7,104.0,57.0
EXTREME,1935,347.6,372.0,374.3,398.7,89.0
COLD,1014,85.8,187.0,199.0,300.2,148.2
CLIMATE,1451,75.9,167.1,173.9,265.1,111.3
OF,390,31.5,78.0,117.0,163.5,132.0
BUFFALO,1420,82.6,158.3,158.3,234.0,89.1
IN,421,78.0,117.0,125.0,164.0,86.0
WINTER,1576,80.5,145.5,150.8,236.5,106.5
YES,2761,156.0,228.7,223.7,296.3,104.0
I,281,0,0,0,0,93.0
LIKE,670,74.0,144.2,136.5,222.2,109.0
THE,499,52.0,88.3,78.0,114.3,62.3
BUILDINGS,4602,603.2,667.3,662.2,726.3,93.7
AND,765,109.0,166.3,182.0,249.3,119.3
LECTURE,1342,358.7,401.0,405.6,447.9,91.3
OOMS,1498,179.2,237.8,230.0,288.5,82.0
HERE,2153,148.2,136.8,152.0,140.5,97.8
THEY,983,74.2,167.8,167.8,261.2,116.8
HAVE,640,39.2,128.5,121.0,226.2,132.8
GOOD,905,136.2,191.0,175.5,230.2,70.5
YINFRASTRUCTURE,8330,535.9,562.5,570.7,597.2,64.1
CAMPUS,1701,129.8,234.0,228.8,333.0,125.0
DINING,3744,395.8,440.8,444.5,489.5,62.5
HAS,655,57.3,130.0,135.0,229.0,146.0
SOME,1014,116.8,210.5,218.2,312.0,132.8
REALLY,1310,114.5,187.2,187.2,259.8,88.2
GOOD,796,101.2,128.5,124.8,152.0,50.8
GOOD,1467,265.2,323.8,312.0,370.5,82.0
FOOD,670,62.2,89.8,89.5,117.0,54.8
JOINTS,11544,98.5,182.0,174.2,257.7,96.5
YE,780,117.0,171.5,163.5,218.0,101.0
S,1155,0,0,0,0,125.0
THE,592,62.3,145.3,130.0,213.0,109.0
SCHOOL,1280,122.2,182.0,184.7,244.5,80.7
HAS,546,41.7,119.7,124.7,202.7,124.7
ENOUGH,1373,109.3,192.3,197.7,280.7,109.0
