word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
WHAT,967,35.0,78.0,93.8,175.8,117.2
I,312,0,0,0,0,78.0
LIKE,578,46.8,85.8,78.0,117.0,50.8
ABOUT,6022,59.2,131.0,143.4,227.6,118.4
BUFFALO,1248,89.1,136.0,138.3,198.3,71.1
IS,281,0,0,0,0,39.0
ABOUT,1342,162.0,205.8,227.8,302.8,112.6
BUFFALO,1185,69.3,129.3,127.1,187.1,69.0
IS,218,0,0,0,0,39.0
THAT,655,93.8,113.0,97.8,117.0,85.8
UFFALO,3261,98.8,161.2,161.2,223.5,75.3
IS,281,0,0,0,0,39.0
THAT,1092,74.0,93.5,74.0,93.5,78.0
IT,390,39.0,109.0,117.0,187.0,148.0
HAS,1248,229.0,364.0,338.0,473.0,166.0
S,2574,0,0,0,0,125.0
RCH,4071,501.4,537.1,537.0,572.7,51.3
SOMETHING,13962,40.2,94.9,102.7,157.3,67.7
THAT,546,74.2,89.8,74.2,89.8,74.0
EVRYONE,1295,62.4,115.9,115.9,169.3,64.6
RELATES,1279,247.3,303.0,289.9,345.6,91.4
TO,1358,23.5,70.5,86.0,133.0,109.5
THE,17378,31.3,57.3,57.3,83.3,52.0
PEOPLE,1201,169.2,190.0,171.7,192.5,57.2
ARE,468,36.3,57.3,83.3,125.0,93.7
VERY,609,43.2,101.5,101.5,167.8,85.8
FRINDLY,1654,155.9,209.4,209.6,276.6,76.0
AND,343,15.7,5.3,36.3,57.3,73.0
POLITE,1544,124.8,205.5,189.8,270.5,93.7
AND,374,0.0,26.0,46.7,72.7,72.7
THE,343,31.3,57.3,52.0,78.0,46.7
FOID,1997,358.8,456.2,448.5,546.0,124.8
OD,1201,0,0,0,0,62.5
HERE,1919,90.8,90.8,90.8,90.8,39.0
IS,905,208.0,254.7,234.0,280.7,72.7
AWESOME,1326,269.6,298.6,309.7,338.7,95.9
WHAT,1030,93.8,164.0,167.8,253.5,109.0
I,312,0,0,0,0,78.0
DISLIKE,1825,409.5,432.9,442.8,477.9,89.8
ABOUT,982,90.4,149.8,174.6,234.0,99.8
BUFFALO,1841,66.5,117.0,119.0,173.5,64.2
IS,218,0,0,0,0,31.0
THAT,608,89.8,105.2,89.8,105.2,74.0
