word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
TH,4399,78.0,133.0,148.0,203.0,125.0
THE,1841,78.0,109.0,125.0,156.0,78.0
CITY,562,50.8,78.0,97.5,187.2,128.8
OF,172,0,0,0,0,47.0
BUFFALO,1248,55.6,120.4,131.4,200.6,89.1
HAS,281,15.7,15.7,20.7,52.0,67.7
MANY,592,46.5,97.5,105.2,179.2,101.2
BEAUTIFUL,3510,506.2,563.3,565.1,622.2,84.9
PLACES,1014,54.5,119.5,117.0,182.0,75.5
TO,141,0,0,0,0,70.5
VISIT,1419,212.0,240.0,233.8,280.6,93.4
LIKE,405,35.2,43.0,58.5,89.8,66.2
THE,281,15.7,20.7,26.0,62.3,78.0
NIAGARA,2324,572.7,608.4,601.6,637.3,82.4
GARA,1482,195.0,198.8,187.0,190.8,82.0
FALLS,6443,52.8,109.2,106.0,174.8,93.8
THE,312,5.0,36.3,41.7,73.0,68.0
FORT,2995,58.5,140.5,148.2,238.2,129.0
NIAGARA,3463,338.9,367.9,372.1,401.1,82.4
AND,234,20.7,20.7,15.7,57.0,77.7
SO,484,31.0,8.0,47.0,86.0,117.0
ON,281,31.0,15.5,31.5,78.0,109.0
I,2481,0,0,0,0,187.0
DISLIKE,2621,661.9,686.3,706.6,731.0,73.6
THE,234,10.3,15.7,20.7,46.7,57.0
WEATHER,1311,107.1,153.9,151.6,198.3,57.9
IN,265,31.5,23.0,31.0,85.5,117.0
BUFFALO,1840,180.6,234.0,238.4,305.3,82.4
AS,234,0,0,0,0,55.0
IT,234,0,0,0,0,62.5
IS,187,0,0,0,0,46.5
TOO,375,36.3,62.3,67.7,93.7,57.3
COLD,437,50.8,58.8,50.8,89.8,78.0
IN,265,23.5,31.0,39.0,93.5,117.0
WINTER,858,54.7,109.2,109.2,195.0,106.7
SOME,842,23.5,78.0,97.5,152.0,101.2
BUILD,578,43.8,65.4,75.0,121.8,75.0
S,219,0,0,0,0,125.0
IN,219,0,0,0,0,70.5
HE,156,0,0,0,0,46.5
ARE,2262,11.5,42.8,42.8,74.0,62.5
GREAT,1123,62.2,177.8,168.6,284.2,134.4
