word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
IKE,952,135.0,239.0,218.3,322.3,140.3
BUFFALO,1217,46.7,120.4,118.1,214.1,116.0
WHEN,827,50.8,159.8,167.8,284.8,160.0
ITS,1185,213.3,322.7,332.7,442.0,176.7
SUMMER,3057,67.7,153.5,153.3,239.2,114.3
BECAUSE,1201,243.0,307.7,292.0,365.6,140.4
ITS,1528,332.7,431.7,431.3,530.3,156.0
BEUTIFUL,1420,181.4,236.0,245.9,300.5,95.8
BEAUTIFUL,4103,195.8,275.7,280.9,360.8,118.1
ITS,1747,67.7,166.3,140.3,239.0,135.0
QUIET,1311,93.8,206.0,212.2,324.4,149.6
AND,374,15.7,31.3,31.0,78.0,93.7
PEACEFUL,6724,518.6,583.0,602.6,671.0,156.1
BUT,562,10.7,52.0,52.0,93.3,82.7
DISLIKE,920,169.1,184.7,213.7,229.3,84.7
THE,219,41.7,0.0,10.3,52.0,93.7
COLD,1295,42.8,128.5,121.0,206.8,121.0
YES,795,57.3,135.0,114.7,192.3,114.3
I,249,0,0,0,0,140.0
LIKLE,717,81.0,106.0,106.0,131.0,75.2
E,1576,0,0,0,0,41.3
THE,374,5.3,41.3,46.7,93.3,98.7
BUILDING,1279,148.2,204.9,206.8,267.1,99.5
S,967,0,0,0,0,141.0
ND,265,0,0,0,0,70.0
LECTURE,1060,53.6,122.6,122.6,195.9,93.3
ROOMS,2870,53.0,140.4,134.0,221.4,115.4
CAMPUS,874,57.3,96.3,101.3,171.7,96.3
DINING,671,39.2,75.5,72.8,114.5,62.5
IS,296,23.0,55.0,62.5,140.5,163.5
OKAY,1576,43.8,112.2,115.4,190.2,93.6
THERE,983,103.2,112.4,115.4,149.8,103.0
RE,187,0,0,0,0,93.5
NOT,405,15.7,57.3,62.3,104.0,88.3
ANY,671,52.0,130.0,135.3,223.3,140.0
CHOICES,3525,267.4,318.9,294.1,345.6,111.6
TTHE,17394,27.2,89.8,74.0,152.0,109.2
THERE,1965,137.2,152.8,146.4,180.8,105.8
ARE,499,31.0,93.7,114.3,239.0,192.0
LOT,484,36.3,88.3,57.3,109.3,73.0
OF,265,8.0,70.0,70.5,132.5,124.5
FACILITES,1996,126.7,209.8,194.2,280.9,116.2
TIES,1872,8.0,43.0,50.5,101.5,86.0
AND,390,15.7,36.3,36.3,88.3,104.0
EDUCATION,1326,50.1,117.8,119.6,211.4,102.3
GOOD,749,58.2,117.0,105.2,164.0,82.2
MY,811,94.0,156.0,164.0,226.0,132.0
FAVORITE,2230,116.9,253.5,249.5,397.9,167.9
VACATION,1575,228.4,247.8,259.4,286.8,89.6
POT,717,62.0,156.0,135.3,229.3,130.7
MATHER,4695,440.6,499.4,477.5,536.2,128.8
MATHERAN,2216,325.5,413.4,392.0,479.9,132.8
MAHARASHTRA,5163,490.6,510.5,492.1,512.0,79.5
INDIA,1450,124.8,146.6,149.6,171.4,99.6
IT,483,54.5,109.0,117.0,171.5,117.0
IS,187,0,0,0,0,70.0
HILL,686,86.0,136.5,144.2,194.8,81.5
STATION,1107,109.3,149.1,147.1,195.9,93.3
ND,265,0,0,0,0,70.5
ITS,577,31.3,119.7,109.3,197.7,135.0
VERY,1638,202.8,315.8,347.2,467.8,187.0
GREEN,874,68.6,146.6,143.6,228.0,103.2
AND,421,52.0,72.7,88.3,161.0,130.0
PEACEFULZITS,11216,869.7,971.0,976.2,1077.6,145.5
A,187,0,0,0,0,187.0
HILL,686,85.8,140.5,140.2,195.0,82.0
STATION,1076,111.4,155.9,162.6,220.4,113.4
AND,530,36.7,114.3,130.0,207.7,134.7
ITS,796,83.7,171.7,177.0,265.0,150.3
VERY,624,50.8,89.8,89.8,191.2,136.5
GREEN,967,115.4,174.8,165.4,237.2,90.4
ND,156,0,0,0,0,62.5
PEACEFUL,3058,452.5,528.4,536.5,612.4,144.4
THERE,2589,411.6,427.4,430.4,446.2,115.4
RE,234,0,0,0,0,93.5
NO,359,0,0,0,0,62.5
VEHICALS,1357,43.0,150.2,146.2,273.0,144.2
IN,2652,0,0,0,0,31.2
MATHERAN,3167,412.6,468.0,473.2,528.7,107.4
SO,249,31.0,39.0,39.0,109.0,140.0
ITS,530,41.7,124.7,119.3,202.3,129.7
POLLUTION,2886,490.4,538.9,528.6,580.6,85.0
FREE,1092,74.0,156.0,148.2,230.2,113.2
ITS,702,52.0,140.3,130.0,218.3,130.0
SURROUNDED,4258,385.8,418.4,424.1,456.6,69.5
BY,1904,160.0,195.0,195.0,230.0,70.0
MOUNTAINS,1560,157.6,213.2,206.1,282.4,114.3
AND,421,21.0,78.0,88.3,176.7,140.3
TRESS,1155,128.0,199.6,196.6,274.6,103.0
ND,202,0,0,0,0,62.0
FOREST,1123,33.7,132.5,130.0,254.8,143.0
WANT,577,23.2,50.8,66.2,140.2,120.8
TO,265,23.0,62.5,47.0,132.5,155.5
VISIT,905,171.4,196.4,205.8,230.8,112.6
FRANCE,1670,51.8,158.7,150.8,283.3,150.7
AND,453,5.3,36.3,52.0,93.7,99.0
UK,4259,772.0,850.0,842.5,920.5,148.5
FRANCE,1544,52.0,169.0,158.5,285.8,145.5
KNOWN,1279,287.0,302.6,321.0,343.0,128.0
FOR,312,5.0,52.0,36.3,83.3,78.3
ITS,1045,140.3,244.3,255.0,359.0,177.0
BEAUTIFUL,5413,191.3,228.9,227.7,269.5,65.7
ARCHITECTURE,3494,540.8,561.7,542.0,562.9,88.3
THE,811,10.3,46.7,73.0,109.3,99.0
SCENE,967,137.0,180.8,177.6,240.2,131.0
LOOKS,1264,153.0,231.0,221.6,299.6,99.8
LIKE,1014,120.8,183.2,175.5,238.0,89.8
PICNINC,967,107.0,122.7,111.6,167.3,75.9
C,1903,0,0,0,0,86.0
PARK,1232,31.5,105.2,101.2,238.0,171.8
AND,358,5.3,36.3,46.7,88.3,93.7
TS,296,0,0,0,0,39.0
TOO,343,31.3,62.7,78.0,109.3,78.0
CROWDED,3307,278.6,345.4,327.6,394.4,104.7
THERE,780,31.2,71.8,71.8,112.4,65.6
ARE,1186,8.0,39.0,46.8,93.8,101.8
PEOPLE,1295,221.0,252.2,223.7,254.8,78.0
WITH,702,31.0,121.0,125.0,238.0,156.0
WITH,499,23.5,85.8,85.8,171.5,117.0
DIFFERENT,1904,282.6,329.3,317.3,364.1,90.3
STYLES,1248,189.8,213.2,216.0,255.0,112.0
AND,436,21.0,36.3,41.3,98.7,119.7
EVERYONE,1545,198.8,228.2,238.0,271.2,89.8
IS,249,0,0,0,0,85.5
DOING,686,25.0,106.2,93.6,187.2,121.6
DIFFERENT,1201,103.8,149.0,143.8,206.3,100.6
KIND,577,35.0,89.8,78.0,148.2,97.5
S,1420,0,0,0,0,62.5
OF,375,39.0,109.5,117.0,187.5,148.5
THINGS,1139,38.8,109.3,96.2,228.7,155.8
SOME,889,7.8,78.0,82.0,159.8,128.5
OF,4821,0,0,0,0,23.3
HEM,390,10.3,88.7,78.0,177.0,135.3
RE,312,0,0,0,0,101.5
CAMPING,1528,40.0,131.6,135.9,249.7,138.3
ND,281,7.5,62.5,70.0,125.0,117.5
ME,265,23.5,39.0,39.0,101.5,125.0
F,109,0,0,0,0,109.0
HEM,375,15.3,83.3,83.3,182.0,140.3
RE,468,16.0,78.0,78.0,172.0,188.0
FISHING,2060,131.6,164.7,169.6,220.7,107.1
IT,1139,218.0,327.5,288.5,398.0,180.0
SHOWS,811,156.0,146.6,143.6,171.4,112.2
MULTIPLE,2527,389.9,434.9,454.2,499.2,101.5
THERE,18954,31.2,90.6,87.4,146.8,90.6
RE,312,62.5,15.5,78.0,156.0,218.5
PEOPLE,1092,195.0,226.3,192.5,223.8,67.8
SWIMMING,2746,228.2,296.5,294.6,362.9,124.9
AND,1186,166.3,281.0,317.3,432.0,208.3
ENJOYING,1388,251.5,308.1,306.0,366.6,115.1
WITH,468,46.8,82.0,78.0,175.2,124.5
THEIR,811,37.4,118.6,118.4,224.8,134.4
FRIENDS,1077,55.6,124.7,118.1,205.0,100.3
AND,312,21.0,20.7,31.0,72.7,93.7
FAMILY,1123,47.0,137.8,132.7,249.8,138.0
SGMAIL,23774,3684.3,3767.5,3788.2,3902.7,156.0
YAHOOMAIL,2371,442.0,502.7,487.0,547.7,97.0
UBC,11123,364.3,437.0,442.0,514.7,119.3
DATACOLLECTIONHIMALIYAHOO,56690,13371.3,13363.7,13367.3,13359.7,48.0
CO,499,31.0,85.5,117.0,171.5,140.5
INDATA,7301,1115.5,1180.3,1164.8,1245.3,150.7
COLLECTIONAMAZON,73271,12954.3,12979.8,12956.4,12989.6,112.2
WIFI,5991,175.5,167.8,191.0,191.2,117.0
