word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
THE,702,52.0,83.0,83.3,114.3,62.3
BUFFALO,4134,133.9,187.1,191.7,245.0,66.7
IS,531,0,0,0,0,47.0
VERY,733,42.8,105.2,109.2,171.8,86.0
PEACEFULL,4446,231.3,261.2,261.2,291.2,53.4
AND,421,52.0,109.0,104.0,161.0,88.3
SERENE,1045,254.7,270.3,272.8,288.5,59.8
CITY,1935,81.8,144.5,144.5,214.8,89.8
I,343,0,0,0,0,78.0
LIKE,640,62.5,121.0,125.0,183.5,82.0
THAT,1701,71.8,71.6,75.0,74.8,53.0
ABOUT,999,109.0,165.4,171.6,234.0,84.2
IT,390,23.0,70.0,54.5,101.5,78.5
THE,951,93.7,161.0,156.0,223.3,98.7
THINGS,1045,91.3,150.8,158.7,218.2,75.2
THAT,1107,89.8,82.2,97.2,89.8,54.8
I,484,0,0,0,0,78.0
DONT,5710,292.4,319.8,319.8,347.1,37.1
LIKE,640,54.5,124.8,124.8,195.0,93.8
ABOUT,936,84.2,149.6,156.0,221.4,90.4
BUFFALO,2121,180.6,242.9,245.1,312.0,80.3
IS,328,31.0,62.0,78.0,109.0,78.0
THAT,702,85.8,89.5,89.8,93.5,70.2
THERE,733,93.6,115.4,115.4,143.6,68.6
ARE,421,41.7,104.0,104.0,166.3,98.7
HE,2012,23.5,62.5,70.0,109.0,85.5
POPULATION,2464,336.9,382.2,383.7,429.0,70.2
IS,297,46.5,85.5,78.0,117.0,70.5
VERY,1201,66.0,109.2,109.2,160.0,70.2
SPARSE,2262,149.4,160.4,160.6,171.6,51.3
AND,390,26.0,88.3,99.0,161.3,104.0
THE,5273,44.2,78.0,78.0,111.8,52.0
WINTERS,1451,113.6,184.9,189.4,260.7,87.0
MAKE,530,15.8,62.5,66.2,121.0,74.2
IT,359,46.5,101.0,101.5,156.0,109.5
WORSE,1857,205.8,290.2,299.6,384.0,109.4
I,1248,0,0,0,0,78.0
LIKE,749,58.5,117.0,128.8,187.2,85.8
THE,874,197.7,265.3,260.0,327.7,93.7
