word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
THE,650,39.0,77.7,63.3,102.0,63.0
BST,650,101.0,141.0,136.0,176.0,75.0
EST,1399,40.0,76.7,58.7,95.3,55.3
THING,738,47.0,101.2,94.8,153.0,78.2
ABOUT,774,84.0,109.6,108.8,163.2,84.8
BUFFALO,1351,96.3,143.4,140.6,187.7,57.1
IS,205,0,0,0,0,52.5
THE,386,39.3,76.0,62.0,98.7,59.3
PEACE,808,207.8,230.2,226.0,248.4,92.6
OF,256,0,0,0,0,40.0
THE,264,6.7,24.7,27.3,58.7,65.3
CITY,1012,50.5,120.5,138.0,208.0,105.0
THE,586,36.0,72.7,58.0,94.7,58.7
UILDINGS,1928,245.8,297.8,297.8,349.8,86.8
AND,365,3.3,34.0,50.0,80.7,77.3
LECTURE,1465,395.7,441.4,452.3,498.0,96.0
ROOMS,752,73.4,108.4,108.4,143.4,55.0
OF,256,0,0,0,0,45.0
THE,273,9.3,41.3,33.0,65.0,55.7
CAMPUS,1045,78.8,139.5,139.8,200.5,74.2
ARE,481,55.7,111.0,126.3,181.7,101.3
VERY,505,27.5,73.0,70.5,121.0,70.5
SPACIOUS,1374,54.1,118.5,117.6,182.0,74.8
AND,362,3.7,33.3,40.3,77.3,81.0
WELL,631,30.0,52.5,55.0,77.5,47.5
BUILT,1443,141.8,232.2,224.2,314.6,108.8
THE,526,38.3,71.3,58.3,91.3,53.0
CAMPUS,1079,88.7,152.3,147.0,210.7,73.7
DINING,965,85.3,110.7,117.2,142.5,46.8
FACILITIES,1714,256.1,293.7,274.4,328.0,76.5
ARE,764,159.0,214.7,222.3,278.0,92.3
ALSO,691,46.5,96.5,108.8,158.8,87.8
PRETTY,934,52.0,99.2,109.3,156.5,69.2
GOOD,4560,86.0,133.5,136.0,183.5,77.5
AS,506,0,0,0,0,76.0
PART,687,63.2,131.8,136.0,229.5,123.5
OF,272,0,0,0,0,55.0
ADDITIONAL,1520,169.7,166.0,179.8,183.5,60.9
RECREAIONAL,2102,251.7,270.4,259.0,277.6,62.2
ACTIVITIES,1950,261.7,299.5,301.8,339.6,71.5
TWE,2624,772.7,834.0,844.0,905.3,98.7
COULD,868,68.0,119.2,130.2,181.4,84.2
INTRODUCE,1798,99.4,174.7,172.8,248.0,83.2
CRICKET,1590,200.9,240.9,243.7,283.7,90.6
AND,384,6.7,30.7,40.7,78.0,84.7
