word,word_hold,avg_flight1,avg_flight2,avg_flight3,avg_flight4,avg_word
I,375,0,0,0,0,109.0
LIKE,1981,82.0,140.5,148.2,214.8,97.8
BUFFALO,6661,151.3,212.2,219.9,296.4,95.2
WINGS,936,65.6,162.4,156.0,252.8,115.4
IN,390,0.0,55.0,93.5,148.5,148.5
BUFFALO,2699,243.8,294.4,296.4,382.2,105.4
ADN,390,15.3,57.0,62.3,124.7,98.7
ND,1123,0,0,0,0,54.5
DONT,1154,156.0,238.0,245.8,335.8,117.2
T,1997,0,0,0,0,156.0
LIKE,1326,101.8,195.2,191.2,323.8,171.5
THE,546,47.0,109.3,140.3,202.7,119.3
SNOW,780,70.5,148.2,163.8,241.5,112.8
WHEN,640,23.5,97.5,113.2,187.2,105.2
WINTER,952,49.5,127.5,122.3,221.0,119.5
IS,280,8.0,47.0,62.0,117.0,125.0
COMING,2745,62.4,156.0,153.9,278.6,144.9
I,437,0,0,0,0,109.0
LIKE,2402,436.8,503.2,503.0,569.5,89.8
THE,593,10.7,72.7,73.0,145.7,114.3
BUILDING,3151,405.6,456.2,456.5,526.6,124.9
S,1108,0,0,0,0,62.0
AND,1950,327.8,365.2,371.2,408.6,62.2
LECTURE,4258,1401.6,1457.3,1441.7,1497.4,89.1
ROOMS,1981,315.0,368.2,368.0,421.2,75.0
IN,390,0.0,23.5,70.5,94.0,94.0
BUFFALO,3292,221.9,270.4,275.7,352.0,98.9
BECAUSE,1498,312.0,338.9,352.0,396.9,107.1
IT,249,16.0,55.0,62.5,101.5,85.5
IS,452,117.0,156.0,164.0,203.0,86.0
REALLY,1700,171.7,228.7,241.8,330.2,117.0
TRADITIONAL,14461,1046.2,1051.4,1060.8,1072.3,57.3
I,733,0,0,0,0,109.0
ASKED,5990,55.4,96.4,100.6,144.5,58.1
PEOPLE,2730,709.8,722.7,741.2,754.0,78.2
TO,1560,15.5,70.0,62.5,117.0,101.5
FIND,577,23.2,97.5,105.2,195.0,121.0
CAMPUS,2667,309.5,400.3,413.3,519.8,140.3
DINING,4383,427.7,454.6,452.4,514.7,80.1
I,546,0,0,0,0,78.0
THINK,1997,265.0,352.4,352.6,440.0,106.2
THERE,1904,330.8,330.8,337.0,355.8,109.4
ARE,468,31.0,83.3,98.7,213.0,181.7
AL,453,0.0,31.0,70.5,101.5,101.5
LOT,593,25.7,114.3,114.3,203.0,130.3
OF,234,8.0,62.5,54.5,109.0,101.0
SPORTING,2246,154.1,253.5,255.4,362.5,124.6
FACILITIES,6911,898.7,954.6,973.5,1032.6,109.1
IN,562,23.5,70.0,109.5,156.0,132.5
UB,484,7.5,70.0,62.0,124.5,117.0
NOW,3994,554.0,596.8,600.8,643.5,66.2
I,546,0,0,0,0,94.0
THINK,2091,271.6,377.6,383.8,496.2,137.4
THE,468,10.3,93.7,93.7,187.0,140.0
PROFESSORS,6364,739.7,750.2,757.8,768.3,68.8
IN,344,8.0,39.0,62.5,109.5,117.5
UN,858,187.0,226.0,234.0,273.0,86.0
B,1030,0,0,0,0,94.0
IS,234,7.5,78.0,46.5,117.0,109.5
PRETTY,2527,274.1,332.0,334.3,392.1,71.3
GOOD,1779,226.0,269.0,273.0,316.0,74.2
I,327,0,0,0,0,62.0
LOVE,2917,395.2,434.3,426.5,486.3,78.0
THEM,1341,90.0,167.8,167.8,245.5,101.0
SO,561,54.5,93.5,124.5,163.5,109.0
MUCH,5366,481.0,530.3,543.3,592.7,75.3
I,624,0,0,0,0,62.0
THINK,1669,199.8,293.2,296.4,389.8,115.2
THE,436,26.0,83.0,93.3,171.7,130.3
CLASSROOMS,3525,508.5,550.7,556.7,598.9,82.6
AND,327,10.3,52.0,67.7,130.0,109.0
THE,530,26.3,98.7,109.3,192.3,135.0
LABORATORIES,6739,999.8,1037.4,1031.0,1068.7,87.1
IS,312,15.5,46.5,78.0,109.0,93.5
GREAT,1778,109.2,199.6,215.2,324.4,146.6
MY,656,78.0,140.5,140.5,203.0,125.0
FAVORITE,5382,530.6,637.6,647.5,762.5,138.5
VACATION,2574,224.1,280.8,292.4,380.2,134.6
SPOT,4696,583.7,633.0,635.1,684.4,67.1
IS,265,7.5,70.0,62.0,124.5,117.0
WEST,1154,121.0,206.8,218.2,320.0,140.8
KEY,1389,213.0,275.7,270.3,333.0,94.0
IT,250,23.5,70.0,70.5,117.0,93.5
IS,265,23.0,62.0,70.0,109.0,86.0
IN,327,15.5,39.0,54.5,109.0,124.5
THE,608,10.7,78.0,83.0,161.0,124.7
MOST,827,43.0,117.0,132.8,237.8,151.8
WEST,1310,175.2,257.5,269.0,359.2,129.2
OF,1576,601.0,632.0,655.5,686.5,85.5
THE,1669,52.0,104.0,109.3,161.3,83.3
USA,3073,130.0,208.0,203.0,281.0,109.3
IT,1903,27.2,50.8,46.8,70.2,43.0
HAVA,1029,218.5,218.5,218.2,218.2,70.2
E,702,0,0,0,0,93.0
SUN,702,41.7,119.7,130.0,208.0,119.7
AND,1544,304.0,351.0,362.5,409.5,82.0
BEACH,2200,268.4,393.0,399.4,524.0,143.4
AND,297,21.0,52.0,62.7,125.0,104.0
WONDERFULL,2886,182.4,263.6,268.3,374.5,118.7
UL,2714,46.7,78.0,78.0,109.3,62.7
AIR,1716,436.7,504.3,520.0,587.7,119.7
WITH,983,121.0,179.5,179.5,261.5,109.2
PERFECT,5023,698.6,735.0,726.1,766.1,76.2
WEATHER,2153,274.1,325.4,343.1,394.4,131.4
NEVER,1233,274.8,302.8,284.2,312.2,93.6
TO,609,8.0,47.0,62.5,101.5,93.5
O,1092,0,0,0,0,78.0
COLD,873,117.2,183.5,187.0,253.2,97.2
OR,234,7.5,62.5,54.5,109.5,102.0
TOO,811,130.0,161.3,166.3,197.7,67.7
HOT,7722,936.0,1008.7,993.0,1065.7,98.7
I,421,0,0,0,0,124.0
ONLY,843,101.5,159.8,179.5,261.2,124.8
HAVE,1420,206.8,296.5,292.5,390.2,117.2
ON,405,8.0,70.5,78.0,140.5,132.5
CHANCE,2932,543.5,551.3,551.3,564.5,72.8
TO,328,7.5,39.0,47.0,93.5,101.0
GO,1092,70.5,148.5,125.0,203.0,132.5
THERE,20530,165.4,171.6,174.8,193.4,112.0
IF,1092,234.0,296.5,273.0,335.5,101.5
I,265,0,0,0,0,94.0
HAVE,780,35.2,136.5,136.5,245.8,136.8
CHANCE,4570,215.8,247.0,242.0,278.2,93.2
TI,546,15.5,23.5,62.5,70.5,55.0
GO,374,0.0,39.0,62.0,101.0,101.0
OABROAD,16770,473.8,491.4,483.5,501.1,58.6
FOR,406,10.7,78.0,83.3,150.7,109.0
THREE,1045,84.0,152.8,152.8,221.6,87.6
MONTHS,1529,44.2,119.7,130.0,231.5,132.7
I,390,0,0,0,0,94.0
WOULD,1732,224.8,312.0,318.4,405.6,112.2
LIKE,624,54.5,124.8,124.8,195.0,97.5
TO,296,16.0,31.0,31.0,78.0,94.0
VISIT,1638,570.8,605.2,589.6,624.0,93.8
JAPEN,6318,218.2,290.2,293.4,365.4,90.8
CHINA,10093,294.1,329.7,338.7,387.7,71.3
BEACUSE,2776,265.3,341.0,343.1,418.9,93.4
AUSE,3448,31.2,67.7,75.5,122.3,72.8
CAUSE,3307,224.8,296.4,302.6,380.6,103.0
IT,1217,20.7,57.0,36.3,72.7,52.0
IS,296,8.0,70.5,70.0,132.5,124.5
A,140,0,0,0,0,125.0
REALY,1045,112.4,162.2,168.6,280.8,143.4
LY,1545,140.5,195.0,164.0,218.5,78.0
HUGE,639,62.8,117.0,128.8,214.5,124.8
COUTRY,2106,200.5,293.8,299.0,413.3,135.2
NAND,3167,62.5,54.8,70.2,70.0,66.2
HAVE,1170,179.5,253.5,238.0,312.0,93.5
A,141,0,0,0,0,109.0
LOT,499,10.3,72.7,114.3,187.3,151.0
OF,297,15.5,70.5,78.0,133.0,117.5
PLACE,4946,509.0,565.5,561.6,629.9,83.9
TO,530,101.5,140.5,148.0,187.0,85.5
VISIT,1809,458.4,467.6,496.0,505.2,90.6
THIS,27862,56.2,109.2,112.2,184.0,96.6
SCENCE,1934,163.7,187.0,205.3,228.7,75.3
LOOKS,1170,128.0,187.2,193.6,252.8,87.4
LIK,13791,565.0,580.7,587.6,603.2,29.6
IN,312,15.5,31.0,62.5,109.0,124.5
A,140,0,0,0,0,109.0
PARK,889,77.8,159.8,163.8,245.8,105.5
A,593,0,0,0,0,125.0
LOT,562,26.0,78.0,114.3,197.7,151.0
OF,249,0,0,0,0,46.5
PEOPLE,1482,317.3,330.3,343.3,356.3,70.2
STAY,2543,327.7,364.0,384.8,431.5,77.8
INT,421,5.0,46.7,52.0,93.7,88.7
THIS,952,85.8,191.0,199.0,304.2,136.5
PICTURE,7675,613.8,681.2,688.1,766.0,100.4
AND,2325,383.8,424.4,427.6,468.2,65.6
THERE,2106,343.2,340.7,337.8,340.7,67.7
IS,2122,0.0,21.8,18.8,40.6,40.6
A,171,0,0,0,0,125.0
RIVER,2137,670.8,705.0,698.6,732.8,96.6
IN,390,7.5,47.0,78.0,132.5,140.0
THE,998,223.3,286.0,296.3,359.0,104.3
PICTURE,2028,84.6,160.4,162.7,256.3,115.9
I,452,0,0,0,0,109.0
CAN,484,26.0,72.7,104.0,171.3,124.7
SEE,609,104.0,135.3,145.7,177.0,73.0
A,889,0,0,0,0,141.0
BOAT,1466,222.5,296.2,300.2,374.0,105.0
ON,343,15.5,31.5,54.5,101.5,117.0
THIS,1295,184.0,227.8,234.0,290.2,84.2
RIVER,967,171.6,218.4,193.6,240.4,103.0
AND,328,25.7,57.3,57.3,119.7,98.7
SOME,687,46.8,121.0,128.8,211.0,113.5
ONE,921,20.7,46.7,78.0,135.3,114.7
SWIMMING,5320,456.3,470.5,473.2,490.1,44.2
IN,265,15.5,46.5,23.5,85.5,101.0
THE,577,72.7,130.0,130.0,187.3,88.7
RIVER,889,162.2,202.8,181.2,227.8,96.4
AND,358,15.7,57.3,62.3,124.7,103.7
OTHER,1279,134.2,193.4,193.4,283.8,112.2
PEOPLE,2621,232.1,234.0,238.0,239.9,27.2
FISHING,1076,209.4,249.6,247.4,296.7,102.9
BESIDE,2247,416.0,452.5,436.8,473.3,83.3
THEM,1545,74.2,136.5,152.2,214.5,93.5
THERE,2574,468.0,480.4,474.2,499.0,93.4
ARE,546,46.7,98.7,93.7,145.7,99.0
SLAO,655,12.0,85.8,89.8,163.5,101.0
ALSO,4758,22.3,58.0,60.1,95.9,49.0
MANY,827,62.2,124.8,132.5,195.0,86.0
PEOPEL,3011,5.9,21.5,25.4,44.8,31.0
LE,1607,23.0,62.0,70.0,109.0,86.0
ON,999,15.5,39.0,78.0,132.5,148.0
THE,562,52.3,135.3,135.3,218.3,119.3
LAND,1373,66.2,160.0,167.8,261.5,125.0
THERE,3978,196.1,205.1,198.3,216.1,57.9
Y,1232,0,0,0,0,62.0
ARE,578,47.0,99.0,114.7,166.7,119.7
CAMPING,14180,279.0,327.6,331.0,400.4,86.8
DANCING,1669,336.4,385.6,398.9,456.9,120.3
AND,343,15.7,57.3,67.7,130.0,109.0
SINGING,2169,252.0,285.3,289.7,341.3,71.7
ALL,858,78.0,98.7,124.7,145.3,67.3
OF,234,0,0,0,0,47.0
THEM,999,93.5,144.2,160.0,218.2,97.2
LOOKS,1826,207.4,243.0,240.7,276.3,46.7
SO,358,16.0,62.5,78.0,124.5,108.5
M,47,0,0,0,0,47.0
HAPPY,5959,247.8,282.8,276.9,311.9,42.8
GMAIL,1825,115.4,190.2,193.4,268.2,93.6
UBCOLLECTIONGMAIL,15569,2385.9,2426.4,2440.9,2481.4,80.8
COM,983,20.7,83.0,78.0,171.7,130.3
DATACOLLECTION,4290,486.9,524.8,515.9,553.8,78.0
DATACOLLECTION,4384,514.9,553.9,546.0,585.0,72.4
